#plate,mjd,fiberID
2228,53818,524
2657,54502,142
2657,54502,143
2611,54477,387
2611,54477,389
2611,54477,395
2611,54477,400
2611,54477,432
2011,53499,449
2011,53499,460
2608,54474,560
2608,54474,597
2609,54476,433
2609,54476,474
6473,56363,934
2228,53818,413
2241,54169,514
2241,54169,516
2241,54169,517
2241,54169,585
2241,54169,589
2644,54210,297
2233,53845,45
2235,53847,86
2236,53729,123
2236,53729,206
2236,53729,249
2238,54205,499
2240,53823,344
2240,53823,348
2240,53823,349
2240,53823,422
2241,54169,116
2241,54169,196
2241,54169,197
2241,54169,199
2241,54169,231
2241,54169,233
2241,54169,234
2241,54169,235
2241,54169,236
2241,54169,237
2241,54169,239
2241,54169,270
2241,54169,274
2241,54169,277
2241,54169,310
2241,54169,392
2241,54169,395
2241,54169,399
2241,54169,422
2241,54169,433
2242,54153,348
2242,54153,349
2242,54153,350
2242,54153,426
2242,54153,435
2242,54153,437
2242,54153,471
2242,54153,472
2242,54153,493
2242,54153,497
2513,54141,18
2513,54141,136
2513,54141,214
2643,54208,13
2643,54208,49
2643,54208,56
2643,54208,208
2643,54208,218
2643,54208,219
2643,54208,285
2643,54208,289
2502,54180,544
2502,54180,548
2502,54180,550
2502,54180,554
2506,54179,342
2506,54179,347
2506,54179,462
2506,54179,468
2509,54180,341
2509,54180,347
2509,54180,356
2509,54180,358
2509,54180,360
2502,54180,502
2506,54179,349
2506,54179,357
2498,54169,635
2506,54179,387
2506,54179,398
6431,56311,242
2011,53499,455
2232,53827,391
2238,54205,32
2238,54205,34
2238,54205,39
2238,54205,73
2238,54205,76
2238,54205,433
2238,54205,461
2238,54205,474
2238,54205,507
2239,53726,409
2241,54169,109
5880,56042,902
5968,56356,766
2241,54169,182
2241,54169,188
2241,54169,190
2241,54169,213
2241,54169,307
2242,54153,174
2242,54153,347
6431,56311,442
2498,54169,620
2498,54169,632
2498,54169,637
2502,54180,423
2502,54180,463
2502,54180,577
2502,54180,579
2502,54180,588
2502,54180,589
2502,54180,595
2506,54179,389
2506,54179,503
2506,54179,506
2506,54179,508
2506,54179,512
2506,54179,513
2506,54179,514
2506,54179,515
2506,54179,550
2506,54179,582
2515,54180,392
2595,54207,362
2595,54207,365
2241,54169,106
2238,54205,101
2238,54205,108
2238,54205,164
2238,54205,166
2238,54205,168
2238,54205,179
2238,54205,184
2238,54205,264
2238,54205,387
2238,54205,393
2240,53823,28
2240,53823,29
2241,54169,273
2509,54180,101
2509,54180,235
2509,54180,277
2509,54180,432
2509,54180,439
5879,56047,800
2241,54169,185
2241,54169,187
2241,54169,193
2241,54169,194
2241,54169,195
2241,54169,200
2241,54169,221
2241,54169,222
2242,54153,421
2242,54153,432
2242,54153,464
2242,54153,465
2242,54153,486
2241,54169,72
2241,54169,78
2241,54169,79
2241,54169,114
2511,53882,624
2511,53882,628
2513,54141,418
2513,54141,420
2502,54180,77
2502,54180,599
2506,54179,494
2506,54179,495
2506,54179,543
2506,54179,553
2506,54179,554
2506,54179,557
2506,54179,558
2506,54179,559
2506,54179,560
2506,54179,591
2506,54179,592
2509,54180,221
2240,53823,397
2240,53823,439
2659,54498,564
2240,53823,478
2240,53823,479
2223,53793,618
2240,53823,491
2240,53823,493
2240,53823,499
2240,53823,510
2229,53823,346
2229,53823,347
2229,53823,350
2229,53823,359
2229,53823,615
2240,53823,511
2240,53823,513
2240,53823,517
2240,53823,548
2240,53823,627
2240,53823,33
2240,53823,38
2241,54169,226
2241,54169,227
2241,54169,228
2241,54169,238
2241,54169,240
2514,53882,585
2514,53882,622
2236,53729,272
2238,54205,33
2238,54205,40
2238,54205,167
2238,54205,169
2238,54205,170
2238,54205,174
2238,54205,261
2240,53823,27
2240,53823,64
2240,53823,104
2514,53882,113
2241,54169,217
2514,53882,118
2241,54169,291
2655,54184,439
2655,54184,440
2655,54184,625
2655,54184,632
2655,54184,635
2655,54184,640
2656,54484,190
2656,54484,275
2656,54484,397
2656,54484,472
2656,54484,474
2656,54484,476
2656,54484,479
2656,54484,481
2656,54484,482
2656,54484,488
2656,54484,492
2656,54484,499
2656,54484,500
2656,54484,504
2656,54484,506
2656,54484,508
2514,53882,120
2657,54502,352
2657,54502,556
2657,54502,557
2657,54502,631
2009,53904,190
2011,53499,83
2011,53499,86
2226,53819,435
2227,53820,626
2227,53820,632
2227,53820,636
2229,53823,345
2229,53823,352
2229,53823,357
2229,53823,358
2229,53823,360
2233,53845,480
2236,53729,26
2596,54207,380
2236,53729,197
2497,54154,161
2501,54084,305
2501,54084,312
2497,54154,165
2240,53823,24
2240,53823,320
2241,54169,59
2241,54169,99
2241,54169,100
2241,54169,121
2216,53795,577
2235,53847,67
2235,53847,96
2235,53847,97
2235,53847,144
2236,53729,15
2218,53816,403
2218,53816,416
2238,54205,307
2238,54205,308
2218,53816,525
2240,53823,94
2240,53823,247
2240,53823,252
2240,53823,255
2240,53823,299
2235,53847,13
2235,53847,45
2235,53847,46
2235,53847,48
2235,53847,49
2595,54207,433
2595,54207,483
2241,54169,135
2596,54207,398
2236,53729,135
2236,53729,213
2241,54169,201
2241,54169,212
2240,53823,297
2238,54205,12
2238,54205,45
2240,53823,85
2236,53729,99
2236,53729,100
2236,53729,126
2236,53729,251
2236,53729,286
2236,53729,293
2236,53729,296
2236,53729,297
2241,54169,259
2241,54169,289
2235,53847,5
2235,53847,9
2235,53847,47
2235,53847,52
2236,53729,212
2236,53729,219
2500,54178,624
5975,56334,910
5968,56356,368
5984,56337,796
5984,56337,797
6431,56311,824
6431,56311,829
2236,53729,60
2236,53729,86
2236,53729,88
2236,53729,89
2236,53729,94
2236,53729,97
2236,53729,285
2236,53729,290
2236,53729,292
2504,54179,596
2504,54179,598
2507,53876,591
2511,53882,499
2511,53882,533
2657,54502,568
2657,54502,576
2657,54502,605
2095,53474,591
2656,54484,401
2656,54484,577
2657,54502,323
2657,54502,566
2657,54502,575
2657,54502,613
2658,54502,335
2658,54502,375
5971,56064,372
2221,53792,242
2655,54184,603
2655,54184,608
2656,54484,490
2510,53877,357
2514,53882,249
2657,54502,612
2657,54502,629
2658,54502,331
5970,56046,872
2504,54179,571
2656,54484,571
6410,56336,178
2504,54179,482
2504,54179,483
2004,53737,211
2004,53737,241
2004,53737,247
2500,54178,439
2500,54178,469
2500,54178,490
2500,54178,600
2504,54179,385
2504,54179,470
2504,54179,489
2504,54179,494
2504,54179,504
2241,54169,499
2241,54169,500
2241,54169,501
2241,54169,502
2241,54169,503
2241,54169,504
2241,54169,505
2241,54169,545
2241,54169,546
2241,54169,547
2241,54169,548
2241,54169,549
2241,54169,550
2242,54153,478
2509,54180,222
2509,54180,226
2240,53823,417
2240,53823,423
2240,53823,425
2240,53823,427
2504,54179,161
2504,54179,174
2511,53882,191
2643,54208,84
2644,54210,19
2644,54210,22
2644,54210,52
2644,54210,59
2644,54210,68
2511,53882,129
5973,56067,564
2240,53823,585
2240,53823,586
2240,53823,587
2240,53823,588
2240,53823,590
2240,53823,593
2240,53823,594
2240,53823,596
2240,53823,597
2241,54169,350
2241,54169,353
2241,54169,355
2241,54169,391
2241,54169,394
2241,54169,397
2241,54169,398
2241,54169,421
2241,54169,427
2241,54169,428
2241,54169,431
2242,54153,329
2242,54153,330
2242,54153,333
2242,54153,335
2242,54153,338
2242,54153,339
2242,54153,340
2497,54154,397
2497,54154,431
2501,54084,509
2509,54180,278
2655,54184,393
5880,56042,924
6483,56341,372
6483,56341,446
2240,53823,638
2240,53823,639
2240,53823,640
2608,54474,336
2608,54474,414
2608,54474,446
2608,54474,529
2608,54474,530
2608,54474,537
2608,54474,538
2608,54474,580
2609,54476,369
2609,54476,413
2610,54476,571
2643,54208,139
2514,53882,512
2219,53816,69
2221,53792,117
2221,53792,145
2221,53792,161
2221,53792,307
2221,53792,310
2493,54115,587
2493,54115,627
2493,54115,629
2493,54115,633
2497,54154,164
2497,54154,191
2497,54154,233
2497,54154,234
2497,54154,236
2497,54154,237
2497,54154,239
2497,54154,274
2506,54179,24
2506,54179,114
2506,54179,174
2498,54169,532
2506,54179,565
2509,54180,386
2509,54180,451
2515,54180,344
2515,54180,374
2515,54180,377
2515,54180,379
2515,54180,461
2515,54180,505
2515,54180,510
2515,54180,511
2515,54180,574
2515,54180,579
2608,54474,367
2608,54474,468
2608,54474,473
2608,54474,531
2608,54474,532
2608,54474,541
2608,54474,577
2608,54474,582
2608,54474,583
2608,54474,614
2608,54474,615
2608,54474,618
2608,54474,619
6410,56336,972
6432,56309,278
6432,56309,992
2241,54169,208
2241,54169,211
2242,54153,262
2655,54184,72
2242,54153,263
2655,54184,343
2655,54184,349
2655,54184,360
2655,54184,390
2497,54154,167
2497,54154,168
2656,54484,427
2656,54484,467
2656,54484,582
2497,54154,171
2658,54502,394
2497,54154,174
2009,53904,229
2009,53904,230
2009,53904,231
2009,53904,320
2011,53499,44
2497,54154,200
2227,53820,485
5987,56339,850
2497,54154,155
2229,53823,593
2231,53816,509
2231,53816,518
2233,53845,354
2233,53845,429
2236,53729,168
2236,53729,182
6404,56330,836
6486,56328,499
2657,54502,206
2238,54205,194
2238,54205,306
5979,56329,628
2514,53882,135
2514,53882,201
2657,54502,285
2657,54502,76
2657,54502,309
2657,54502,316
2238,54205,269
2238,54205,302
2241,54169,252
2241,54169,294
2609,54476,274
5846,56017,246
2504,54179,560
2506,54179,623
2506,54179,627
2506,54179,632
2506,54179,637
2507,53876,273
2507,53876,315
2507,53876,320
2509,54180,117
2514,53882,259
2655,54184,267
2595,54207,481
2658,54502,277
6432,56309,300
2104,53852,172
2104,53852,181
2104,53852,186
2104,53852,195
2241,54169,223
2241,54169,229
2241,54169,230
2241,54169,319
2242,54153,344
2242,54153,351
2242,54153,352
2515,54180,462
2515,54180,463
2515,54180,500
2608,54474,436
2608,54474,486
2608,54474,494
2608,54474,495
2608,54474,503
2608,54474,504
2608,54474,509
2608,54474,513
2609,54476,422
2609,54476,424
2609,54476,426
2241,54169,268
2515,54180,429
2515,54180,478
2515,54180,485
2515,54180,487
2515,54180,488
6432,56309,16
2496,54178,605
2496,54178,615
2500,54178,226
2504,54179,74
2504,54179,346
2507,53876,237
2511,53882,94
2511,53882,121
2513,54141,227
2513,54141,267
2513,54141,277
2504,54179,116
2507,53876,384
2511,53882,100
2511,53882,147
2511,53882,153
2500,54178,459
2504,54179,461
2504,54179,492
2507,53876,272
2507,53876,311
2513,54141,36
2513,54141,40
2513,54141,70
2513,54141,309
2500,54178,537
2500,54178,570
2507,53876,26
2507,53876,32
2507,53876,79
2507,53876,261
2643,54208,278
2643,54208,309
2644,54210,21
2645,54477,317
2504,54179,171
2504,54179,173
6421,56274,144
2644,54210,104
2645,54477,263
2645,54477,265
2515,54180,517
2219,53816,5
2219,53816,13
2219,53816,20
2219,53816,30
2221,53792,125
2221,53792,130
2221,53792,138
2221,53792,212
2221,53792,215
2221,53792,296
2497,54154,97
2497,54154,107
2497,54154,134
2497,54154,202
2497,54154,208
2497,54154,218
2500,54178,139
2507,53876,52
2509,54180,448
2515,54180,448
2515,54180,527
2608,54474,402
2608,54474,404
2608,54474,407
2608,54474,409
2611,54477,370
6432,56309,513
6410,56336,62
2241,54169,468
2241,54169,469
2241,54169,472
2241,54169,473
2496,54178,33
2500,54178,180
2507,53876,107
2241,54169,630
2241,54169,634
2511,53882,318
2643,54208,256
2493,54115,615
2493,54115,619
2497,54154,387
2497,54154,440
2497,54154,467
2497,54154,468
2645,54477,291
2645,54477,294
2645,54477,299
2506,54179,36
2506,54179,39
2506,54179,66
2506,54179,67
2506,54179,75
2506,54179,77
2506,54179,79
2506,54179,80
2509,54180,300
2509,54180,305
2656,54484,461
2656,54484,552
2657,54502,584
2657,54502,585
2657,54502,586
6432,56309,330
2509,54180,81
2509,54180,90
6432,56309,414
6432,56309,418
6415,56310,610
6404,56330,786
2644,54210,478
2655,54184,237
2655,54184,347
2655,54184,356
2657,54502,129
2657,54502,131
2657,54502,132
2657,54502,133
2657,54502,135
2657,54502,136
2657,54502,137
5880,56042,906
5976,56356,806
2230,53799,212
2231,53816,418
2238,54205,346
2241,54169,271
2241,54169,320
2241,54169,322
2241,54169,323
2241,54169,363
2241,54169,366
2241,54169,367
2241,54169,368
6432,56309,432
6480,56340,378
6480,56340,450
2497,54154,389
2497,54154,432
2497,54154,436
2497,54154,438
2511,53882,566
2515,54180,468
2515,54180,494
2644,54210,481
2644,54210,494
2655,54184,391
2655,54184,392
2655,54184,395
2655,54184,471
2656,54484,4
2657,54502,242
5973,56067,292
6432,56309,384
6432,56309,392
6432,56309,338
6432,56309,420
6432,56309,423
2219,53816,21
2219,53816,23
2219,53816,24
2219,53816,25
2219,53816,61
2221,53792,216
2643,54208,226
2643,54208,263
2643,54208,304
2644,54210,39
2656,54484,21
2509,54180,102
2509,54180,104
2644,54210,511
2219,53816,65
2219,53816,71
2219,53816,73
2219,53816,108
2219,53816,110
2221,53792,131
2221,53792,133
2221,53792,160
2221,53792,167
2221,53792,184
2221,53792,187
2221,53792,189
2221,53792,226
2221,53792,233
2221,53792,253
2221,53792,256
2221,53792,282
2221,53792,284
2221,53792,285
2221,53792,286
2644,54210,61
2644,54210,73
5973,56067,870
2011,53499,482
2011,53499,601
2011,53499,607
2221,53792,630
2223,53793,423
2223,53793,433
2223,53793,465
2223,53793,468
2223,53793,472
2223,53793,474
2223,53793,476
2223,53793,477
2241,54169,267
2241,54169,269
2241,54169,276
2241,54169,309
2242,54153,353
2513,54141,372
2513,54141,405
2513,54141,412
2513,54141,455
2509,54180,225
2509,54180,227
2509,54180,229
2509,54180,232
2509,54180,234
2509,54180,238
2509,54180,239
2509,54180,240
2509,54180,263
2509,54180,264
2644,54210,570
2659,54498,458
2660,54504,405
2660,54504,407
2660,54504,442
5880,56042,838
5984,56337,854
2511,53882,634
2511,53882,637
2511,53882,640
2513,54141,459
5880,56042,586
5880,56042,920
6483,56341,5
6404,56330,372
2643,54208,138
2644,54210,60
2095,53474,2
2095,53474,5
6422,56328,166
6486,56328,710
2513,54141,92
2513,54141,98
2513,54141,124
2513,54141,289
2513,54141,292
2513,54141,293
2513,54141,296
2513,54141,298
2513,54141,300
2643,54208,215
2644,54210,1
2644,54210,562
2009,53904,607
2009,53904,608
2514,53882,83
2645,54477,283
2004,53737,202
2004,53737,208
2095,53474,40
2095,53474,54
2511,53882,315
2645,54477,244
2645,54477,300
2609,54476,224
6404,56330,410
6404,56330,452
2232,53827,151
2241,54169,56
2241,54169,93
5968,56356,420
2493,54115,24
2493,54115,27
2493,54115,33
2497,54154,221
2497,54154,228
2497,54154,269
2497,54154,272
6414,56306,336
2595,54207,634
2238,54205,291
2240,53823,9
2240,53823,47
2240,53823,51
2656,54484,549
2656,54484,556
6483,56341,18
6483,56341,636
2608,54474,620
2644,54210,23
2644,54210,81
2645,54477,262
2104,53852,165
2104,53852,166
2104,53852,169
2104,53852,182
2104,53852,190
2104,53852,226
2104,53852,238
2104,53852,308
6487,56362,4
6490,56330,460
2514,53882,479
2514,53882,493
2595,54207,383
2595,54207,384
2595,54207,394
2595,54207,435
2595,54207,436
2595,54207,438
2595,54207,477
2595,54207,478
2595,54207,628
2595,54207,629
2596,54207,381
2596,54207,385
2596,54207,386
2596,54207,400
2596,54207,430
2596,54207,432
2596,54207,480
2611,54477,262
2504,54179,580
2504,54179,532
2504,54179,603
2011,53499,140
2011,53499,142
2011,53499,286
2515,54180,305
2506,54179,105
2506,54179,107
2506,54179,156
6432,56309,168
2506,54179,64
2506,54179,73
2104,53852,87
2104,53852,90
2104,53852,133
6404,56330,305
6421,56274,718
2608,54474,629
5879,56047,588
6407,56311,504
6432,56309,960
6430,56299,124
4611,55603,167
2497,54154,275
2497,54154,278
2497,54154,477
2497,54154,478
2497,54154,486
2497,54154,490
2497,54154,493
2497,54154,496
2501,54084,557
2514,53882,191
2515,54180,534
2608,54474,608
2610,54476,327
2238,54205,350
2238,54205,356
5984,56337,522
2238,54205,339
2240,53823,589
2240,53823,595
2241,54169,301
2241,54169,312
2241,54169,314
2241,54169,351
2241,54169,471
2241,54169,474
2241,54169,475
2241,54169,476
2241,54169,477
2241,54169,628
2241,54169,639
2242,54153,341
2242,54153,384
2242,54153,386
2242,54153,387
2242,54153,389
6423,56313,122
2645,54477,288
2506,54179,470
2506,54179,490
2506,54179,529
2506,54179,533
2506,54179,535
2506,54179,537
2506,54179,573
2506,54179,574
2506,54179,577
2506,54179,579
2506,54179,602
2506,54179,603
2506,54179,611
2506,54179,612
2506,54179,615
2507,53876,43
2509,54180,325
2509,54180,349
2509,54180,354
2509,54180,365
2509,54180,391
2509,54180,411
2509,54180,417
2509,54180,420
2509,54180,421
2509,54180,426
2509,54180,429
2509,54180,467
2509,54180,469
2509,54180,482
2509,54180,487
2509,54180,492
2509,54180,513
2509,54180,532
5880,56042,822
6431,56311,177
6432,56309,390
6432,56309,972
6432,56309,985
5847,56037,568
5847,56037,920
