#plate,mjd,fiberID,RA,Dec,d_per(Mpc),d_long(Mpc),length_fil(Mpc)
2240,53823,320,192.426220,26.892026,0.051456,6.793267,53.069707
2241,54169,13,195.988090,26.729481,0.094439,33.202741,40.744559
2241,54169,59,195.278350,26.809495,0.992669,34.908124,40.744559
2241,54169,100,194.842100,26.797111,1.288123,34.908124,40.744559
2235,53847,96,188.370690,26.738045,0.135373,16.632156,19.762900
2235,53847,97,188.426390,26.617367,0.054848,16.736485,19.762900
2235,53847,144,188.375020,26.779654,0.174877,16.596805,19.762900
2236,53729,15,190.702650,26.639669,0.741900,0.547392,3.009042
2240,53823,94,194.120460,26.543461,1.239023,9.985022,53.069707
2240,53823,247,193.183630,26.470404,1.116260,9.930364,53.069707
2240,53823,252,193.234710,26.594680,0.888222,9.890249,53.069707
2240,53823,255,193.263160,26.476569,1.067322,10.010708,53.069707
2240,53823,299,192.979230,26.558275,0.727624,7.095577,53.069707
2241,54169,135,194.520140,26.370611,1.940770,11.935022,53.069707
2236,53729,213,189.421640,26.707643,0.682868,8.110671,9.679746
2241,54169,201,194.217850,26.487726,1.414615,9.985022,53.069707
2241,54169,212,194.312530,26.466343,1.548129,9.985022,53.069707
2240,53823,297,192.763950,26.445728,0.627713,7.095577,53.069707
2238,54205,12,192.897570,26.628922,0.558847,7.095577,53.069707
2238,54205,45,192.012870,26.633189,0.442183,6.341264,53.069707
2240,53823,85,193.902850,26.564384,0.999650,9.985022,53.069707
2241,54169,259,193.719650,26.575914,0.862518,9.985022,53.069707
2241,54169,289,193.496300,26.444043,1.042101,9.929237,53.069707
2236,53729,212,189.621250,26.374336,0.829832,0.098790,3.009042
2236,53729,219,189.552780,26.492110,0.883656,0.098790,3.009042
6487,56362,891,197.940240,31.708256,1.812022,24.337648,53.069707
6487,56362,970,198.454760,31.747905,1.493878,24.337648,53.069707
2661,54505,557,193.512420,25.760750,2.227491,9.929237,53.069707
5987,56339,261,192.392570,25.470108,2.261478,7.095577,53.069707
2242,54153,478,195.771650,27.784126,0.380291,15.411974,53.069707
2241,54169,350,193.569830,28.076601,1.050982,10.865445,53.069707
2242,54153,262,195.333670,26.886751,0.851096,34.908124,40.744559
2242,54153,263,195.340610,26.796593,0.870204,32.811413,40.744559
2009,53904,229,196.697360,28.849109,0.045426,18.190818,53.069707
2009,53904,230,196.668990,28.930008,0.090861,18.141429,53.069707
2009,53904,231,196.674630,28.906854,0.051443,18.149611,53.069707
2009,53904,320,196.042610,29.015434,0.710454,17.288696,53.069707
2011,53499,44,195.889290,29.060497,0.627747,6.470143,10.596468
2236,53729,168,189.865100,27.102321,0.465809,1.071837,3.009042
2236,53729,182,189.361900,27.202427,0.257207,7.334596,9.679746
6486,56328,499,197.015810,28.999662,0.020426,18.850488,53.069707
2238,54205,194,191.718970,26.709276,0.630895,6.054931,53.069707
2238,54205,269,190.970930,26.863330,0.893570,3.144252,53.069707
2239,53726,92,192.757200,28.927971,2.630097,8.480309,53.069707
2239,53726,93,192.787080,28.788053,2.385892,8.480309,53.069707
2239,53726,98,192.856890,28.720324,2.268207,8.480309,53.069707
2241,54169,252,193.771320,26.724158,0.656678,9.985022,53.069707
2241,54169,294,193.595370,26.799434,0.438885,9.954916,53.069707
6480,56340,550,192.144990,28.849093,2.047141,4.590245,53.069707
6478,56341,434,188.846210,29.492674,1.611740,2.958280,9.679746
2661,54505,379,191.777790,25.286807,2.793824,6.341264,53.069707
2243,53794,378,197.972120,27.593752,1.231410,24.634795,32.472266
2238,54205,367,191.213760,28.503614,1.498238,4.590245,53.069707
2238,54205,373,191.119980,28.433080,1.356245,2.520608,53.069707
2238,54205,402,191.338950,28.590879,1.559271,4.590245,53.069707
6480,56340,450,192.244760,27.373944,0.474128,5.581758,53.069707
2011,53499,482,195.299770,29.664108,0.381478,6.086552,10.596468
2011,53499,601,196.199750,29.614928,1.350381,6.381120,10.596468
2011,53499,607,196.318580,29.587624,1.340742,18.141429,53.069707
2660,54504,405,190.094760,25.979778,0.921176,0.000000,3.009042
2660,54504,407,190.106320,26.010571,0.866320,0.000000,3.009042
2660,54504,442,190.370610,26.088608,0.803510,0.000000,3.009042
5984,56337,854,190.405490,26.072826,0.852159,0.000000,3.009042
6478,56341,184,190.286430,29.538036,0.000652,1.767576,9.679746
6478,56341,188,190.217760,29.625257,0.056960,1.746721,9.679746
2002,53471,368,199.524900,30.140984,1.204528,25.992575,53.069707
2241,54169,56,195.043570,26.461151,1.195342,32.542234,40.744559
2241,54169,93,194.877140,26.435284,1.449652,32.469462,40.744559
2238,54205,291,190.562710,26.580500,0.592614,0.547392,3.009042
2240,53823,9,194.552830,26.396881,1.907522,11.935275,53.069707
2240,53823,47,194.380030,26.512168,1.663346,11.935022,53.069707
2240,53823,51,194.333200,26.432332,1.611359,9.985022,53.069707
2029,53819,144,196.602650,31.136631,3.072690,20.136981,53.069707
2011,53499,142,194.912980,28.895521,0.100675,7.489648,10.596468
2237,53828,305,188.602810,29.295175,1.892240,3.698265,9.679746
2011,53499,286,193.464590,28.979395,2.195447,7.616698,10.596468
6486,56328,220,198.952460,28.430554,0.553262,25.414679,32.472266
5968,56356,127,191.170810,26.418966,1.558946,0.547392,3.009042
2238,54205,350,190.235870,27.932166,0.024402,1.467184,53.069707
2238,54205,356,190.318170,27.853159,0.019054,1.654731,53.069707
2238,54205,339,190.242020,27.981202,0.051936,1.445698,53.069707
2241,54169,86,194.844600,26.026236,1.558940,32.384097,40.744559
2241,54169,301,193.398190,27.758763,0.697351,10.865445,53.069707
2241,54169,312,193.435350,27.821531,0.737818,10.865445,53.069707
2241,54169,314,193.433640,27.780846,0.685777,10.865445,53.069707
2241,54169,628,196.263770,27.537056,0.907071,34.395971,40.744559
2241,54169,639,196.046870,27.490445,0.573336,34.269746,40.744559
2662,54505,457,195.664060,25.383597,0.971034,31.691820,40.744559
2662,54505,564,196.435890,25.385026,0.098987,30.459467,40.744559
2662,54505,615,196.608170,25.238005,0.094253,30.151044,40.744559
2663,54234,584,199.004650,25.056389,2.570895,28.057002,40.744559
2662,54505,563,196.563020,25.460543,0.041538,30.276147,40.744559
2662,54505,565,196.494610,25.465690,0.066145,30.417620,40.744559
2662,54505,609,196.879580,25.504980,0.439674,30.213230,40.744559
2662,54505,617,196.651660,25.429633,0.063961,30.255058,40.744559
2663,54234,463,197.695780,25.078981,0.957724,28.057002,40.744559
2663,54234,395,197.131580,24.700770,0.016094,28.999198,40.744559
2650,54505,475,196.045100,22.289669,2.907387,24.041287,40.744559
2652,54508,356,199.674330,21.891001,0.194984,20.181937,40.744559
2242,54153,209,196.412970,26.106568,0.726832,31.387433,40.744559
2242,54153,257,196.061770,26.116220,0.309166,31.953093,40.744559
2242,54153,291,195.822590,26.060099,0.076943,31.985640,40.744559
2242,54153,294,195.574060,26.142570,0.410646,32.517872,40.744559
2618,54506,116,199.072390,18.666376,2.897488,13.025822,40.744559
2663,54234,549,198.768180,24.938800,2.153950,28.057002,40.744559
2651,54507,565,199.480360,23.261173,2.470782,19.103134,40.744559
2662,54505,535,196.361980,25.191167,0.455018,30.460114,40.744559
2664,54524,291,199.779260,23.358036,2.533935,19.175051,40.744559
2618,54506,127,199.205510,18.861162,2.589889,13.025822,40.744559
2242,54153,260,196.316750,25.957644,0.428811,31.395645,40.744559
2651,54507,609,199.964710,22.999886,1.872891,19.386511,40.744559
2243,53794,271,197.803090,26.814013,2.457635,24.634795,32.472266
2662,54505,530,196.030470,25.725145,0.160667,31.379411,40.744559
2663,54234,612,199.082150,25.430240,2.952437,28.057002,40.744559
2663,54234,471,197.718910,24.865372,0.652942,28.057002,40.744559
2663,54234,349,196.640770,24.962810,0.226879,29.437260,40.744559
2663,54234,475,197.987780,24.701173,0.857810,28.057002,40.744559
2663,54234,478,197.854590,24.859690,0.796309,28.057002,40.744559
2662,54505,560,196.088510,24.430373,1.487002,29.437260,40.744559
2243,53794,281,197.406330,26.159087,1.759881,30.213230,40.744559
2652,54508,385,199.878830,22.315543,0.721096,19.103134,40.744559
2663,54234,240,197.532550,24.165751,0.102111,27.371586,40.744559
2663,54234,265,197.343340,24.092424,0.428398,27.409629,40.744559
2617,54502,580,197.672220,20.536284,1.926751,21.840146,40.744559
2662,54505,444,195.773900,25.475018,0.744263,31.772995,40.744559
2662,54505,527,196.237650,25.583403,0.072418,31.299144,40.744559
2618,54506,113,199.045130,18.762988,2.888764,13.025822,40.744559
2605,54484,346,199.642370,17.502977,2.846095,8.244443,40.744559
2662,54505,631,196.928420,24.810592,0.056939,28.997585,40.744559
2662,54505,634,196.737030,24.764953,0.336546,29.709375,40.744559
2662,54505,390,194.802640,25.003913,2.342349,31.656556,40.744559
2662,54505,33,197.167470,24.076971,0.692209,27.864914,40.744559
2663,54234,189,197.771000,23.980157,0.136622,27.351763,40.744559
2651,54507,529,199.260090,23.292326,2.277570,26.320648,40.744559
2662,54505,99,195.958960,23.633545,2.582898,28.814618,40.744559
2662,54505,131,195.726820,23.657178,2.820614,29.019755,40.744559
2650,54505,457,196.117780,23.575042,2.507700,28.814618,40.744559
2617,54502,456,197.252870,21.107393,1.836088,22.131235,40.744559
2242,54153,245,196.212740,25.839333,0.165697,31.365341,40.744559
5992,56066,614,196.518500,22.567514,2.109280,25.150759,40.744559
2650,54505,550,196.859980,22.544555,1.569112,25.253483,40.744559
2651,54507,619,199.945980,22.981067,1.845375,19.352179,40.744559
2652,54508,327,199.954450,22.866999,1.647653,19.338780,40.744559
2662,54505,477,195.379080,24.629571,2.114396,30.662332,40.744559
2650,54505,142,196.715510,21.609457,2.090985,23.810209,40.744559
2663,54234,151,198.694670,24.512589,1.817787,27.137298,40.744559
2663,54234,233,197.469000,24.560469,0.005406,28.073071,40.744559
2663,54234,238,197.458280,24.577578,0.009816,28.070744,40.744559
5994,56101,92,198.260400,25.953846,2.709800,28.057002,40.744559
2663,54234,163,198.303090,24.352679,1.139512,27.137298,40.744559
2595,54207,608,181.764350,18.531776,0.273925,3.978426,5.841456
2597,54231,537,185.365040,18.106708,1.550163,2.436720,13.487882
2609,54476,24,183.743000,19.516414,0.445768,0.359356,3.729481
2609,54476,309,181.106890,19.381403,0.890396,11.679610,16.829587
2610,54476,69,185.318810,19.498806,1.315154,6.067203,6.732070
2611,54477,128,185.682870,18.548552,2.392880,13.878241,37.592600
2643,54208,521,180.933860,23.706495,2.619033,0.944054,4.981457
2656,54484,283,181.278310,23.764159,2.064911,0.944054,4.981457
2656,54484,204,181.594830,23.853319,1.556310,0.944054,4.981457
2657,54502,183,183.676870,24.980578,1.323829,29.571870,37.592600
2233,53845,128,186.232290,26.816066,0.114729,12.091937,19.762900
2658,54502,535,186.509660,25.794880,1.546377,0.000000,2.633469
2643,54208,535,180.995210,23.460581,2.436313,0.557945,1.985011
2657,54502,532,184.228860,25.775227,0.437699,6.614233,8.911674
2658,54502,562,186.616030,25.888889,1.343628,0.000000,2.633469
2658,54502,570,186.592840,25.886315,1.356970,0.000000,2.633469
2597,54231,378,184.670210,18.188537,0.749370,13.878241,37.592600
2596,54207,101,183.828680,17.472646,0.016282,12.547485,37.592600
2643,54208,511,180.816770,22.390414,1.989572,7.593753,16.829587
2643,54208,120,181.136620,22.274807,1.566776,1.055374,1.985011
2644,54210,311,181.398100,22.308974,1.142661,1.055374,1.985011
2597,54231,200,185.141830,17.351939,0.212181,2.231098,13.487882
2658,54502,530,186.400640,26.163275,1.003925,12.446710,19.762900
2658,54502,567,186.586490,26.143873,0.936453,0.000000,2.633469
2658,54502,613,186.872840,26.103179,0.934786,12.822494,19.762900
2656,54484,263,181.463640,24.355707,1.561393,3.725270,4.981457
2643,54208,155,180.854750,22.202749,1.728113,7.593753,16.829587
2643,54208,157,181.001650,22.124810,1.753181,7.593753,16.829587
2644,54210,344,181.035490,22.599351,1.739507,1.055374,1.985011
2645,54477,432,183.840440,22.634745,0.739893,23.364593,37.592600
2644,54210,229,182.029400,22.101158,0.482824,1.384071,1.985011
2644,54210,236,182.321450,22.250482,0.048726,1.743025,1.985011
2644,54210,237,182.335940,22.236859,0.052733,1.709772,1.985011
2644,54210,175,182.616000,22.270233,0.465775,1.624393,1.985011
2644,54210,183,182.358470,22.083258,0.038981,1.755971,1.985011
2644,54210,188,182.366450,22.104635,0.000726,1.755971,1.985011
2658,54502,51,186.404670,24.182007,2.160160,31.545201,37.592600
2658,54502,54,186.592040,24.281340,2.351428,31.545201,37.592600
2658,54502,82,186.067460,24.267148,1.628400,31.545201,37.592600
2645,54477,22,185.509830,22.245783,2.841138,22.693540,37.592600
2646,54479,267,184.912400,22.152530,1.868556,22.693540,37.592600
2231,53816,187,184.520420,27.011473,0.305315,3.800772,8.911674
2609,54476,457,182.047740,20.573805,1.253124,12.765601,16.829587
2610,54476,343,183.206820,20.562630,0.436068,19.145965,37.592600
2610,54476,258,183.817600,19.118107,0.084155,15.626173,37.592600
2658,54502,559,186.534100,25.570812,1.910462,0.000000,2.633469
2610,54476,339,183.514920,20.734936,0.046918,19.957323,37.592600
2643,54208,518,181.000480,22.864049,1.929947,1.055374,1.985011
2645,54477,359,183.142720,22.783082,0.005653,24.365388,37.592600
2610,54476,478,183.904720,20.343629,0.753471,19.505413,37.592600
2643,54208,632,181.993180,22.795669,0.472898,0.602308,1.985011
2596,54207,194,183.060970,17.282730,0.009658,0.810950,5.841456
2597,54231,167,185.196790,17.016081,0.037306,2.605484,13.487882
2597,54231,168,185.249880,17.023343,0.009097,2.624702,13.487882
2597,54231,198,185.159080,17.045102,0.052979,2.485446,13.487882
2643,54208,14,181.313580,21.214435,1.249668,8.867535,16.829587
2643,54208,32,182.042820,22.342250,0.153201,1.055374,1.985011
2643,54208,634,182.107500,22.416644,0.005700,1.067419,1.985011
2643,54208,636,181.751260,22.387896,0.562942,1.055374,1.985011
2644,54210,469,182.094590,22.407675,0.012944,1.055374,1.985011
2645,54477,160,184.836790,22.324696,1.806822,22.693540,37.592600
2646,54479,236,185.417520,22.352334,2.724616,22.693540,37.592600
2646,54479,311,184.771390,22.333544,1.710743,22.693540,37.592600
2646,54479,318,184.806070,22.431456,1.813656,22.790613,37.592600
2595,54207,610,181.868480,18.474638,0.080276,3.942712,5.841456
2657,54502,143,184.370890,24.486046,0.007704,30.473175,37.592600
2657,54502,304,182.795130,24.546088,0.266019,2.639535,4.981457
2609,54476,542,182.578610,20.089006,0.399405,17.664121,37.592600
2610,54476,354,182.670700,20.034708,0.222106,17.664121,37.592600
2656,54484,72,183.000730,24.526332,0.582623,2.729985,4.981457
2644,54210,297,181.670170,21.293227,1.801066,1.755971,1.985011
2231,53816,209,184.388080,26.397967,0.102161,6.231969,8.911674
2233,53845,45,186.656650,26.436314,0.421321,12.906112,19.762900
2643,54208,13,181.322720,21.272794,1.320224,8.867535,16.829587
5849,56033,828,184.673940,18.194219,0.751641,13.878241,37.592600
2596,54207,571,183.629900,18.251282,0.844872,14.247103,37.592600
2597,54231,333,184.509460,18.328295,0.434975,13.878241,37.592600
2644,54210,446,182.414680,23.289431,0.726374,26.120002,37.592600
2645,54477,451,184.315510,23.536771,1.035734,28.927282,37.592600
2596,54207,309,181.748750,17.109870,1.505452,6.755130,7.640404
2657,54502,168,183.882280,24.728540,0.777639,29.633280,37.592600
2657,54502,557,184.589260,25.216793,0.761180,32.545860,37.592600
2596,54207,601,184.071270,18.413060,0.066211,14.165249,37.592600
2233,53845,85,186.454850,26.739898,0.018601,12.164112,19.762900
2233,53845,86,186.437010,26.766895,0.016909,12.165576,19.762900
2657,54502,419,183.652690,26.113314,1.102075,5.359824,8.911674
2658,54502,522,186.579690,26.129308,0.963870,0.000000,2.633469
2658,54502,524,186.442430,26.082477,1.113671,12.463104,19.762900
2657,54502,446,184.187430,26.123664,0.444013,6.119011,8.911674
2658,54502,457,186.293450,25.879803,1.523965,12.495250,19.762900
2658,54502,460,186.270750,25.957554,1.404323,12.198997,19.762900
2596,54207,147,183.552800,17.136462,0.024485,11.420965,37.592600
2596,54207,164,183.277080,17.098911,0.041044,0.327948,5.841456
2596,54207,181,183.068610,17.246628,0.019463,0.805280,5.841456
2596,54207,198,183.084880,17.198169,0.064382,0.879350,5.841456
2596,54207,600,184.009980,17.531113,0.074702,0.255622,13.487882
2597,54231,166,185.318930,17.191249,0.287770,2.605209,13.487882
2597,54231,192,185.175650,17.106980,0.012915,2.564801,13.487882
2597,54231,232,184.619130,17.266292,0.262806,1.728375,13.487882
2597,54231,345,183.995270,17.629655,0.023206,12.819744,37.592600
2658,54502,363,185.485100,25.956783,0.914122,7.883404,8.911674
2657,54502,505,184.185010,25.691875,0.566518,6.614233,8.911674
2644,54210,204,182.179630,21.741515,0.698155,1.755971,1.985011
2644,54210,217,182.231220,21.777474,0.607973,1.755971,1.985011
2609,54476,606,183.423470,20.880504,0.022014,19.960259,37.592600
2597,54231,323,184.483300,18.399145,0.402689,13.878241,37.592600
2657,54502,22,185.232840,24.668588,0.197085,31.620143,37.592600
2658,54502,280,185.326070,24.712682,0.225360,31.545201,37.592600
2658,54502,314,184.535330,24.688319,0.198670,30.465327,37.592600
2608,54474,30,182.011590,19.790171,0.152254,13.149303,16.829587
2609,54476,191,181.960770,19.767506,0.063839,13.118383,16.829587
2644,54210,447,182.509140,23.854492,0.104889,0.944054,4.981457
2644,54210,450,182.561080,23.887979,0.037912,1.001003,4.981457
2644,54210,529,182.589410,23.811674,0.017390,1.010444,4.981457
2658,54502,116,186.832180,24.959426,2.299355,14.473655,19.762900
2658,54502,119,186.966460,24.942179,2.218890,14.473655,19.762900
2658,54502,185,185.682400,24.820478,0.741357,31.545201,37.592600
2658,54502,239,185.423510,24.824307,0.336345,31.547344,37.592600
2658,54502,241,185.522390,23.885244,1.590561,31.222594,37.592600
2643,54208,118,181.289710,22.008016,1.480748,1.055374,1.985011
2644,54210,221,182.127840,21.927332,0.491567,1.755971,1.985011
2644,54210,225,182.237770,21.888759,0.427804,1.755971,1.985011
2643,54208,26,181.993320,21.918669,0.681172,1.755971,1.985011
2595,54207,28,182.387110,17.014277,1.193214,1.006145,5.841456
2610,54476,208,183.863890,19.163160,0.181663,0.221649,3.729481
2610,54476,227,183.854740,19.292463,0.018044,0.334524,3.729481
2610,54476,243,183.677700,19.166024,0.042907,15.651686,37.592600
2610,54476,291,183.634260,18.998313,0.277995,15.663240,37.592600
2611,54477,253,185.217340,19.003874,1.771610,2.153795,3.729481
2659,54498,383,187.062310,25.432629,1.419718,14.473655,19.762900
2609,54476,261,181.211450,19.247718,1.127712,11.679610,16.829587
2609,54476,291,181.311420,18.983534,1.225867,4.403193,5.841456
2609,54476,296,181.625060,19.170217,0.953178,4.679766,5.841456
2610,54476,45,184.719530,19.015245,1.160368,1.045645,3.729481
2610,54476,104,184.790940,19.274264,0.938860,1.441547,3.729481
2644,54210,478,182.253060,22.688113,0.018225,0.519816,1.985011
2644,54210,481,182.453530,22.742391,0.063313,0.463233,1.985011
2644,54210,494,182.284860,22.696856,0.000097,0.525508,1.985011
2644,54210,543,183.145700,22.784728,0.000293,24.363419,37.592600
2655,54184,8,181.283290,23.927011,2.054731,0.944054,4.981457
2656,54484,135,181.700820,24.025652,1.420285,0.944054,4.981457
2658,54502,138,185.796150,23.977357,1.688433,31.545201,37.592600
2658,54502,288,185.347400,23.984943,1.308161,31.181045,37.592600
5974,56314,316,183.149230,22.784257,0.002700,24.363966,37.592600
2229,53823,9,183.977040,26.663238,0.117917,4.928909,8.911674
2231,53816,244,184.076970,26.765394,0.108438,4.953258,8.911674
2231,53816,260,183.980350,26.662114,0.114973,4.933883,8.911674
2643,54208,550,181.219710,22.614618,1.456397,1.055374,1.985011
2658,54502,292,184.896940,24.193302,0.802825,30.887374,37.592600
2658,54502,297,184.743430,24.186310,0.730520,30.437914,37.592600
2644,54210,511,182.571370,22.489360,0.515218,0.338582,1.985011
2233,53845,220,185.927500,26.848974,0.491036,11.497273,19.762900
5969,56069,172,180.863460,22.210361,1.746620,7.593753,16.829587
5973,56067,870,182.367830,22.105381,0.003203,1.756350,1.985011
2658,54502,212,185.664090,24.330089,1.072681,31.545201,37.592600
2644,54210,405,182.192540,23.362004,0.992253,0.759392,4.981457
2644,54210,570,183.173450,23.478300,0.325042,27.983251,37.592600
2643,54208,528,180.838600,23.285020,2.495883,0.815475,1.985011
2645,54477,526,184.705680,23.289324,1.772012,28.927282,37.592600
2644,54210,415,182.148030,23.225035,0.882844,25.520337,37.592600
2644,54210,282,181.774210,21.462320,1.467458,1.755971,1.985011
2644,54210,509,182.588850,22.957306,0.092171,25.708854,37.592600
2643,54208,532,180.984360,22.980095,2.042147,1.055374,1.985011
2644,54210,541,182.901780,22.994520,0.110571,25.332979,37.592600
2644,54210,584,183.505820,23.010308,0.697158,24.421127,37.592600
2645,54477,55,184.868030,21.573812,1.883835,22.484170,37.592600
2645,54477,346,182.885100,23.017135,0.139327,25.296535,37.592600
2609,54476,224,181.436070,19.599068,0.601564,12.270627,16.829587
2609,54476,231,181.679330,19.583839,0.492958,13.018698,16.829587
2656,54484,121,181.744680,23.705077,1.342839,0.944054,4.981457
2231,53816,218,184.342100,26.624248,0.295530,5.380430,8.911674
2656,54484,638,183.250830,25.281658,1.476600,2.386102,4.981457
2658,54502,261,185.232360,24.670786,0.193467,31.618986,37.592600
2645,54477,207,183.970360,21.235363,1.054501,21.929267,37.592600
2657,54502,115,184.488190,25.076515,0.836692,30.678888,37.592600
2656,54484,623,183.476250,25.169228,1.627045,2.386102,4.981457
2609,54476,556,182.530340,20.451832,0.941202,17.664121,37.592600
2609,54476,632,183.521510,20.445564,0.114011,19.213245,37.592600
2609,54476,533,182.468760,20.929138,1.149910,20.515149,37.592600
2233,53845,204,186.017550,26.418845,0.813239,11.961014,19.762900
2233,53845,241,185.463800,26.363588,1.417615,7.314632,8.911674
2645,54477,43,184.746060,21.305925,1.556162,2.973477,3.729481
2229,53823,455,182.819640,28.519513,0.026235,2.598478,19.762900
2230,53799,501,184.090430,30.464553,0.647182,1.549902,8.205316
2230,53799,98,183.858490,29.113393,0.453315,5.307216,19.762900
2232,53827,99,185.517800,29.068552,1.066375,8.301920,19.762900
2233,53845,173,186.124680,27.230251,0.066850,11.134428,19.762900
2232,53827,359,184.074100,30.416517,0.733694,1.549902,8.205316
2232,53827,98,185.598250,29.443943,1.574304,6.893482,19.762900
2228,53818,111,183.083840,29.406798,0.733531,3.537712,19.762900
2228,53818,144,182.505730,29.364948,1.126492,3.537712,19.762900
2231,53816,200,184.721210,27.491708,0.523650,3.564709,8.911674
2228,53818,84,182.570650,28.757672,0.522128,2.182340,19.762900
2233,53845,153,186.263090,27.374483,0.363133,11.016220,19.762900
2233,53845,165,185.926420,27.388433,0.127176,11.129651,19.762900
2229,53823,157,183.280460,27.467892,0.888134,2.082276,8.911674
2229,53823,186,182.932990,27.367761,1.451384,1.988481,8.911674
2230,53799,37,185.297600,29.535801,1.469218,6.893482,19.762900
2230,53799,40,185.258920,29.460543,1.326131,6.893482,19.762900
2230,53799,191,183.383370,29.482037,0.958752,3.537712,19.762900
2230,53799,230,183.014890,29.417262,0.763927,3.537712,19.762900
2232,53827,81,185.662170,29.438528,1.632218,6.893482,19.762900
2232,53827,298,184.685150,29.379686,1.077245,6.834102,19.762900
2229,53823,494,183.197770,27.713568,0.864043,1.927899,8.911674
2229,53823,489,183.058510,28.155625,0.729704,2.474419,19.762900
2229,53823,68,183.904510,27.011983,0.310426,4.800803,8.911674
2229,53823,69,183.846510,26.884989,0.206810,4.700826,8.911674
2229,53823,71,183.935060,27.415025,0.099202,2.679961,8.911674
2229,53823,202,182.610290,26.367421,1.996080,4.406673,4.981457
2229,53823,217,182.622880,26.253310,1.825739,4.406673,4.981457
2229,53823,245,182.541550,26.424386,2.047630,4.406673,4.981457
2231,53816,75,185.950700,27.394270,0.088317,11.125826,19.762900
2231,53816,271,183.989850,27.444991,0.001793,2.646602,8.911674
2233,53845,277,185.203030,27.344506,1.060066,3.564709,8.911674
2233,53845,307,184.772480,27.298429,0.392783,3.564709,8.911674
2229,53823,160,183.201860,27.500987,0.978283,1.974928,8.911674
2229,53823,176,183.076030,27.530347,1.133724,1.927899,8.911674
2229,53823,499,182.986700,27.643213,1.205379,1.927899,8.911674
2229,53823,574,183.435100,28.648594,0.116668,4.468176,19.762900
2230,53799,104,184.550550,29.251687,0.861419,6.346472,19.762900
2230,53799,246,183.112030,29.149209,0.285491,3.537712,19.762900
2230,53799,518,183.918640,29.971798,1.538370,1.549902,8.205316
2230,53799,587,184.826360,30.341970,0.174896,0.247010,8.205316
2230,53799,624,184.946960,30.353987,0.004241,0.029159,8.205316
2232,53827,475,184.948520,30.339090,0.000719,0.000000,8.205316
2230,53799,235,183.145930,29.827580,1.464236,3.537712,19.762900
2232,53827,391,184.429620,30.377644,0.646285,1.362267,8.205316
2229,53823,255,182.576070,26.430736,2.076959,4.406673,4.981457
2656,54484,602,183.173490,25.996341,1.822757,4.920343,8.911674
2228,53818,559,183.030730,30.295176,1.956071,2.131626,8.205316
2232,53827,147,185.591070,29.581383,1.631854,0.000000,8.205316
6476,56358,475,183.104180,28.820463,0.051269,3.259981,19.762900
5971,56064,922,183.996860,27.442198,0.002464,2.647502,8.911674
5976,56356,556,184.774810,27.297477,0.395902,3.564709,8.911674
2229,53823,593,184.164280,28.047742,0.499897,1.251547,8.911674
2231,53816,229,184.276960,27.192551,0.168257,3.201649,8.911674
6476,56358,318,183.902800,28.991152,0.230808,5.307216,19.762900
2229,53823,100,183.313870,26.834318,1.004193,4.700826,8.911674
2232,53827,151,185.389500,30.016099,0.866881,0.000000,8.205316
2232,53827,198,184.781560,30.013464,0.618661,0.000000,8.205316
6472,56362,228,182.755500,30.164921,2.116732,3.537712,19.762900
2230,53799,591,184.911760,30.284344,0.110234,0.000000,8.205316
2230,53799,631,184.972700,30.268670,0.127327,0.000000,8.205316
2230,53799,633,185.166400,30.218222,0.387649,0.000000,8.205316
2230,53799,635,185.088800,30.219629,0.294869,0.000000,8.205316
2232,53827,479,184.977220,30.215987,0.217880,0.000000,8.205316
2232,53827,127,185.313180,29.325605,1.153681,6.893482,19.762900
2228,53818,97,182.811710,29.157822,0.540689,3.537712,19.762900
2230,53799,259,183.128030,29.168566,0.320475,3.537712,19.762900
2230,53799,315,182.255850,29.250104,1.417207,1.837863,19.762900
6476,56358,690,183.848960,29.179479,0.567030,5.307216,19.762900
2015,53819,86,187.241630,32.673665,0.009468,21.348186,34.572312
1994,53845,628,194.888730,32.291236,0.730624,2.176424,34.572312
2029,53819,488,196.377380,32.067149,2.860896,2.176424,34.572312
2013,53818,623,187.128800,32.547756,0.005018,21.345628,34.572312
2029,53819,375,195.757130,32.210721,1.917750,2.176424,34.572312
1994,53845,471,193.265290,32.326786,0.044944,6.269002,7.276311
1994,53845,481,193.893780,32.205970,0.165404,3.569597,34.572312
1975,53734,383,190.141150,32.580791,1.168764,14.757107,34.572312
2029,53819,384,195.685980,32.085039,1.908043,2.176424,34.572312
1994,53845,400,193.241810,32.412314,0.063222,6.251233,7.276311
1975,53734,629,192.494880,32.388679,0.302160,5.176378,7.276311
1994,53845,583,194.609730,32.722067,0.131179,1.998629,34.572312
1994,53845,587,194.561090,32.672959,0.059052,2.012024,34.572312
1971,53472,426,187.413170,32.912654,0.091788,21.061457,34.572312
1971,53472,482,188.162430,32.881663,0.115474,17.596686,34.572312
1971,53472,484,188.229070,32.911265,0.013008,17.631941,34.572312
1971,53472,532,188.357950,32.974971,0.186257,17.935476,34.572312
1987,53765,251,191.759020,32.871234,1.160998,4.779410,7.276311
1994,53845,118,194.114870,30.433305,0.459802,3.021207,10.596468
1994,53845,226,193.699270,30.544828,0.145134,2.121307,10.596468
1994,53845,386,193.433390,32.704344,0.612548,4.061395,34.572312
