#x,y,z,SM,Metal,u_minus_r,g_minus_r
89.787689,70.884605,86.756813,2141639424.000000,0.016944,1.355598,0.410248
31.441200,53.128204,50.532417,1569698560.000000,0.012756,1.218597,0.334389
78.784500,13.979274,43.618671,1033512256.000000,0.012630,1.582188,0.490162
77.439255,20.249969,39.446194,1379282176.000000,0.012852,1.271851,0.374651
48.570160,68.550957,89.967766,1851755648.000000,0.016513,1.874441,0.588552
3.077837,17.870783,52.010979,1763661056.000000,0.016201,1.381710,0.454655
75.147141,41.935986,40.867493,1247406720.000000,0.013963,1.073484,0.287374
61.096233,7.353973,15.255224,1234924544.000000,0.014861,1.921842,0.634047
25.754829,69.121567,92.265213,1087606272.000000,0.012914,1.843276,0.571098
22.421114,51.266071,79.712959,1244869248.000000,0.014279,1.797668,0.561666
83.591362,34.357193,52.859215,1523446784.000000,0.015618,1.888506,0.611475
32.578468,26.739670,83.427216,1165660544.000000,0.014789,1.886353,0.586960
59.260159,21.879557,0.521508,2129857408.000000,0.014764,1.148804,0.338266
55.045200,87.020012,50.749577,1209938048.000000,0.014247,1.451372,0.479336
45.412617,25.906445,8.488282,1409963904.000000,0.015936,1.899957,0.574598
76.040779,25.975687,60.759716,12090257408.000000,0.019451,2.049854,0.658686
27.999239,89.679779,91.842758,1887460352.000000,0.017228,1.503922,0.470745
30.669048,33.348454,82.599098,1523702144.000000,0.015497,1.857675,0.620192
92.530327,66.137520,40.130680,1413223936.000000,0.015437,1.526123,0.462719
73.173363,38.895741,1.887956,1887025152.000000,0.014915,1.265953,0.413538
89.544083,15.161787,51.359993,1259815680.000000,0.011173,1.636377,0.539894
99.013733,3.293446,3.316015,3486577664.000000,0.013317,1.297232,0.377651
78.496735,38.833866,37.868717,1794588416.000000,0.011595,1.372271,0.397627
92.278374,87.321625,58.119324,1601555584.000000,0.012008,1.263094,0.365000
54.631592,61.322449,13.648308,1566038400.000000,0.013793,1.690668,0.516474
94.600845,30.863825,62.022160,1260348160.000000,0.013528,2.227374,0.715916
16.107489,41.018932,29.812088,1079677440.000000,0.010344,1.425179,0.424679
18.281164,78.133461,87.586136,1335002752.000000,0.013521,1.083784,0.309971
66.585060,35.706108,49.129551,2230515968.000000,0.014011,1.071180,0.308638
70.412285,71.946609,45.751137,4976559616.000000,0.016588,1.454802,0.468525
74.584267,30.776209,94.730583,1124502016.000000,0.013840,1.573359,0.498268
10.320069,56.525879,62.789787,5184731648.000000,0.016075,1.160849,0.336271
34.595234,52.484589,49.581905,3167355392.000000,0.014891,1.465017,0.460823
0.723966,72.528084,48.632122,3465596928.000000,0.017120,1.710999,0.555506
93.873001,10.589748,40.112556,9461719040.000000,0.019939,1.466057,0.479254
47.531139,5.697545,57.447880,2880730880.000000,0.013717,1.253328,0.368805
15.360402,11.744977,1.258262,1146975488.000000,0.014258,2.096231,0.666840
36.512066,83.107071,7.087098,1740563840.000000,0.012709,2.070251,0.638666
75.523285,33.027946,63.766655,1823853568.000000,0.014202,1.395901,0.438398
45.121780,11.362083,49.259563,1013699072.000000,0.012492,1.301809,0.410429
36.641090,31.753950,64.243980,1125263360.000000,0.012379,1.308861,0.439724
44.247955,9.565570,56.541576,3096289280.000000,0.016630,1.527967,0.490425
76.631714,25.481668,18.296223,1439258112.000000,0.017605,1.737550,0.567812
59.295189,2.058846,13.991491,1698897664.000000,0.014696,1.366337,0.403929
89.590073,57.753830,21.379602,2533110784.000000,0.011316,0.905085,0.227585
30.445539,4.128344,8.267662,1755748736.000000,0.014146,1.636976,0.485552
84.173912,72.083199,44.778126,3340311552.000000,0.016783,1.264088,0.386848
51.793922,52.733109,13.645561,1388508288.000000,0.012507,1.158922,0.343227
86.040642,66.835297,6.792274,1051549312.000000,0.014092,1.514257,0.496550
25.685879,55.109459,3.277533,1011962944.000000,0.012332,1.188473,0.342735
68.516296,30.542131,15.168177,1265600128.000000,0.016769,1.323154,0.400723
43.074509,81.281143,5.743649,1915442560.000000,0.018257,1.706879,0.584900
43.790943,80.596352,14.497229,2403360768.000000,0.013012,1.150053,0.331696
77.124748,11.385250,77.863174,2823355392.000000,0.016395,1.265791,0.364393
22.207146,69.738510,78.533447,1149361280.000000,0.014075,1.406368,0.449785
30.050209,54.650490,18.530401,1081057280.000000,0.012330,1.449821,0.484453
22.981054,42.081123,71.908852,1200758400.000000,0.015061,1.744034,0.579346
75.662750,26.397915,60.210068,5075789312.000000,0.019584,1.790602,0.595556
92.616508,60.375195,61.446606,1786620288.000000,0.014612,1.251808,0.380785
38.457573,84.212067,22.105452,1033525440.000000,0.011801,1.419771,0.419470
69.019020,31.829420,22.696009,5295654912.000000,0.014154,1.272726,0.369204
25.792042,69.275772,91.717712,1248526848.000000,0.013769,1.253035,0.369936
78.135345,94.551399,66.567696,1010876416.000000,0.012359,1.050667,0.331282
26.054522,3.269653,57.906631,1327783936.000000,0.012487,1.405952,0.449993
56.611671,32.400806,71.339699,1201687552.000000,0.013557,1.470730,0.471064
72.083160,41.869099,2.659738,1120990208.000000,0.013454,1.435482,0.457212
52.816536,58.276894,53.856804,1138128384.000000,0.012201,1.605114,0.503149
72.829163,22.185034,98.461296,1350695040.000000,0.014204,1.265804,0.379000
32.006729,76.626167,85.344536,1215776640.000000,0.014139,1.230564,0.360807
30.739130,28.026043,42.732983,1340995328.000000,0.014953,1.689863,0.550274
25.862488,67.148422,97.224373,1066724032.000000,0.013743,1.529888,0.518904
31.073278,52.984879,50.628819,1938509440.000000,0.015791,1.520874,0.489838
22.290480,87.045105,52.261257,2350596608.000000,0.015011,1.199377,0.334032
68.015503,56.549557,86.167450,1190979584.000000,0.014063,1.504753,0.499176
46.646244,42.298439,83.298897,1177312000.000000,0.012825,1.599379,0.496801
61.633152,75.719322,89.529381,1297398656.000000,0.014499,1.645428,0.561842
92.972511,73.680153,27.485010,1597636224.000000,0.013719,1.196873,0.353516
27.747784,35.598602,79.652840,2504923904.000000,0.011820,1.117750,0.281805
0.550099,32.726669,60.866833,2450241024.000000,0.013593,1.208506,0.353174
88.615112,67.667053,64.661476,1579154304.000000,0.016049,1.392347,0.412575
50.310982,48.463093,72.109482,1006779136.000000,0.014139,1.440033,0.423561
47.530006,23.267628,76.767784,3590925056.000000,0.015367,1.654427,0.534615
69.649246,75.870735,66.315491,1907377280.000000,0.016138,1.285522,0.437395
82.208595,5.741217,66.310219,2179032320.000000,0.013527,1.293297,0.401157
0.514147,49.415539,64.226158,2485102336.000000,0.015016,1.439184,0.448334
48.317223,87.631783,29.769260,3815439872.000000,0.015508,1.225273,0.366226
61.107403,28.204590,54.066761,1383357184.000000,0.013184,1.596815,0.551989
52.679123,54.902081,41.530449,2618311424.000000,0.013319,1.293131,0.371313
62.872139,27.544468,10.460782,1014565248.000000,0.013509,1.155775,0.387249
45.244987,98.730667,71.252106,1291541504.000000,0.011905,1.009489,0.261320
81.894188,37.824612,24.405050,1360643456.000000,0.010413,1.288881,0.386288
94.381058,58.325142,39.292747,2727151872.000000,0.016028,1.275940,0.399923
81.643478,57.771667,5.941185,2102172800.000000,0.017879,1.433134,0.475122
46.949226,67.868675,54.914391,1392216832.000000,0.014474,1.507875,0.467960
72.019180,23.659983,45.840073,1214675840.000000,0.014667,1.638765,0.498203
48.042370,42.501209,78.883339,11310654464.000000,0.020182,1.543926,0.528231
81.516754,10.793466,41.893688,2397395456.000000,0.015530,1.389462,0.434065
42.415775,20.957123,43.417675,1267121152.000000,0.014944,1.331476,0.425102
82.615852,83.865318,23.626886,1568704512.000000,0.015730,1.305979,0.467846
76.194717,28.560951,59.219444,1674689792.000000,0.013525,1.708136,0.584311
49.053318,85.492523,71.378105,1233010560.000000,0.013900,1.634415,0.523794
22.150013,53.170784,43.513836,1218076544.000000,0.016426,1.277134,0.377789
16.489920,76.300301,88.482246,1801629184.000000,0.013357,1.239021,0.351065
13.780301,47.175964,52.825077,1541788672.000000,0.014815,1.438694,0.436018
87.719604,70.517006,87.034004,1372463744.000000,0.011877,1.018309,0.255159
51.227478,40.318802,8.262657,1552162176.000000,0.014018,1.790483,0.554832
47.915253,95.446022,70.421921,1940687488.000000,0.014522,1.279770,0.404463
65.512947,43.907101,9.221558,1055675584.000000,0.014049,1.082951,0.328398
92.266663,84.897087,23.585865,1974444672.000000,0.015805,1.701803,0.553223
43.666027,83.376091,67.404938,2011358592.000000,0.012978,1.279457,0.373917
53.745865,78.001328,76.309570,1145320064.000000,0.015973,1.462812,0.452902
41.385532,13.652589,43.509106,1479134080.000000,0.014311,1.462969,0.457270
97.191132,86.904060,35.375332,1506287616.000000,0.015744,1.475481,0.481236
98.013191,97.319496,20.510469,1375787008.000000,0.015023,1.362259,0.427971
28.746283,73.173805,12.079564,1026311360.000000,0.014825,1.473799,0.465769
19.747625,14.080584,19.285917,3184444672.000000,0.016977,2.049622,0.625984
49.822060,53.149597,48.498253,1138200704.000000,0.014069,1.124067,0.331654
14.530219,6.659075,50.829407,1553580800.000000,0.015881,1.646450,0.537510
95.399277,6.491407,58.249676,1174470528.000000,0.014508,1.112663,0.331923
25.197472,72.028938,80.434471,2950650624.000000,0.016644,1.560741,0.505770
39.600746,80.191086,93.242928,1691867008.000000,0.012149,1.395164,0.434185
68.779991,27.335695,42.340809,1990157056.000000,0.014163,1.202057,0.383369
91.829483,30.404516,35.593845,1262664704.000000,0.014051,1.221403,0.382477
48.636402,88.953514,30.453878,3262036480.000000,0.017116,1.950409,0.635454
25.129534,11.409169,80.427292,1089853312.000000,0.013305,1.722700,0.573668
51.005661,55.840832,81.254326,1134279168.000000,0.012318,1.520176,0.512041
9.534716,43.948101,92.076012,1027596992.000000,0.016635,1.690984,0.568249
48.861641,55.330528,82.345863,1447538688.000000,0.013238,1.463346,0.447018
10.720700,64.380165,58.682499,2124452992.000000,0.018475,1.525251,0.504383
40.210289,20.724754,43.591061,1288518784.000000,0.012945,1.183168,0.355598
54.174122,59.843128,84.063667,1001399616.000000,0.012255,1.660532,0.509663
74.514816,97.059090,29.988264,1463210752.000000,0.016596,1.848326,0.591337
17.696955,90.960678,72.863869,1186005888.000000,0.012672,1.544420,0.483292
49.365364,1.067018,12.887608,1199257856.000000,0.016703,1.396133,0.447506
51.939362,56.977341,2.167839,2969568256.000000,0.016487,1.699276,0.569754
28.211727,70.019707,79.910118,1882219648.000000,0.013658,1.225336,0.359938
24.045868,12.670236,2.038060,2646686976.000000,0.014122,1.488661,0.481476
19.953959,47.252850,32.349823,1445177216.000000,0.013050,1.460953,0.460865
31.770559,4.034480,8.795565,1294261504.000000,0.016772,1.547289,0.523182
50.983139,0.020410,58.211926,50930851840.000000,0.034488,2.627920,0.845932
39.763340,82.049011,56.401840,1271543168.000000,0.014304,1.209499,0.385809
48.840981,85.888481,70.363319,1618487424.000000,0.015189,1.913725,0.594236
1.774803,89.173264,59.362411,1680731776.000000,0.015887,1.466064,0.470646
12.979503,46.724575,13.764599,1027831168.000000,0.012621,1.517856,0.502520
79.142960,84.779358,91.759521,1683767168.000000,0.013920,1.338850,0.431654
46.343624,33.148640,18.873375,1884651520.000000,0.014872,1.334969,0.400307
48.943596,49.448570,69.080566,1156189056.000000,0.014872,1.675234,0.481297
35.662960,86.511078,19.088419,2686854400.000000,0.017094,1.293163,0.374405
74.133171,99.606537,78.384399,1780976896.000000,0.015369,1.504864,0.472910
51.620056,44.195126,89.651062,2982993152.000000,0.017804,1.691286,0.526762
3.047182,28.997772,54.333652,1365155072.000000,0.013447,1.409981,0.457788
69.365570,50.780663,5.271969,1753520384.000000,0.013577,1.032990,0.292271
28.361961,91.575607,48.719891,2038859520.000000,0.013239,1.309946,0.408588
71.011154,79.232956,72.157219,1285155968.000000,0.013288,0.785135,0.165333
83.183136,55.888157,80.770935,1514003072.000000,0.014126,1.740248,0.544575
71.617508,10.394275,71.789909,6019729408.000000,0.016183,1.174051,0.329166
72.007065,38.055023,70.484055,2241503232.000000,0.018891,1.800436,0.583136
87.447525,55.776386,28.262447,3615066368.000000,0.014393,1.451950,0.446266
99.245827,4.033761,2.029498,3498472448.000000,0.012751,1.305672,0.396950
2.716428,45.518646,55.422146,1223191424.000000,0.014155,1.599095,0.562523
78.643829,68.299980,54.262402,1604926848.000000,0.013848,1.253504,0.367050
93.354332,56.469902,37.696777,1289615488.000000,0.015325,1.422342,0.442627
84.116791,33.690907,62.775230,1199434880.000000,0.011318,1.043352,0.288012
94.594238,40.716034,21.141092,1593155328.000000,0.016709,1.827162,0.592117
59.943970,41.221981,22.818218,2194240256.000000,0.016644,1.552422,0.489321
53.367016,55.187550,0.510319,1456547584.000000,0.014147,1.274277,0.396654
43.977753,83.048584,2.988339,1564453504.000000,0.015029,1.390493,0.414848
22.253141,75.064232,24.919968,1200080640.000000,0.013120,1.576496,0.441782
19.046560,13.439013,20.236830,3011700992.000000,0.013408,1.228951,0.380575
62.528149,72.242523,45.821594,1456531712.000000,0.012905,1.282616,0.326218
34.741535,5.994101,58.316154,2156739584.000000,0.015776,1.330805,0.418217
83.259796,78.206367,47.718239,1056324096.000000,0.013091,1.365292,0.447834
49.284252,98.297768,33.666542,1104089600.000000,0.012394,1.297705,0.374615
13.594857,22.956900,41.889980,2100810496.000000,0.014003,1.471058,0.484161
29.673958,97.553276,80.943436,1136868736.000000,0.013601,1.544941,0.486124
11.574531,88.722893,40.072628,1193986176.000000,0.011687,1.026676,0.273424
38.930794,38.592758,54.852371,1445989248.000000,0.013732,1.088230,0.338593
35.080601,30.682423,83.453140,1110148096.000000,0.014055,1.977894,0.619246
97.474159,79.333252,97.037514,1043457216.000000,0.012282,0.846518,0.187300
56.176018,88.284691,20.613573,9418272768.000000,0.020087,1.492527,0.478731
93.835564,10.410818,40.264008,7970705408.000000,0.016232,1.163437,0.333681
54.302010,66.694962,77.296333,1932427392.000000,0.014757,1.666088,0.561823
5.956367,6.239171,66.424942,3070789376.000000,0.014300,1.156359,0.336754
1.814009,49.009342,52.507736,1734929408.000000,0.012313,1.134045,0.304729
53.309502,84.399979,82.370827,3403440128.000000,0.016641,1.403580,0.428701
77.539955,96.161743,92.878448,1362541312.000000,0.013732,1.453941,0.474125
15.876512,68.433037,27.447083,1596277504.000000,0.016234,1.293335,0.391628
91.261253,82.074799,20.798855,1631940096.000000,0.010138,0.999403,0.239664
86.830139,19.176352,27.203058,1752206720.000000,0.016095,1.436453,0.492197
95.505783,66.358711,71.820190,1776073984.000000,0.014327,1.600199,0.536743
20.292601,50.426426,97.722282,2289944064.000000,0.016280,1.147150,0.341291
46.108070,84.068741,68.266296,1799976832.000000,0.014610,1.793621,0.594509
30.671099,20.765800,60.015007,3085702144.000000,0.013561,1.156994,0.334673
79.767769,72.797592,65.570236,1912498560.000000,0.011904,1.255068,0.365799
88.158302,62.724052,40.666637,1836676736.000000,0.014745,1.270052,0.393684
7.162696,24.767948,16.887653,1163718272.000000,0.013779,1.569806,0.539560
14.632152,41.960781,86.486275,1458310144.000000,0.014860,1.303186,0.362221
44.469467,13.601329,6.405845,2462124800.000000,0.013201,1.326464,0.404701
55.279427,92.192932,71.104134,1081498624.000000,0.013167,2.058934,0.657484
58.763393,86.626595,51.343731,2739364864.000000,0.014425,1.145765,0.340836
74.878754,41.654442,41.451183,1864337536.000000,0.014689,1.666189,0.545893
87.691483,41.374401,52.325161,1226646272.000000,0.012605,1.521189,0.504593
14.033268,55.507851,1.674260,1847606656.000000,0.015207,1.581646,0.500666
60.726913,22.774670,0.286769,1292309888.000000,0.014567,1.855911,0.582901
46.966595,31.081350,26.274996,1491750784.000000,0.015170,1.452322,0.455173
38.913452,40.612423,28.812168,1196309888.000000,0.011048,1.465641,0.503906
12.725763,74.666931,4.307178,1349880576.000000,0.015011,1.349499,0.412378
85.333389,23.696585,97.981972,1720093824.000000,0.016327,1.823250,0.614929
52.684258,82.340652,18.334566,1890235136.000000,0.014815,1.610186,0.517458
46.169167,91.876709,73.751656,1443369984.000000,0.011411,1.080338,0.268723
17.634970,74.490936,22.772326,2557982208.000000,0.015199,1.170124,0.330027
39.988400,80.820724,57.729248,1184875264.000000,0.015439,1.545441,0.495584
36.027420,74.709015,55.519199,1025093440.000000,0.011071,1.089317,0.302948
43.118279,17.453310,5.430948,3651696128.000000,0.015511,1.321554,0.384626
87.624207,18.633442,27.026840,1453578624.000000,0.016301,1.485630,0.483276
92.762352,72.841995,24.152679,1318019968.000000,0.016115,1.241709,0.431828
43.852341,16.286556,34.716850,1678050432.000000,0.014651,1.540424,0.512911
57.898422,90.448822,74.736397,1100917248.000000,0.014393,1.082390,0.284410
0.369122,61.520725,53.893921,1448314496.000000,0.012942,1.401913,0.426357
1.188283,1.134864,42.600403,1954423168.000000,0.013917,1.387793,0.446402
53.961914,96.646545,52.694706,1481511680.000000,0.013983,1.436251,0.464884
31.465347,95.891273,54.235931,1539119744.000000,0.010952,1.569656,0.434780
68.387680,23.132853,23.496822,1011587520.000000,0.014140,1.705915,0.564720
32.380955,96.194839,52.026039,2232774400.000000,0.012419,1.097660,0.300665
29.857037,89.908981,70.961731,1215315968.000000,0.015166,1.023594,0.284058
24.377598,94.944748,93.877075,2084988672.000000,0.014563,1.285133,0.396151
38.517040,34.664684,14.170717,2165310208.000000,0.015093,1.204802,0.368778
17.849874,73.466103,19.364681,3626031360.000000,0.016747,1.194481,0.354536
43.767689,34.832027,8.544135,4461015552.000000,0.015374,1.095892,0.296623
84.209740,20.512470,66.619133,3965447424.000000,0.015487,1.110338,0.318708
28.704739,23.181770,78.007683,1205935360.000000,0.011952,1.849259,0.560846
25.888622,22.155989,75.017403,1906229376.000000,0.013703,1.869888,0.571402
98.956543,29.538176,44.755764,1288714240.000000,0.014632,1.622447,0.552958
56.245480,12.504869,28.032841,2169262080.000000,0.015559,1.251722,0.374826
50.356152,21.686152,96.240593,1590890752.000000,0.011553,1.382597,0.415403
59.374100,81.069199,15.988877,1335374208.000000,0.013505,1.783853,0.556768
49.896820,88.901749,27.610136,1737297792.000000,0.015286,1.258904,0.382059
82.217934,84.978630,27.649200,1682448512.000000,0.015951,1.468388,0.468571
72.217628,15.305651,60.654980,1495366144.000000,0.013213,1.149696,0.338390
92.183006,56.959312,86.663681,1618453248.000000,0.014267,1.727262,0.551180
59.469021,97.801208,53.481407,1604674048.000000,0.014885,1.593258,0.515844
19.590065,63.075081,49.003403,1689597568.000000,0.015042,1.316366,0.412159
67.078087,25.867043,4.778039,1021472384.000000,0.010861,1.180319,0.297480
51.368172,18.528490,50.492474,1226556544.000000,0.013967,1.510366,0.483604
25.042316,35.361717,78.371880,2085036928.000000,0.015347,1.461102,0.440697
44.072464,69.174522,38.349384,1158794880.000000,0.012444,0.959190,0.242292
68.119736,44.787056,65.056892,1569231104.000000,0.015619,1.465992,0.499994
96.463295,25.343788,20.225304,1528580096.000000,0.016768,1.807678,0.581793
50.864182,95.453690,99.568504,2656984576.000000,0.015080,1.212942,0.361341
7.573203,98.414040,59.001350,2202042368.000000,0.015697,1.679716,0.548683
9.340056,41.390408,43.574852,1069603328.000000,0.012988,1.566536,0.484840
91.662613,62.644711,43.344357,1793712128.000000,0.015897,1.584309,0.514784
69.744820,40.652050,60.702618,1373660032.000000,0.015340,1.432674,0.446867
83.208939,93.229958,48.335598,1155827072.000000,0.012802,1.249155,0.360497
71.953896,26.624331,98.857803,1684146816.000000,0.015616,1.758631,0.568731
27.448582,76.366806,19.042465,1248695680.000000,0.013667,1.056826,0.286446
21.336550,26.843027,91.160065,1511244800.000000,0.016038,1.020796,0.274343
10.903755,10.624933,50.057552,1793481856.000000,0.013647,1.529404,0.491932
73.227615,35.299309,67.323151,2939117312.000000,0.017041,1.634573,0.551241
11.281309,1.693946,41.651752,1094249472.000000,0.012558,1.209105,0.338480
48.843391,25.986776,9.375706,1306588288.000000,0.013078,1.243242,0.404757
49.321266,68.505966,25.090984,1044870848.000000,0.012543,1.626395,0.523270
49.417530,91.500778,85.379929,1398439168.000000,0.013188,1.404480,0.398235
89.153259,31.685707,9.831230,1114241280.000000,0.014509,1.086390,0.305553
56.838993,63.454269,99.996269,2203153152.000000,0.014189,1.561172,0.439907
2.608532,77.901512,52.326733,6847292416.000000,0.018698,1.481987,0.479464
12.180905,6.284016,25.855120,1412094720.000000,0.015213,1.151100,0.319464
20.902420,8.988942,39.371941,1811561984.000000,0.016902,1.285826,0.403275
25.742012,35.493298,77.995438,1423742080.000000,0.014121,1.930124,0.622999
40.836304,22.626242,43.876942,4702473728.000000,0.015576,1.368776,0.418890
65.559616,63.356544,34.313526,1560675456.000000,0.013270,1.368889,0.368521
69.396736,32.392628,21.776024,5739186176.000000,0.018099,1.102905,0.319151
96.741806,3.514070,32.425152,2251688192.000000,0.017310,1.267185,0.397127
86.673309,39.464760,25.241615,1200936832.000000,0.008440,1.152018,0.275793
15.393403,5.112298,91.191925,1749305472.000000,0.016242,1.633072,0.527212
2.377203,95.748909,52.160397,1337788800.000000,0.013814,1.626336,0.551298
10.969446,85.552200,85.350052,1753623424.000000,0.016069,1.391184,0.436407
71.564888,79.550331,84.846626,2250538240.000000,0.013486,1.418045,0.402821
47.623627,69.217262,25.664627,1286338560.000000,0.015233,1.664577,0.547813
21.674248,26.429590,62.988560,1465202304.000000,0.014877,1.741076,0.578793
1.335486,72.196236,48.355984,5792753152.000000,0.020519,1.939764,0.641371
20.705879,62.843193,19.721750,3366116352.000000,0.016195,1.503124,0.470108
79.725204,68.389137,43.183456,1278746624.000000,0.013707,1.212349,0.349279
64.645683,76.963142,49.355400,2323872000.000000,0.015987,1.801376,0.604832
40.040222,11.330886,43.062847,1256777600.000000,0.011863,1.021240,0.267803
37.686871,21.050858,75.628258,1447688448.000000,0.014113,1.642323,0.540348
89.252480,11.994472,55.566853,1627545984.000000,0.012362,1.169643,0.366974
61.575798,0.886898,98.293144,2488832768.000000,0.018418,1.647205,0.554283
16.315577,32.381500,41.050026,2111906944.000000,0.016938,1.750242,0.578024
54.802204,29.406742,30.379303,2298766080.000000,0.017409,1.718004,0.577433
41.225998,87.202866,8.690051,1067214016.000000,0.014240,1.278854,0.389574
40.193386,99.912544,29.402021,3243586304.000000,0.016144,1.356348,0.411446
73.634529,98.367538,69.730118,1431532928.000000,0.014169,1.799037,0.561769
0.233322,65.866005,56.154274,1969256832.000000,0.015016,1.681927,0.560799
47.921783,92.731323,70.343124,1245410688.000000,0.014213,1.509869,0.459002
82.013435,23.272663,89.580940,1063919168.000000,0.012459,1.514696,0.453129
67.576721,51.235340,88.863029,2296167680.000000,0.016291,1.451616,0.467598
11.523664,33.670498,83.908272,1145082112.000000,0.014369,1.151447,0.313950
51.103962,67.563782,78.839615,1340835456.000000,0.014523,1.858494,0.595585
63.996113,28.894913,10.964349,1034249216.000000,0.015045,1.573137,0.469461
99.938705,52.834942,25.875364,3453297664.000000,0.017901,1.496660,0.504162
92.393280,59.284233,62.432369,1675942656.000000,0.016220,1.151739,0.338755
84.233238,90.586288,36.422684,1604997248.000000,0.015041,1.215275,0.387688
58.977173,86.739067,50.696972,1776167040.000000,0.013554,1.089750,0.325541
90.311440,40.626030,52.225945,4032775936.000000,0.016124,1.442909,0.459768
5.882266,5.885416,42.748367,1057898048.000000,0.012781,1.282387,0.341724
72.199585,33.040592,55.935055,2472418048.000000,0.016466,1.386353,0.446148
56.143482,22.940722,49.011787,1992012800.000000,0.015031,1.385567,0.464582
25.213657,2.048160,58.530113,1446705920.000000,0.012678,0.947834,0.229826
83.628433,39.217033,92.108170,1664903808.000000,0.014309,1.596134,0.525236
34.064693,37.189434,8.556385,1219831808.000000,0.012827,1.205564,0.369133
46.709354,82.979248,58.872234,3027132928.000000,0.013609,1.147005,0.328026
68.268379,43.317787,12.363832,1997093504.000000,0.016398,1.612669,0.490776
97.948685,69.359947,83.597153,1627656576.000000,0.017044,1.489307,0.488794
88.736664,60.944256,42.953743,1058791808.000000,0.013762,1.404556,0.472361
12.875913,58.325050,64.123505,2529593344.000000,0.017439,1.588846,0.559315
22.657673,49.272812,98.054901,2049445120.000000,0.012873,1.243969,0.369904
1.041150,66.622238,6.682230,1952612608.000000,0.016248,1.560923,0.512381
67.539398,25.315584,3.732963,1291709440.000000,0.012985,1.303085,0.386478
63.540119,35.882828,91.491043,1617434880.000000,0.014490,1.435785,0.469662
38.975986,68.506882,66.559746,3440099328.000000,0.015253,1.230835,0.360723
75.252869,96.953674,32.839474,2373070592.000000,0.014753,1.231319,0.360420
96.354683,89.858818,44.713581,2044961280.000000,0.016536,1.522362,0.459583
70.478706,53.126644,15.912171,2721762304.000000,0.017020,1.566847,0.537418
48.043968,88.286545,30.188965,3900059136.000000,0.015674,1.315092,0.416328
92.223473,86.427467,57.109711,2233329408.000000,0.010197,1.041864,0.261229
14.893923,27.004200,84.138763,2568448512.000000,0.015742,1.397123,0.441425
44.864296,14.154688,45.061459,1990474496.000000,0.015018,1.145864,0.319736
31.639618,45.623981,29.882835,1238864000.000000,0.012536,1.383526,0.461357
28.614960,36.954708,73.350357,1233944704.000000,0.012705,1.370850,0.406668
45.184441,10.638045,89.592300,1460752000.000000,0.014643,1.600861,0.503363
48.830063,90.204422,28.919439,2425967872.000000,0.017083,1.399927,0.438290
39.119072,18.591553,5.926596,3910318848.000000,0.018719,1.806494,0.613850
56.057259,65.683739,79.255547,1089313280.000000,0.013913,1.503569,0.489697
76.236397,16.469955,12.526475,4938977280.000000,0.016068,1.399799,0.441048
40.698387,0.661058,44.084457,2214301440.000000,0.014466,1.241074,0.364958
20.716389,14.675424,17.939959,2922649600.000000,0.015721,1.241928,0.386486
14.753900,89.861107,66.596420,1983139840.000000,0.010342,1.105413,0.281324
19.959011,57.841423,3.774032,1799442816.000000,0.013956,1.479605,0.480030
19.173557,81.874969,42.862667,2389124608.000000,0.016210,1.611689,0.546520
38.929710,77.849823,19.814766,2002962560.000000,0.016607,1.508820,0.500946
41.490471,18.912455,4.741181,10338000896.000000,0.020241,1.543373,0.499533
33.005672,23.379944,7.569501,1870632192.000000,0.017034,1.766794,0.587515
37.538437,88.893158,38.681622,1369355648.000000,0.013634,1.162277,0.307428
34.529816,76.819237,77.430275,1603048576.000000,0.015047,1.255239,0.390968
66.274483,29.815031,23.220778,5897563648.000000,0.014900,1.304998,0.408373
21.637848,42.680473,93.260811,1432142080.000000,0.013818,1.434830,0.447340
68.715591,10.356719,62.737747,2728157952.000000,0.015743,1.488819,0.491844
58.681011,44.781593,21.380560,6162811392.000000,0.018522,1.395054,0.452023
74.445984,2.702188,65.123428,2683280896.000000,0.015276,1.243813,0.363138
35.020393,19.524178,7.493927,2519358208.000000,0.017224,1.727749,0.592432
74.985359,33.728516,17.564005,3310173952.000000,0.015175,1.266968,0.399389
46.779270,32.473503,84.927040,1321910912.000000,0.014314,1.803427,0.555182
13.280857,77.652855,35.318092,2413942272.000000,0.014374,1.417023,0.415871
69.194817,14.534576,61.996220,1220636288.000000,0.013728,1.568516,0.512579
94.392502,36.976116,5.759600,1908102656.000000,0.016217,1.479847,0.468647
3.245320,68.752106,62.220463,2146374912.000000,0.015680,1.608463,0.554691
67.383774,34.559277,52.465637,4044871680.000000,0.016597,1.523682,0.483734
76.693062,70.981781,69.846710,2636592896.000000,0.014434,1.214771,0.355246
38.153423,91.697983,43.684372,4780028416.000000,0.016454,1.528997,0.492899
93.296204,57.152855,38.236462,2328533504.000000,0.014392,1.366272,0.429220
77.737511,18.996330,38.886120,3212532992.000000,0.013937,1.768911,0.534010
51.359585,78.424698,3.708140,1132741632.000000,0.013468,1.313782,0.398209
69.568596,54.950726,99.359711,1142946304.000000,0.013333,1.286442,0.385702
70.261635,33.689758,54.732269,13106028544.000000,0.018860,1.303038,0.402931
60.857201,50.041512,41.165131,3108186624.000000,0.016451,1.312622,0.416307
85.315620,61.864697,68.711166,1410402560.000000,0.014091,1.367384,0.412107
