#x,y,z,d_per(Mpc),d_long(Mpc),length_fil(Mpc),SM,Metal,u_minus_r,g_minus_r
1.613718,79.034706,43.411293,0.000083,334.455035,7.533811,2071685504.000000,0.014907,1.889086,0.603958
5.262254,57.245567,38.619370,0.073388,690.674264,51.872894,3456333824.000000,0.015417,1.360485,0.411066
2.452133,75.724983,42.549953,0.231035,332.817277,15.244730,1330374912.000000,0.011602,1.209776,0.330105
8.304296,56.077858,31.329981,0.049878,878.708226,48.136562,7523436544.000000,0.018678,1.013552,0.262863
5.166907,57.213745,38.272053,0.062315,723.785164,51.872894,2229504256.000000,0.011858,1.174034,0.344736
4.721337,71.398926,46.584904,0.644333,2.813866,10.427551,1337198080.000000,0.010588,1.124464,0.328836
3.207054,77.225090,44.953106,0.718742,251.200164,15.244730,1371208832.000000,0.011338,1.781627,0.605272
2.562373,74.251686,46.263664,0.527396,128.722829,51.872894,2020892544.000000,0.012255,2.201432,0.706606
1.163387,74.875122,49.443310,0.536649,4.907764,7.147988,1026328896.000000,0.009148,2.031712,0.634892
5.529922,65.689285,37.269608,0.556850,556.719328,51.872894,1055370496.000000,0.011577,1.103979,0.320925
8.739025,71.995522,48.698879,0.413349,497.304085,7.299487,1240446848.000000,0.013846,1.228647,0.398258
6.136785,63.993153,36.565117,0.819146,590.351850,51.872894,1153876352.000000,0.014906,1.568430,0.499325
7.848810,76.360031,47.365448,0.087989,577.626893,7.147988,6617065472.000000,0.017278,2.306416,0.743214
5.326433,57.159092,38.170151,0.062285,723.785172,51.872894,3516062464.000000,0.016878,1.357973,0.419207
3.987374,68.021683,40.455959,0.527433,522.640602,24.287605,2085384832.000000,0.014388,1.414890,0.402124
5.427749,77.177818,45.024651,0.502711,209.117413,15.244730,1059099008.000000,0.015125,1.663401,0.585674
2.897129,76.092995,49.440639,0.956109,3.168766,7.147988,1012680960.000000,0.012390,2.141073,0.675005
1.165846,75.122231,47.405228,1.116864,4.444214,7.147988,1145882496.000000,0.014653,2.249470,0.726940
2.091675,75.707520,50.744095,1.133295,4.421023,7.147988,2136904704.000000,0.017979,1.440836,0.483757
11.909805,57.180134,33.944767,0.134097,829.306424,51.872894,3773252352.000000,0.018843,1.403442,0.446213
9.009706,77.235657,49.306522,0.688588,335.344255,7.299487,1094152576.000000,0.013057,1.436565,0.439367
5.402923,57.059872,38.400528,0.167891,690.704403,51.872894,4350581248.000000,0.014872,1.153173,0.328476
1.923451,77.866623,43.534897,0.708426,292.401654,7.533811,1482730368.000000,0.012248,1.230352,0.369028
7.010309,74.377029,50.243477,0.420597,3.371237,48.136562,1653582592.000000,0.009999,2.124778,0.676802
3.466408,75.910355,49.016117,0.642838,2.366231,7.147988,3062392576.000000,0.015212,2.285677,0.729942
4.441573,76.698395,46.619625,0.575034,168.564146,15.244730,1984738560.000000,0.014137,2.235465,0.713560
5.331912,57.685219,41.598801,0.578017,659.199324,51.872894,1061739456.000000,0.011573,1.106150,0.331593
2.373308,71.650398,41.454552,2.676668,411.193554,51.872894,1662946304.000000,0.015138,1.267204,0.411825
1.293518,78.825439,43.089729,0.000036,376.162632,7.533811,11217717248.000000,0.021128,1.848808,0.620651
10.338481,59.095802,36.060497,0.356164,784.343664,51.872894,1798212992.000000,0.013806,1.307915,0.388302
2.890093,75.851387,51.225983,0.784328,4.689056,7.147988,4181572096.000000,0.017569,1.651669,0.554443
10.134339,59.817768,38.917545,1.784674,786.696069,48.136562,1072682368.000000,0.015542,1.104691,0.313326
4.783955,60.082573,39.518162,0.163454,623.457081,51.872894,1237719552.000000,0.015883,1.583338,0.552938
3.431648,77.266754,45.076633,0.641941,250.212077,7.533811,4747260416.000000,0.017251,2.150068,0.709644
6.604980,76.261063,44.743004,1.018307,252.216055,7.299487,3690483968.000000,0.010610,2.201286,0.702156
11.782948,57.362907,34.149635,0.009519,829.059404,42.169407,3746147072.000000,0.015867,1.090729,0.320013
0.987241,79.005234,43.702427,0.623763,334.400914,7.533811,2474652160.000000,0.017753,2.277463,0.723707
4.784409,76.443787,49.915909,0.106783,416.325250,7.147988,1362777984.000000,0.012877,2.120842,0.658438
2.061648,78.906288,43.017460,0.491412,334.577458,7.533811,7050708480.000000,0.016346,1.807627,0.622200
7.495194,76.005226,45.920242,0.551541,578.525479,7.147988,2722719232.000000,0.015734,1.874508,0.617525
2.336244,75.006981,46.478809,0.563762,128.474398,51.872894,1528489600.000000,0.014800,2.179715,0.680532
1.343241,75.758430,39.684467,1.036921,371.946076,15.244730,1078788736.000000,0.014884,1.290041,0.405426
7.677137,73.663910,46.368832,0.540471,416.010210,7.299487,3351193344.000000,0.011834,2.183315,0.697323
4.879156,72.307373,46.786255,0.531848,3.730387,10.427551,1416907008.000000,0.013632,1.593645,0.496269
10.018779,57.845108,34.018570,0.813354,854.425142,51.872894,1109623936.000000,0.008720,0.894644,0.192961
4.493128,61.171539,38.532017,0.371161,623.210400,51.872894,1601846784.000000,0.016056,1.789536,0.616219
1.737548,75.872269,48.078575,0.997119,3.880551,7.147988,2425786368.000000,0.012858,2.198931,0.699211
0.029717,73.217293,37.079414,0.999375,446.873852,15.244730,3672109056.000000,0.016836,1.644758,0.541222
11.689983,57.728355,34.235489,0.093360,829.201322,42.169407,2194080768.000000,0.016433,1.406855,0.422997
4.240875,74.804649,45.384487,0.340562,2.651846,7.299487,1897729792.000000,0.013326,1.261469,0.367092
7.089335,74.506058,42.914650,0.655276,295.442639,7.147988,1873232768.000000,0.011132,1.013590,0.256092
7.813226,73.057594,50.116371,1.003581,4.241758,7.533811,1872872064.000000,0.013149,1.227753,0.371950
7.915492,58.654675,34.592522,0.062247,783.866365,51.872894,1959684480.000000,0.015540,1.339294,0.417997
8.815573,77.454468,49.080395,0.532346,618.581710,7.147988,2237704704.000000,0.013169,1.281515,0.371817
4.848245,72.364990,47.115677,0.216331,3.815901,10.427551,2277754368.000000,0.016466,2.147956,0.701830
8.189250,52.213814,31.365849,2.952986,902.849145,48.136562,1596598912.000000,0.014160,1.569481,0.509233
2.326597,71.886269,41.366173,2.593646,411.000375,51.872894,2561750528.000000,0.015962,1.337803,0.439114
4.417440,76.537552,44.303169,0.328769,250.175426,15.244730,3645275136.000000,0.013427,1.048820,0.280563
3.249959,72.869659,45.223114,0.122408,294.762779,51.872894,1748011648.000000,0.014185,1.551224,0.483290
14.544913,58.493839,33.284199,1.550574,831.375154,51.872894,2350404608.000000,0.016808,1.589697,0.491371
7.385986,77.293289,48.834412,0.332785,497.228675,7.147988,10869355520.000000,0.021426,2.394640,0.767406
4.943008,71.001694,37.633766,0.606455,125.019633,11.331086,1643433600.000000,0.014663,1.305433,0.411339
0.655673,71.923752,34.606144,0.581832,481.942661,15.244730,2119423744.000000,0.014268,1.246593,0.371643
1.103467,77.029404,42.815571,1.400194,333.584449,15.244730,2565329152.000000,0.014332,1.302719,0.387793
1.465378,66.235596,37.774067,1.683178,522.770919,24.287605,1182499840.000000,0.014528,1.662189,0.552101
1.873680,60.988361,39.510727,2.691604,623.435318,51.872894,3580745216.000000,0.016877,1.438078,0.434034
4.684708,65.986252,43.068851,0.367578,525.460829,24.287605,2809564160.000000,0.016775,1.283209,0.387093
0.923493,63.122093,36.764244,2.719129,594.946762,51.872894,1459425664.000000,0.012231,1.194990,0.356180
2.600978,76.076851,42.645523,0.120237,333.073077,15.244730,7575312384.000000,0.020801,1.892269,0.622295
4.712286,60.741131,39.936817,0.046993,623.514345,51.872894,6770554880.000000,0.017399,1.193718,0.378532
8.516821,75.188950,47.729641,0.416590,578.472083,7.147988,12022158336.000000,0.019996,2.366467,0.759308
9.013345,77.578377,46.490086,0.673045,654.599936,7.147988,7555078656.000000,0.020310,1.852821,0.596148
1.077278,68.184494,37.780220,1.172107,485.614249,51.872894,1346962432.000000,0.014072,1.366629,0.410599
2.591057,75.882339,42.803761,0.085960,333.111043,15.244730,7784839680.000000,0.019086,1.334745,0.420712
7.101777,53.413563,33.723724,3.063577,884.390698,51.872894,1290094080.000000,0.014329,1.132645,0.299255
7.118406,61.219936,35.695286,0.876988,758.562082,48.136562,3613767424.000000,0.014840,1.827044,0.609411
4.826565,62.040916,42.395824,0.761792,626.259678,51.872894,4583355904.000000,0.017636,1.405069,0.440224
4.607928,76.717766,44.966881,0.067023,249.856496,15.244730,11826948096.000000,0.018643,1.458939,0.474699
10.931114,61.213268,33.822430,0.506050,809.323817,42.169407,2245178624.000000,0.015159,1.473206,0.469128
1.712852,73.836700,37.266808,0.000005,409.720921,15.244730,3683266048.000000,0.017889,1.562124,0.500525
4.013028,77.270622,44.640663,0.155941,249.972145,7.533811,13750868992.000000,0.021814,2.294891,0.726511
1.465014,75.567001,40.126614,0.790323,371.971787,15.244730,5822488576.000000,0.014797,1.172031,0.336550
2.254288,77.068352,42.173210,0.094566,333.563506,15.244730,4560149504.000000,0.013302,1.146164,0.313717
0.959723,69.751060,38.699532,0.055917,448.421322,51.872894,4716898816.000000,0.016990,1.335299,0.417772
15.015194,58.106438,32.475300,1.976254,832.128855,51.872894,2396281088.000000,0.015232,1.334730,0.383047
5.284413,55.385014,33.510632,1.093264,908.551324,51.872894,1124518784.000000,0.011239,1.009607,0.264996
3.583661,76.275223,42.519405,0.426310,292.196076,15.244730,6440399872.000000,0.018833,1.513023,0.491179
3.903036,67.840286,39.546917,0.408445,521.650045,51.872894,7567641600.000000,0.016657,1.311977,0.393515
13.215570,59.275661,35.536430,1.018403,808.909001,51.872894,3576530176.000000,0.016288,1.616646,0.506887
9.567428,77.267525,45.499538,0.337485,691.785070,7.147988,10890389504.000000,0.019228,1.596468,0.522657
4.616180,64.548424,42.249435,0.702097,592.723920,51.872894,7456424448.000000,0.016736,1.345184,0.405531
8.798804,57.180977,32.822140,0.095341,878.665514,48.136562,8384296960.000000,0.018328,2.115423,0.702974
13.875540,60.149693,36.164543,0.581731,810.061411,51.872894,3156571136.000000,0.014328,0.979155,0.246336
10.233495,77.171196,46.364410,0.389956,655.035298,7.147988,15878026240.000000,0.021634,1.698349,0.571142
2.107773,68.531685,38.358234,0.055899,485.909617,51.872894,5814822912.000000,0.019368,1.525202,0.497013
7.854922,77.649002,44.962372,0.632094,618.799250,7.147988,7986810368.000000,0.018562,1.492718,0.482971
7.835529,78.152992,48.410545,0.591437,3.086862,15.244730,14549281792.000000,0.022022,1.741177,0.585175
1.237210,79.000130,43.265133,0.121219,334.398201,7.533811,39240433664.000000,0.020647,2.327547,0.752687
4.015540,74.572861,45.210705,0.255451,3.002139,7.299487,7462769664.000000,0.018049,1.455082,0.463797
8.777182,74.716751,47.133488,0.270077,3.137084,7.533811,19851507712.000000,0.021911,1.421814,0.455984
5.192004,52.654636,36.784580,0.681982,728.399868,51.872894,8495116288.000000,0.017930,1.351625,0.445385
5.549715,71.257286,37.796906,0.753329,557.317975,24.287605,9685543936.000000,0.019628,1.461439,0.481449
5.699735,56.311611,34.612759,0.188089,757.812876,51.872894,6437719552.000000,0.015660,1.367870,0.425585
4.582894,76.276009,49.187832,0.630164,1.718829,7.147988,13265783808.000000,0.018347,1.950480,0.655064
8.976154,77.575951,47.412205,0.083337,617.308920,7.147988,11302873088.000000,0.017595,1.208891,0.352240
14.564343,53.549751,35.157562,0.068465,833.844387,51.872894,10224150528.000000,0.019979,1.319407,0.407860
10.588640,59.476624,36.879353,0.916530,784.355903,51.872894,11828466688.000000,0.020649,2.048716,0.675774
0.454349,77.592598,42.471668,0.705882,377.614390,7.533811,4825428992.000000,0.013279,1.046257,0.275084
0.237425,70.758995,38.847790,0.055992,448.421351,51.872894,20404701184.000000,0.021511,1.544647,0.491665
4.568132,59.305702,37.589088,0.692420,658.385986,51.872894,10701664256.000000,0.016434,1.239092,0.363844
2.657064,75.097115,40.863510,0.178011,333.025215,15.244730,26091675648.000000,0.024758,1.479946,0.484421
8.254951,78.527328,48.007191,0.711208,617.881180,7.147988,35392397312.000000,0.023772,1.562103,0.514660
4.031682,76.411888,44.573143,0.120316,249.886579,15.244730,26049337344.000000,0.022104,1.332960,0.415560
10.304184,77.354858,48.127960,0.521298,655.252600,7.147988,33064122368.000000,0.024110,2.448366,0.784718
8.585022,76.317619,47.769894,0.539214,616.988968,7.147988,23797266432.000000,0.021903,1.351570,0.423691
7.906932,77.837700,50.197926,0.794047,498.755480,7.147988,37379256320.000000,0.021934,1.470661,0.482466
1.210681,60.750530,39.224171,3.347167,623.335669,51.872894,21344704512.000000,0.023223,1.524010,0.499411
9.123446,74.538498,48.094257,0.419305,3.812417,7.533811,29986162688.000000,0.022417,1.172369,0.355761
10.613205,58.441933,34.893593,0.120911,806.856149,51.872894,21254926336.000000,0.023344,1.287710,0.403643
4.703940,62.395962,40.887600,0.260656,625.044854,51.872894,23123484672.000000,0.019618,1.237833,0.380352
3.762016,75.931564,46.304176,0.311351,168.845927,15.244730,24556472320.000000,0.015361,2.200306,0.676783
2.534691,74.636208,38.509239,0.087365,409.709060,15.244730,38517395456.000000,0.021659,1.328281,0.421190
11.861212,57.232544,34.066708,0.093369,829.201223,42.169407,29543872512.000000,0.022664,1.350351,0.442104
0.685176,74.740891,47.793617,2.631265,86.804516,51.872894,32147013632.000000,0.013963,1.513723,0.485136
5.241270,66.152657,37.710617,0.371187,556.604253,51.872894,60702158848.000000,0.021747,2.378326,0.765076
4.048303,67.773041,39.994579,0.538789,522.532540,24.287605,59403005952.000000,0.021837,1.327641,0.442642
8.264628,56.099442,31.370968,0.090806,878.671220,48.136562,61467758592.000000,0.022745,2.160732,0.727623
2.947142,75.762566,42.581886,0.113459,332.920246,15.244730,39905722368.000000,0.014372,1.432175,0.455856
5.050129,57.114208,38.502045,0.035359,690.735823,51.872894,68677353472.000000,0.021798,2.413559,0.777952
1.374404,79.009834,43.136726,0.061628,334.352757,7.533811,63293009920.000000,0.015890,2.109247,0.669424
30.852175,27.545364,93.695000,0.043688,130.584810,6.305007,2439470848.000000,0.023133,1.103336,0.355013
19.659391,16.820759,98.404770,0.000051,561.591371,13.616559,1709670528.000000,0.012362,1.279610,0.329266
18.673088,18.178074,95.430496,0.182148,525.713517,35.114227,4217854720.000000,0.019333,2.160732,0.696712
32.312969,24.280102,95.247231,0.893639,63.735583,5.320742,1422225408.000000,0.012012,1.467461,0.469830
32.258739,24.421370,95.396492,0.686965,63.740456,5.320742,1423333120.000000,0.014885,1.498814,0.478380
19.673500,16.747541,98.445503,0.028648,561.671374,13.616559,4632521216.000000,0.016467,1.213112,0.349855
24.834209,20.679949,95.728165,0.020530,334.440564,13.616559,3116839168.000000,0.016905,1.167152,0.341642
16.942266,18.286148,91.788383,0.084676,449.730750,35.114227,2765067264.000000,0.015178,1.335257,0.434423
32.222015,24.273104,95.386513,0.769757,63.837814,5.320742,5089975808.000000,0.015971,1.908871,0.627279
30.621540,23.082340,94.434601,0.299156,0.923208,13.616559,4134272256.000000,0.014795,1.252802,0.392262
28.966602,22.830626,93.528381,0.858034,0.517756,6.305007,5855156736.000000,0.017576,1.567034,0.517681
28.892326,19.711338,95.981827,1.362638,3.467573,6.305007,3337665280.000000,0.015534,1.544819,0.505646
24.297411,20.496561,95.250458,0.518053,334.979145,13.616559,2012424320.000000,0.015691,1.453527,0.470997
16.983387,18.118172,91.877151,0.084749,449.730725,35.114227,1273765120.000000,0.007691,0.846102,0.191168
24.592655,19.828247,98.529800,1.803364,336.878619,13.616559,5225577984.000000,0.017377,1.778183,0.590832
24.829071,20.672537,95.771088,0.020588,334.440487,13.616559,4121553920.000000,0.016147,1.116180,0.340946
18.971418,18.397041,97.824936,0.273218,527.982306,35.114227,6473525760.000000,0.015237,1.212271,0.340729
19.668110,16.766771,98.406532,0.038601,561.630196,13.616559,6079349760.000000,0.016777,1.089083,0.290861
32.329651,24.315262,95.345932,0.796200,63.718333,5.320742,11834909696.000000,0.018855,1.321003,0.411142
30.849823,27.560284,93.672112,0.060076,130.601181,6.305007,5691788288.000000,0.014076,1.348906,0.378929
17.093369,17.826046,92.408371,0.184922,450.308920,20.155727,15336469504.000000,0.018642,2.348190,0.748245
27.650721,21.021471,95.132675,0.020549,196.523123,13.616559,24730546176.000000,0.023489,2.356503,0.759069
19.734116,19.272291,95.899727,0.000088,485.831619,13.616559,30536228864.000000,0.020072,1.415716,0.451130
19.200060,17.852625,96.478500,0.550712,526.872835,35.114227,13383710720.000000,0.009703,1.916489,0.623173
18.707983,18.272648,95.434395,0.085802,525.735925,35.114227,74278518784.000000,0.016513,1.293711,0.399801
4.643318,22.919594,82.672905,1.155821,4.663080,5.005871,1407919488.000000,0.011374,0.971060,0.264853
4.548247,23.084093,85.053276,0.000150,80.525319,14.062653,1580779264.000000,0.010541,1.214479,0.315624
4.790542,22.695086,85.567207,0.231188,0.417846,35.114227,4272258560.000000,0.016425,1.366356,0.433737
15.050304,18.256153,88.909393,0.079318,304.589063,17.886655,1911559168.000000,0.012111,0.935776,0.225615
17.870686,19.798796,89.409019,2.253147,380.511184,35.114227,1922101504.000000,0.014417,1.120157,0.320568
4.469410,23.087013,86.554451,0.696406,161.945064,14.062653,2283539968.000000,0.015184,1.626247,0.509762
6.366516,21.765760,86.160904,0.000100,80.665604,35.114227,2236697088.000000,0.016217,1.555872,0.491312
7.590067,20.133804,88.760620,1.467431,157.461790,35.114227,2869809152.000000,0.016230,1.344778,0.423752
10.947063,19.627665,87.376228,0.131290,232.447907,35.114227,1035410880.000000,0.014304,1.384268,0.433191
4.746437,22.991787,85.063248,0.000041,0.000027,35.114227,3083945728.000000,0.008739,0.946049,0.204483
11.344106,18.881535,92.320351,0.760719,235.457653,17.886655,2725897472.000000,0.016143,1.644293,0.538616
10.727502,19.604000,84.846901,1.063770,160.447056,17.886655,3550155264.000000,0.019840,1.445757,0.477221
4.470484,23.029591,82.531143,1.007066,4.493466,5.005871,4745074688.000000,0.017657,1.141027,0.319323
4.629375,23.420883,85.246140,0.372921,80.509613,14.062653,9837217792.000000,0.017132,1.469791,0.482306
12.920287,18.475756,86.428238,0.079298,379.653163,17.886655,5396500480.000000,0.015683,1.576517,0.496082
9.416235,19.460770,88.916275,0.606748,158.854298,35.114227,6059315712.000000,0.016931,1.632765,0.555754
14.615419,16.099800,84.879005,2.036933,307.140996,35.114227,17097815040.000000,0.015386,1.449905,0.473427
4.660786,22.769506,85.519333,0.109154,161.135189,14.062653,17900427264.000000,0.021874,2.171623,0.706898
14.050264,18.500336,87.841133,0.079385,304.589145,17.886655,10673593344.000000,0.009828,1.324316,0.397814
7.421433,38.957756,93.440636,0.011359,0.050341,7.643110,1736733440.000000,0.015026,1.446802,0.468386
7.381714,38.926956,93.435417,0.000047,0.000008,7.643110,2717377024.000000,0.013512,1.273809,0.379131
9.131615,37.440315,93.222351,0.098686,257.129318,7.643110,1463533440.000000,0.007726,1.204176,0.325111
7.245584,39.258984,93.903778,0.239084,0.539407,15.372341,1266968960.000000,0.013885,1.863626,0.621433
6.324515,39.404865,93.052254,0.278341,1.194185,7.643110,12644075520.000000,0.019339,1.605148,0.533882
7.814975,38.545429,93.338043,0.247138,171.640450,7.643110,12695487488.000000,0.020294,2.243250,0.695232
8.367457,38.444801,91.659111,0.000057,86.609754,15.372341,3744033536.000000,0.013094,1.062531,0.297527
8.178090,38.571430,93.525429,0.044131,171.871249,7.643110,60278644736.000000,0.025980,1.706835,0.574581
6.512979,39.364456,93.251465,0.097172,0.986342,7.643110,25584611328.000000,0.020687,1.354900,0.434605
7.586498,38.927460,93.482590,0.000060,86.056364,7.643110,11979679744.000000,0.017655,1.136217,0.331757
9.379127,38.785946,95.580597,0.564999,341.023562,7.643110,58640097280.000000,0.024658,1.529148,0.518127
8.232235,38.531124,93.564560,0.059511,171.940791,7.643110,57230888960.000000,0.017603,2.312309,0.742086
23.387257,43.775764,88.050957,0.060702,121.569163,11.739545,1027794560.000000,0.012423,1.289608,0.395382
24.244923,44.490314,89.655327,1.099739,123.224044,11.739545,1400542848.000000,0.011916,1.449240,0.399639
25.987427,35.468246,86.239342,0.448359,306.033908,7.469526,1075620096.000000,0.014052,1.285101,0.417982
19.590916,41.589191,82.084976,3.680494,61.770932,11.739545,2082527872.000000,0.010100,1.366587,0.413227
30.241488,35.732159,89.170982,1.287345,114.807975,5.904679,1402052352.000000,0.014844,1.844267,0.585844
25.103271,44.265053,81.238068,1.958056,2.079870,11.739545,1862310528.000000,0.011934,1.267220,0.363974
27.547724,42.557278,80.309212,0.439550,4.662810,11.739545,2694099968.000000,0.011614,1.420214,0.413630
26.634962,35.619614,82.949585,3.002138,305.843023,7.469526,1855567360.000000,0.013663,1.815096,0.572922
22.616196,43.909752,88.069336,0.716715,121.680875,11.739545,3004125696.000000,0.018396,1.629936,0.537178
24.227825,35.089176,85.278740,1.304023,247.715918,7.469526,1807363328.000000,0.012215,1.645512,0.489862
27.328964,37.235775,87.033623,0.525138,115.843037,5.904679,4676357632.000000,0.018264,1.507681,0.467859
25.086592,43.626400,81.674011,1.238311,1.832378,11.739545,5930165760.000000,0.014741,2.052864,0.662502
25.775694,42.406570,82.781670,1.023991,1.732144,11.739545,8089530880.000000,0.015744,0.924084,0.217815
20.375843,41.490578,82.169952,3.164463,61.220362,11.739545,8040577536.000000,0.016845,1.362999,0.410177
26.427805,42.825214,81.349953,0.609355,3.120426,11.739545,12993200128.000000,0.016975,1.066959,0.315239
22.973858,39.708416,87.400131,2.119703,180.803792,11.739545,14185417728.000000,0.019873,2.357182,0.759441
27.697577,37.545010,85.926132,1.093737,305.835125,7.469526,21095948288.000000,0.018268,1.481337,0.487141
24.976461,30.187614,85.326416,0.101664,245.940711,9.248807,1312489344.000000,0.012603,1.501303,0.483334
24.877741,31.342770,85.631699,0.305731,246.384358,9.248807,1437485056.000000,0.014272,1.378069,0.448166
26.555532,31.012114,87.705559,0.816760,184.768624,9.248807,1425251840.000000,0.014324,1.963030,0.607908
29.816570,26.496758,88.032906,1.167885,4.252685,9.248807,1078937472.000000,0.014766,1.436010,0.401434
25.386166,30.407700,86.323486,0.041357,245.977353,9.248807,3953752320.000000,0.015479,1.696846,0.559032
22.440123,28.150579,89.588402,4.253639,124.932949,7.469526,5843134464.000000,0.019745,1.641211,0.574770
25.703947,30.888809,86.459259,0.039319,184.455323,7.469526,8058152960.000000,0.016296,1.309860,0.407120
27.273037,30.092058,87.818687,0.899788,122.700893,9.248807,38813388800.000000,0.023706,1.929703,0.654108
42.812134,47.304501,96.923477,0.069685,0.155588,24.342383,1984535424.000000,0.013937,1.475674,0.472431
46.603313,46.073368,96.396675,0.000041,0.000012,6.866059,1714646656.000000,0.016668,1.891491,0.556601
48.933334,47.853764,96.690399,0.011155,145.937473,6.866059,1061256448.000000,0.014506,0.909510,0.231960
45.311451,45.547626,95.982193,0.379572,1.404654,6.866059,8473627648.000000,0.020328,2.007046,0.630642
45.329582,45.418434,95.929474,0.305934,1.475141,6.866059,2822384640.000000,0.017608,1.364424,0.441668
52.596821,47.923813,96.997787,1.042847,237.556810,6.866059,1193577984.000000,0.013753,1.502480,0.438789
42.996819,46.862957,96.842339,0.000085,54.274788,5.956087,1010593280.000000,0.014139,1.221844,0.380753
43.211784,47.441006,96.734085,0.388928,0.350795,24.342383,1611533312.000000,0.013228,1.064951,0.283812
47.580418,45.666592,95.899277,1.076279,49.918776,6.866059,2191992320.000000,0.013614,1.271622,0.365768
42.527237,47.243069,97.155960,0.280426,0.242817,5.956087,4612226560.000000,0.015493,1.381903,0.429516
54.079590,51.595490,99.213982,1.093682,240.399499,6.866059,1263670656.000000,0.016351,1.413418,0.475266
53.313717,49.456024,99.154228,0.699456,238.396045,6.866059,4024530432.000000,0.015983,1.486137,0.465307
43.495327,46.215019,97.363190,0.762842,54.568957,24.342383,2396063744.000000,0.014426,1.148914,0.313667
50.477928,46.559437,96.519821,1.634338,192.825338,6.866059,3567666944.000000,0.016109,1.377501,0.428461
53.682751,50.020290,98.740959,0.687174,238.733717,6.866059,1888074240.000000,0.015869,1.442755,0.449389
48.850262,47.838036,96.687576,0.011132,145.937485,6.866059,1166486016.000000,0.012545,0.966734,0.261074
49.856823,42.851398,95.363731,2.817513,186.632739,5.549309,1277729152.000000,0.013842,1.596006,0.509993
43.120975,46.746365,98.358749,0.423266,54.962205,24.342383,1765435904.000000,0.012847,1.255253,0.376596
50.242580,50.095474,97.026482,0.923705,193.780961,6.866059,3313982464.000000,0.019486,1.993416,0.625891
42.958134,46.597042,97.861771,0.000093,54.620768,24.342383,3543939840.000000,0.016045,1.491127,0.451351
46.116405,49.137920,98.333473,2.199147,59.828771,24.342383,3773636096.000000,0.016551,1.409992,0.445959
54.313148,45.013245,96.841965,4.092440,237.762347,6.866059,5053822976.000000,0.015962,1.311708,0.393270
46.652142,45.357525,95.892708,0.740435,0.469710,6.866059,5544067584.000000,0.015739,1.190140,0.359650
46.567738,46.116104,96.432404,0.043994,0.039011,6.866059,13821889536.000000,0.022397,1.525595,0.503561
53.599873,49.705921,97.781357,0.863402,238.209768,6.866059,8857079808.000000,0.018910,1.255829,0.378923
47.652138,44.564632,95.049011,0.841733,356.902569,10.043663,10577658880.000000,0.020361,1.918491,0.628725
47.763504,47.557571,95.430771,0.666637,98.857222,6.866059,21338417152.000000,0.023383,2.098574,0.707190
42.862782,47.170338,97.015648,0.000023,0.000059,5.956087,17010079744.000000,0.018762,1.924938,0.627279
51.478966,48.397675,97.516197,0.011183,238.265631,6.866059,24100724736.000000,0.019354,1.407602,0.453085
46.903458,46.294487,96.465065,0.000102,49.832945,6.866059,22601902080.000000,0.018925,1.243332,0.380728
53.416592,49.365948,98.592072,0.179058,238.250139,6.866059,23017160704.000000,0.017877,1.587299,0.515999
45.389378,45.525070,96.091682,0.285574,1.336322,6.866059,54936412160.000000,0.020392,1.482382,0.468401
39.313309,37.360382,93.487404,0.073922,0.047310,11.014163,1634471808.000000,0.016039,1.834282,0.595448
39.379940,37.297207,93.379845,0.107866,0.108344,6.872579,5699490816.000000,0.017624,1.425817,0.439564
40.653568,38.606369,91.288887,0.175896,159.088276,11.014163,1064200768.000000,0.009520,0.973970,0.240631
40.666840,40.253662,94.235031,0.108314,108.204074,6.872579,2116164096.000000,0.013583,0.997036,0.268593
39.428986,37.246887,93.421104,0.030336,0.108809,6.872579,4689156608.000000,0.018190,1.665771,0.545652
43.628876,40.809303,92.930809,0.027380,256.089829,11.014163,1205233664.000000,0.014496,1.345207,0.384939
36.422863,33.701187,92.949585,0.386248,4.665571,10.043663,1241479168.000000,0.013096,1.485470,0.473347
39.956898,38.168095,93.597313,0.000110,54.375935,11.014163,1260602752.000000,0.012789,1.098654,0.345730
40.628868,40.325611,94.027596,0.243133,108.206535,6.872579,2312345856.000000,0.014350,1.473856,0.470583
39.136642,37.201447,93.585678,0.176447,0.172198,11.014163,2989266432.000000,0.016307,1.284992,0.412216
43.726650,40.806293,92.977608,0.027344,256.089782,11.014163,1640623232.000000,0.013240,1.002066,0.294245
40.981770,38.475216,90.742004,0.140119,209.295054,5.032649,1135392896.000000,0.012373,1.594412,0.449278
44.527485,40.618862,94.864037,0.023264,245.930951,5.727865,1581906560.000000,0.015671,1.547741,0.503899
40.615654,38.750183,91.197380,0.069030,158.975955,11.014163,2010217600.000000,0.013511,1.320175,0.417198
43.988091,36.715752,94.813133,3.139565,110.571666,6.872579,1164272640.000000,0.013749,1.133184,0.295969
42.206207,42.759983,99.146812,2.330419,113.014370,24.342383,1151125632.000000,0.014802,1.391743,0.430473
41.976963,35.749249,94.420517,2.650889,54.763244,10.043663,1465138176.000000,0.015830,1.509375,0.468170
43.026985,36.501835,94.326515,2.807736,57.682148,6.872579,1636591872.000000,0.017971,1.570429,0.518080
40.485207,39.265507,90.486099,0.459214,159.443567,11.014163,1566068736.000000,0.016168,1.242079,0.369524
41.844700,36.493378,94.691292,2.339474,54.930361,10.043663,10295284736.000000,0.019451,1.742683,0.568769
