#field_value,log_field_value,mass,RA,DEC,Z
195.79,5.277,1,204.54,26.743,0
181.44,5.2009,1,204.6,26.742,0
17.211,2.8455,1,204.95,26.686,0
11.659,2.4561,1,179.46,29.047,0
6.0513,1.8003,1,184.55,29.252,0
31.621,3.4538,1,183.11,29.149,0
0.45376,-0.79018,1,167.27,33.947,0
1.7608,0.56575,1,166.58,15.541,0
1.4586,0.37751,1,169.52,16.074,0
4.6044,1.527,1,174.22,16.388,0
7.9161,2.0689,1,175.84,16.485,0
6.2642,1.8349,1,177.9,16.664,0
57.869,4.0582,1,179.38,21.226,0
14.295,2.6599,1,178.81,21.22,0
36.984,3.6105,1,178.48,21.25,0
2.5771,0.94665,1,181.83,16.841,0
2.0867,0.73559,1,188.27,17.403,0
1.2362,0.21201,1,187.44,17.288,0
1.3579,0.30596,1,188.89,17.44,0
2.0419,0.7139,1,203.73,15.827,0
24.722,3.2077,1,189.23,21.329,0
2.7907,1.0263,1,191.28,21.17,0
2.1728,0.77603,1,189.23,21.331,0
23.37,3.1514,1,204.55,18.397,0
5.4573,1.697,1,203.26,18.61,0
1.0587,0.057051,1,204.17,20.2,0
10.973,2.3954,1,204.55,18.391,0
9.4303,2.2439,1,204.56,18.411,0
10.816,2.381,1,181.32,21.273,0
119.23,4.7811,1,181.23,21.24,0
6.2244,1.8285,1,181.16,21.242,0
69.388,4.2397,1,180.28,21.375,0
69.051,4.2348,1,180.17,21.36,0
40.284,3.696,1,180.09,21.267,0
15.326,2.7295,1,179.68,21.234,0
13.868,2.6296,1,179.9,21.265,0
1.1129,0.10696,1,188.51,21.356,0
2.6967,0.99204,1,191.5,21.147,0
0.7049,-0.3497,1,193.07,23.53,0
4.412,1.4843,1,198,20.794,0
35.647,3.5737,1,199.96,23,0
1.6335,0.49074,1,202.47,22.814,0
21.615,3.0734,1,203.74,22.583,0
57.383,4.0497,1,204,22.626,0
1.1286,0.12099,1,188.31,12.247,0
10.822,2.3816,1,177.73,13.74,0
45.013,3.8069,1,177.83,13.741,0
4.5101,1.5063,1,179.02,15.132,0
5.9496,1.7833,1,202.09,13.256,0
5.7498,1.7492,1,201.47,13.298,0
4.7691,1.5622,1,170.67,13.331,0
11.653,2.4556,1,185.14,12.392,0
14.15,2.6497,1,193.86,29.533,0
12.97,2.5627,1,193.8,29.578,0
44.545,3.7965,1,194.94,29.896,0
1.9577,0.67179,1,167.18,13.156,0
1.9163,0.65038,1,168.29,13.196,0
1.6479,0.49949,1,170.01,15.326,0
4.0282,1.3933,1,178.45,13.729,0
2.7685,1.0183,1,184.52,15.966,0
5.7433,1.748,1,169.55,29.795,0
1.8299,0.60425,1,183.92,29.972,0
23.505,3.1572,1,184.83,30.342,0
593.82,6.3866,1,184.95,30.354,0
173.94,5.1587,1,185,30.36,0
615.16,6.4219,1,184.95,30.339,0
2.4586,0.8996,1,186.17,29.866,0
5.8161,1.7606,1,188.78,29.942,0
1.9945,0.69042,1,192.54,29.676,0
5.959,1.7849,1,191.86,29.788,0
40.667,3.7054,1,191.69,29.735,0
1.3752,0.3186,1,165.11,14.867,0
5.9355,1.781,1,166.25,14.895,0
6.4997,1.8718,1,166.86,14.495,0
0.90952,-0.094835,1,168.7,15.179,0
3.4024,1.2245,1,168.91,15.203,0
16.206,2.7854,1,170.69,13.345,0
1.2782,0.24543,1,169.69,15.171,0
2.5159,0.92265,1,171.29,14.927,0
1.971,0.67852,1,171.17,14.947,0
5.1457,1.6382,1,171.21,14.796,0
11.967,2.4821,1,177.75,13.773,0
1.375,0.31847,1,177.26,13.681,0
4.7309,1.5541,1,192.35,15.916,0
39.368,3.673,1,192.33,15.858,0
16.281,2.79,1,194.85,15.36,0
1.0044,0.0044058,1,195.86,15.331,0
1.1805,0.1659,1,198.15,15.057,0
4.1308,1.4185,1,198.79,15.546,0
6.1513,1.8167,1,198.74,15.109,0
2.6764,0.98449,1,198.71,15.037,0
17.771,2.8776,1,201.31,13.276,0
3.8279,1.3423,1,167.77,19.386,0
4.4948,1.5029,1,172.3,19.773,0
652.98,6.4815,1,174.23,19.969,0
58.904,4.0759,1,174.29,20.025,0
43.581,3.7746,1,174.23,19.997,0
41.766,3.7321,1,174.29,19.898,0
156.02,5.05,1,174.29,19.972,0
15.733,2.7558,1,173.83,20.034,0
68.093,4.2209,1,175.43,20.016,0
121.57,4.8005,1,175.56,19.977,0
243.78,5.4963,1,175.56,20.098,0
84.717,4.4393,1,175.45,20.104,0
119.4,4.7825,1,175.57,20.049,0
41.748,3.7316,1,175.34,19.963,0
143.87,4.9689,1,175.42,20.042,0
23.855,3.172,1,199.44,20.553,0
43.211,3.7661,1,199.38,20.599,0
695.36,6.5444,1,199.38,20.62,0
24.647,3.2047,1,199.37,20.684,0
9.9431,2.2969,1,201.59,12.609,0
2.5576,0.93906,1,175.74,13.577,0
72.134,4.2785,1,169.42,25.411,0
14.832,2.6968,1,177.98,30.502,0
1.3524,0.30192,1,187.22,29.841,0
4.9568,1.6008,1,190.33,30.122,0
7.4142,2.0034,1,190.3,30.276,0
4.6808,1.5435,1,193.51,29.604,0
12.118,2.4947,1,168.3,19.566,0
2.7767,1.0213,1,168.27,19.46,0
4.7253,1.5529,1,170.07,19.721,0
8.2393,2.1089,1,173.87,20.001,0
753.42,6.6246,1,174.27,19.924,0
366.92,5.9051,1,174.23,19.926,0
11.732,2.4623,1,165.67,25.008,0
766.26,6.6415,1,165.75,25.022,0
77.9,4.3554,1,170.97,30.053,0
123.13,4.8132,1,170.9,30.038,0
9.2292,2.2224,1,170.68,29.88,0
100.47,4.6098,1,170.84,30,0
5.092,1.6277,1,183.15,29.828,0
11.856,2.4728,1,184.26,30.705,0
2.3724,0.86392,1,186.82,30.623,0
13.594,2.6096,1,188.79,29.744,0
21.012,3.0451,1,179.23,13.771,0
1.2872,0.25246,1,184.89,15.883,0
18.542,2.92,1,194.98,15.355,0
5.0353,1.6165,1,195.24,15.351,0
8.2074,2.105,1,195.2,15.705,0
5.8858,1.7726,1,195.27,15.752,0
7.5909,2.027,1,169.34,25.438,0
14.822,2.6961,1,169.46,25.255,0
14.162,2.6506,1,169.62,25.324,0
60.654,4.1052,1,170.23,19.632,0
17.173,2.8433,1,173.28,19.892,0
5.3517,1.6774,1,173.01,25.623,0
15.565,2.745,1,174.62,19.981,0
12.788,2.5485,1,175.1,19.963,0
148.27,4.999,1,199.33,20.638,0
1176,7.0699,1,174.23,19.972,0
13.013,2.5659,1,194.85,29.888,0
5.4508,1.6958,1,194.61,29.612,0
2.1385,0.76012,1,176.24,30.44,0
4.151,1.4234,1,179.38,29.765,0
5.6415,1.7302,1,179.6,30.65,0
1.5137,0.41458,1,188.04,30.715,0
5.5431,1.7126,1,191.53,29.823,0
3.6831,1.3037,1,171.87,25.495,0
4.2121,1.438,1,172.48,25.643,0
5.3753,1.6818,1,184.43,30.378,0
3.6501,1.2948,1,165.67,29.415,0
1.5122,0.41355,1,165.86,24.911,0
233.99,5.4553,1,193.01,27.166,0
60.65,4.1051,1,192.96,27.256,0
53.462,3.979,1,193.07,27.158,0
46.815,3.8462,1,192.59,27.175,0
133.71,4.8956,1,192.96,27.118,0
46.288,3.8349,1,190.86,27.373,0
31.485,3.4495,1,191.64,27.697,0
16.995,2.8329,1,191.28,27.577,0
12.766,2.5468,1,191.95,27.575,0
19.385,2.9645,1,192.1,30.71,0
3.7349,1.3177,1,192.42,30.752,0
6.3648,1.8508,1,184.67,18.194,0
64.753,4.1706,1,194.96,26.974,0
9.6713,2.2692,1,177.74,15.527,0
145.58,4.9807,1,176.28,19.967,0
194.36,5.2697,1,190.77,27.716,0
238.34,5.4737,1,194.34,27.023,0
286.24,5.6568,1,194.21,27.094,0
215.25,5.3718,1,194.2,27.057,0
150.16,5.0117,1,194.18,27.035,0
64.339,4.1642,1,193.53,27.216,0
8.6797,2.161,1,196.22,26.919,0
17.095,2.8388,1,195.23,27.122,0
125.61,4.8332,1,173.19,20.038,0
2.6837,0.98719,1,165.63,24.61,0
25.064,3.2214,1,167.76,19.192,0
48.856,3.8889,1,168.12,19.819,0
0.91648,-0.087214,1,171.05,16.657,0
7.541,2.0204,1,169.38,15.82,0
3.1976,1.1624,1,169.17,19.342,0
15.83,2.7619,1,169.56,19.513,0
6.8599,1.9257,1,169.32,19.901,0
9.5663,2.2582,1,169.59,19.543,0
9.2006,2.2193,1,183.79,27.881,0
3.166,1.1525,1,172.17,19.731,0
32.254,3.4736,1,173.13,20.155,0
16.363,2.795,1,173.19,20.075,0
14.449,2.6706,1,173.3,19.792,0
1.1419,0.13269,1,171.87,16.776,0
53.576,3.9811,1,173.15,20.069,0
4.844,1.5777,1,173.11,19.8,0
12.046,2.4887,1,172.88,20.023,0
1980.5,7.5911,1,173.2,20.038,0
35.212,3.5614,1,174.17,20.29,0
35.513,3.5699,1,174.5,20.242,0
30.465,3.4166,1,174.4,20.164,0
17.217,2.8459,1,174.52,19.862,0
14.348,2.6636,1,174.68,19.91,0
7.4574,2.0092,1,174.32,16.857,0
1.2624,0.23305,1,173.73,16.116,0
12.436,2.5206,1,175.16,19.911,0
721.12,6.5808,1,175.99,19.936,0
143.55,4.9667,1,176.08,19.845,0
1742.2,7.4629,1,175.99,19.956,0
278.2,5.6284,1,176.1,19.828,0
266.64,5.5859,1,175.99,19.895,0
1202.2,7.0919,1,176,19.779,0
381.45,5.944,1,175.99,19.833,0
133.81,4.8964,1,176.2,19.876,0
374.04,5.9244,1,176.27,19.974,0
19.511,2.971,1,175.43,17.008,0
1.8441,0.61197,1,179.33,16.267,0
3.3813,1.2183,1,178.58,16.242,0
5.869,1.7697,1,177.89,16.185,0
1.6163,0.48017,1,177.5,17.006,0
8.7485,2.1689,1,177.67,20.015,0
35.077,3.5575,1,180.51,18.114,0
5.5234,1.709,1,180.52,18.192,0
2.6145,0.96109,1,183.63,18.251,0
48.159,3.8745,1,184.51,18.328,0
30.055,3.403,1,184.32,18.309,0
9.717,2.2739,1,184.21,18.162,0
1.46,0.37843,1,189.76,18.201,0
5.9927,1.7905,1,202.66,18.135,0
25.535,3.24,1,203.87,16.887,0
40.551,3.7026,1,203.95,17.024,0
4.9951,1.6085,1,204.22,16.962,0
397.77,5.9859,1,203.23,18.148,0
1278.5,7.1535,1,203.18,18.176,0
33.403,3.5087,1,203.36,18.171,0
109.47,4.6957,1,203.26,18.107,0
123.64,4.8174,1,203.24,18.204,0
261.13,5.565,1,203.15,18.195,0
1292.5,7.1643,1,203.13,18.165,0
42.229,3.7431,1,203.12,18.195,0
31.925,3.4634,1,203.11,18.143,0
13.099,2.5725,1,204.12,18.072,0
62.463,4.1346,1,194.82,27.106,0
43.144,3.7645,1,192.4,27.198,0
108.86,4.6901,1,192.37,27.268,0
51.531,3.9422,1,191.98,27.222,0
133.15,4.8915,1,191.97,27.267,0
58.698,4.0724,1,192.01,27.278,0
23.035,3.137,1,191.84,27.247,0
10.122,2.3147,1,191.54,27.247,0
29.154,3.3726,1,191.11,27.192,0
8.1393,2.0967,1,167.61,35.541,0
4.5805,1.5218,1,190.73,27.774,0
13.496,2.6024,1,190.38,27.64,0
43.019,3.7616,1,195.02,27.032,0
54.545,3.999,1,195,26.956,0
50.991,3.9317,1,193.75,27.194,0
2.6304,0.96715,1,165.18,15.802,0
17.326,2.8522,1,166.29,19.531,0
8.0284,2.083,1,170.26,19.585,0
3.9455,1.3726,1,171.68,19.669,0
18.662,2.9265,1,177.06,19.448,0
527.61,6.2684,1,176.01,19.801,0
63.067,4.1442,1,175.82,19.783,0
1464.5,7.2893,1,176.01,19.972,0
152.06,5.0243,1,175.92,19.886,0
9.9586,2.2984,1,201.34,18.402,0
21.038,3.0463,1,202.66,18.138,0
4.4836,1.5004,1,201.98,18.255,0
248.33,5.5147,1,183.5,32.316,0
5.8825,1.772,1,178.36,15.609,0
69.422,4.2402,1,173.13,20.156,0
10.476,2.3491,1,198.16,26.799,0
2.7209,1.001,1,197.8,26.814,0
163.57,5.0973,1,194.36,27.405,0
367.34,5.9063,1,194.35,27.55,0
427.14,6.0571,1,194.34,27.475,0
617.97,6.4264,1,194.35,27.493,0
138.99,4.9344,1,194.27,27.526,0
534.59,6.2815,1,194.38,27.543,0
150.95,5.0169,1,194.1,27.544,0
94.12,4.5446,1,193.86,27.604,0
35.993,3.5833,1,195.65,27.439,0
95.479,4.5589,1,195.64,27.393,0
10.261,2.3284,1,192.72,35.401,0
315.26,5.7534,1,192.69,35.4,0
5.8789,1.7714,1,192.74,35.439,0
4.0103,1.3889,1,192.55,35.807,0
24.132,3.1835,1,195.81,27.369,0
12.062,2.4901,1,195.85,27.307,0
14.843,2.6975,1,196.11,27.304,0
8.0562,2.0864,1,198.08,27.127,0
78.176,4.359,1,204.53,26.863,0
54.425,3.9968,1,204.69,26.797,0
303.2,5.7144,1,204.6,26.779,0
711.26,6.567,1,195.11,27.516,0
51.161,3.935,1,195.46,27.412,0
404.67,6.0031,1,195.08,27.554,0
288.48,5.6646,1,194.83,27.514,0
37.947,3.6362,1,165.19,17.588,0
39.177,3.6681,1,178.35,23.071,0
10.529,2.3542,1,178.08,23.149,0
53.371,3.9773,1,178.42,23.169,0
342.93,5.8375,1,178.45,23.151,0
13.296,2.5875,1,165.21,17.595,0
7.4778,2.0119,1,182.41,23.289,0
8.009,2.0806,1,165.52,17.263,0
6.7269,1.9061,1,165.92,17.279,0
7.8792,2.0642,1,165.83,17.249,0
1.4932,0.40093,1,168.7,17.525,0
13,2.565,1,170.18,19.338,0
3.1351,1.1427,1,169.79,19.218,0
0.82895,-0.18759,1,169.6,18.031,0
4.7319,1.5543,1,172.01,17.014,0
15.657,2.7509,1,171.93,17.321,0
187.73,5.235,1,172.04,17.38,0
107.95,4.6817,1,173.36,17.419,0
4.6041,1.5269,1,174.85,19.535,0
14.502,2.6743,1,174.71,19.601,0
4.4099,1.4839,1,173.15,18.209,0
6.8402,1.9228,1,174.32,19.62,0
4.1038,1.4119,1,173.43,17.396,0
4.0604,1.4013,1,173.83,17.409,0
5.5556,1.7148,1,175.76,18.462,0
5.7247,1.7448,1,175.66,18.345,0
3.9287,1.3683,1,175.55,18.404,0
65.458,4.1814,1,175.82,19.749,0
117.44,4.7659,1,175.9,19.605,0
420.37,6.0411,1,176.26,19.764,0
181.16,5.1994,1,176.2,19.689,0
100.19,4.6071,1,176.14,19.627,0
156.47,5.0528,1,176.12,19.694,0
682.84,6.5263,1,176.27,19.606,0
881.76,6.7819,1,176.24,19.732,0
155.13,5.0443,1,176.27,19.682,0
166.65,5.1159,1,176.43,19.649,0
480.78,6.1754,1,176.44,19.692,0
4.938,1.597,1,174.87,17.049,0
6.3749,1.8524,1,174.81,17.051,0
135.09,4.9059,1,174.81,17.144,0
34.843,3.5509,1,174.78,17.169,0
1403.6,7.2468,1,176.01,19.74,0
38.498,3.6506,1,183.33,16.323,0
4.2776,1.4534,1,182.88,16.281,0
5.0743,1.6242,1,184.32,23.537,0
44.819,3.8026,1,193.64,27.633,0
208.6,5.3404,1,193.88,27.544,0
2.9669,1.0875,1,199.54,22.859,0
7.8612,2.0619,1,200.29,22.692,0
2.3778,0.86616,1,202.96,22.401,0
8.7182,2.1654,1,188.72,26.175,0
270.44,5.6,1,194.14,27.539,0
220.15,5.3943,1,194.18,27.548,0
2.6722,0.98291,1,190.84,26.093,0
13.79,2.6239,1,196.03,25.725,0
2.7522,1.0124,1,199.08,25.43,0
7.8251,2.0573,1,178.97,28.14,0
22.86,3.1294,1,179.32,28.119,0
1696.3,7.4362,1,194.36,27.546,0
249.37,5.5189,1,194.43,27.578,0
291.01,5.6734,1,194.48,27.581,0
928.6,6.8337,1,194.54,27.549,0
103.35,4.6381,1,181.83,28.246,0
159.85,5.0742,1,181.52,28.238,0
169.44,5.1325,1,181.68,28.191,0
153.38,5.0329,1,181.45,28.12,0
7.1747,1.9706,1,183.65,28.327,0
149.17,5.0051,1,183.84,28.18,0
132.08,4.8834,1,183.9,28.178,0
299.32,5.7015,1,194.62,27.559,0
185.34,5.2222,1,194.66,27.544,0
10.655,2.366,1,190.52,29.666,0
23.149,3.142,1,190.59,29.597,0
56.471,4.0337,1,190.29,29.539,0
113.69,4.7334,1,190.21,29.5,0
113.95,4.7358,1,190.09,29.601,0
14.53,2.6762,1,189.98,29.662,0
156.34,5.052,1,194.53,27.577,0
141.21,4.9502,1,194.85,27.517,0
541.91,6.2951,1,195.1,27.552,0
58.599,4.0707,1,195.21,27.406,0
39.148,3.6674,1,195.05,27.46,0
54.577,3.9996,1,204.88,26.778,0
7.1542,1.9677,1,197.72,22.667,0
6.4357,1.8619,1,171.74,16.919,0
2.1951,0.78623,1,172.76,17.934,0
5.0062,1.6107,1,193.82,25.957,0
1.0799,0.076904,1,195.22,23.164,0
66.016,4.1899,1,194.07,27.446,0
131.78,4.8811,1,193.87,27.521,0
141.28,4.9507,1,194.17,27.448,0
98.706,4.5921,1,193.98,27.61,0
309.78,5.7359,1,194.16,27.571,0
4.3738,1.4756,1,176.4,12.205,0
12.081,2.4917,1,179.15,12.376,0
9.1247,2.211,1,182.55,12.326,0
10.943,2.3927,1,191.85,35.352,0
2.762,1.016,1,185.57,12.397,0
20.615,3.026,1,184.85,12.301,0
28.794,3.3602,1,203.94,35.128,0
10.732,2.3733,1,203.63,35.242,0
3.7413,1.3194,1,191.34,35.36,0
52.751,3.9656,1,203.79,34.035,0
21.939,3.0883,1,202.75,34.153,0
5.1237,1.6339,1,202.63,35.478,0
1.8055,0.59086,1,185.05,35.59,0
0.87428,-0.13436,1,190.81,37.085,0
25.504,3.2388,1,202.66,35.339,0
5.3175,1.671,1,202.55,35.427,0
114.71,4.7424,1,203.16,35.362,0
9.4228,2.2431,1,203.08,35.331,0
17.545,2.8648,1,192.19,35.333,0
7.6509,2.0348,1,201.16,12.145,0
27.264,3.3056,1,192.05,35.298,0
18.603,2.9233,1,192.42,35.343,0
0.58275,-0.54,1,193.28,36.82,0
0.74599,-0.29304,1,173.11,12.148,0
7.0474,1.9527,1,203.22,34.155,0
3.6118,1.2842,1,174.25,12.227,0
21.845,3.084,1,177.16,12.235,0
19.552,2.9731,1,176.86,12.211,0
14.549,2.6776,1,203.56,34.194,0
2.1929,0.78523,1,180.94,12.418,0
8.208,2.1051,1,184.73,12.47,0
14.323,2.6619,1,202.63,34.293,0
14.617,2.6822,1,202.89,34.263,0
13.32,2.5893,1,200.25,35.778,0
15.016,2.7091,1,200.2,35.872,0
10.637,2.3644,1,200.49,35.638,0
3.0894,1.128,1,198.06,36.446,0
4.3701,1.4748,1,176.13,17.626,0
3.9837,1.3822,1,203.81,16.528,0
25.26,3.2292,1,204.94,16.465,0
6.5713,1.8827,1,204.92,16.409,0
12.494,2.5252,1,204.55,15.863,0
5.2933,1.6664,1,204.47,15.721,0
8.9953,2.1967,1,200.47,22.435,0
21.561,3.0709,1,195.03,36.699,0
23.24,3.1459,1,194.92,36.763,0
2.0175,0.70184,1,191.11,37.121,0
1.7349,0.55097,1,200.75,22.547,0
8.5116,2.1414,1,202.07,22.395,0
7.9892,2.0781,1,202.53,21.357,0
15.836,2.7623,1,192.51,35.31,0
197.11,5.2838,1,203.74,34.044,0
23.452,3.155,1,203.71,34.056,0
26.229,3.2669,1,203.88,34.152,0
19.662,2.9787,1,191.1,37.12,0
5.2314,1.6547,1,183.13,12.307,0
7.8256,2.0574,1,199.98,34.56,0
3.3937,1.2219,1,168.38,37.546,0
4.2476,1.4464,1,194.6,35.25,0
6.4431,1.863,1,194.17,35.217,0
277.13,5.6245,1,204.15,15.939,0
1.6536,0.50296,1,189.57,35.388,0
20.401,3.0156,1,196.98,34.919,0
3.1522,1.1481,1,196.76,34.979,0
1.0856,0.082116,1,196.96,36.611,0
1.0169,0.016752,1,195.9,37.743,0
2.0456,0.71567,1,199.57,34.622,0
1.8957,0.63959,1,204.92,35.023,0
4.3815,1.4774,1,167.23,37.236,0
29.667,3.39,1,193.63,35.297,0
31.066,3.4361,1,194.92,36.764,0
37.707,3.6298,1,194.9,36.696,0
0.63676,-0.45136,1,181.44,35.437,0
15.835,2.7622,1,165.63,37.025,0
1.6187,0.48161,1,183.01,35.404,0
4.2741,1.4526,1,174.15,16.622,0
14.892,2.7008,1,198.64,16.888,0
5.5087,1.7063,1,199.88,16.761,0
5.6091,1.7244,1,202.55,16.653,0
7.9278,2.0704,1,202.33,16.621,0
5.0369,1.6168,1,201.5,16.805,0
2.0706,0.72786,1,198.77,22.59,0
44.198,3.7887,1,191.1,37.126,0
23.835,3.1712,1,192.54,35.383,0
2.8438,1.0451,1,175.51,16.776,0
13.238,2.5831,1,179.2,25.174,0
107.73,4.6796,1,179.36,25.233,0
6.3495,1.8484,1,172.03,24.176,0
13.582,2.6088,1,188.76,27.079,0
510.23,6.2349,1,193.03,27.026,0
32.385,3.4777,1,193.28,27.038,0
26.617,3.2815,1,191.92,26.982,0
38.21,3.6431,1,191.98,26.953,0
64.437,4.1657,1,192.04,26.939,0
42.15,3.7412,1,191.96,27.009,0
13.398,2.5951,1,190.81,27.086,0
54.954,4.0065,1,194.98,26.82,0
92.891,4.5314,1,194.83,26.89,0
89.457,4.4938,1,194.49,26.939,0
14.772,2.6927,1,197.32,13.386,0
8.2535,2.1106,1,198.67,13.326,0
25.164,3.2254,1,181.95,17.161,0
17.03,2.835,1,202.38,13.009,0
3.3438,1.2071,1,173.14,14.201,0
0.55981,-0.58016,1,191.94,15.668,0
2.6871,0.98845,1,193.31,15.622,0
6.4402,1.8626,1,197.49,13.388,0
11.529,2.4448,1,198.82,13.625,0
39.779,3.6833,1,181.75,17.11,0
33.248,3.504,1,198.83,13.543,0
6.0599,1.8017,1,198.81,15.229,0
184.01,5.215,1,202.51,13.311,0
21.252,3.0565,1,179.13,24.582,0
84.328,4.4347,1,194.15,26.905,0
16.405,2.7976,1,179.11,24.537,0
29.779,3.3938,1,193.48,26.966,0
3.8285,1.3425,1,198.88,17.556,0
4.0271,1.393,1,179.84,24.497,0
30.203,3.408,1,179.82,25.158,0
16.082,2.7777,1,179.75,25.223,0
103.38,4.6384,1,181.92,25.254,0
124.51,4.8244,1,181.72,25.197,0
364.62,5.8988,1,181.95,25.264,0
630.26,6.4461,1,181.89,25.281,0
9.4006,2.2408,1,182.04,24.677,0
7.8791,2.0642,1,181.46,24.685,0
2.9504,1.082,1,181.25,25.197,0
84.282,4.4342,1,181.82,25.285,0
49.095,3.8938,1,181.89,25.316,0
277.15,5.6246,1,182.03,25.267,0
240.39,5.4823,1,181.99,25.321,0
748.46,6.618,1,182.09,25.316,0
127.19,4.8457,1,182.03,25.373,0
451.43,6.1124,1,182.09,25.335,0
190.48,5.2496,1,182.09,25.191,0
144.1,4.9705,1,182.02,25.237,0
212.54,5.3591,1,182.09,25.364,0
72.023,4.277,1,182.12,25.266,0
93.965,4.5429,1,182.23,25.192,0
36.12,3.5868,1,182.28,25.237,0
10.117,2.3142,1,179.12,24.665,0
4.9557,1.6005,1,183.88,24.729,0
53.607,3.9817,1,182.56,25.309,0
11.095,2.4065,1,184.79,25.297,0
13.525,2.6046,1,184.59,25.217,0
14.703,2.688,1,185.29,25.325,0
51.268,3.9371,1,197.02,28.998,0
182.35,5.2059,1,195.43,29.045,0
50.286,3.9177,1,195.43,29,0
13.776,2.6229,1,197.72,24.865,0
8.4005,2.1283,1,202.39,32.571,0
17.424,2.8578,1,201.49,31.618,0
25.443,3.2364,1,201.75,32.706,0
13.305,2.5881,1,201.65,32.761,0
3.7703,1.3272,1,175.87,27.7,0
7.3822,1.9991,1,179.55,27.915,0
92.147,4.5234,1,182.38,27.995,0
6.7952,1.9162,1,182.45,28.031,0
26.975,3.2949,1,182.38,27.919,0
165.48,5.1089,1,181.69,27.908,0
479.23,6.1722,1,181.59,27.965,0
69.502,4.2413,1,181.67,28.026,0
155.88,5.0491,1,181.36,27.943,0
42.508,3.7497,1,181.83,28.049,0
28.101,3.3358,1,185.68,28.077,0
79.506,4.3758,1,186.69,27.912,0
6.1426,1.8152,1,186.69,28.058,0
6.729,1.9064,1,191.18,27.014,0
5.9997,1.7917,1,181.07,17.244,0
84.089,4.4319,1,181.04,17.207,0
5.2225,1.653,1,180.88,17.15,0
1.5936,0.46598,1,179.91,14.459,0
135.59,4.9096,1,183.36,16.099,0
30.872,3.4299,1,183.11,16.209,0
37.895,3.6348,1,183.28,16.086,0
4.3636,1.4733,1,180.39,16.212,0
5.3389,1.675,1,182.86,18.496,0
5.7081,1.7419,1,184.07,18.413,0
0.58729,-0.53224,1,195.28,17.771,0
5.247,1.6577,1,199.12,17.45,0
159.74,5.0736,1,200.94,31.566,0
24.052,3.1802,1,200.93,31.516,0
8.1,2.0919,1,201.57,31.43,0
9.6649,2.2685,1,196.64,24.963,0
3.9218,1.3665,1,197.99,24.701,0
4.1806,1.4305,1,197.85,24.86,0
36.341,3.5929,1,200.46,31.563,0
8.9384,2.1904,1,189.42,27.13,0
15.304,2.7281,1,200.46,31.562,0
76.982,4.3436,1,171.18,24.001,0
142.57,4.9599,1,171.45,24.093,0
38.116,3.6406,1,171.44,24.14,0
48.089,3.8731,1,171.33,24.053,0
8.5436,2.1452,1,173.9,15.975,0
49.97,3.9114,1,195.01,26.898,0
25.461,3.2371,1,192.43,26.892,0
9.457,2.2468,1,195.99,26.729,0
66.343,4.1948,1,195.28,26.809,0
75.3,4.3215,1,194.76,26.816,0
162.44,5.0903,1,194.84,26.797,0
43.688,3.7771,1,173.78,15.959,0
2.4572,0.89902,1,203.64,13.024,0
284.27,5.6499,1,194.51,26.86,0
3.4892,1.2497,1,175.75,24.37,0
2.934,1.0764,1,170.63,13.267,0
2.3572,0.85749,1,183.77,13.595,0
13.644,2.6133,1,178.15,13.468,0
77.667,4.3524,1,195.08,37.046,0
4.7981,1.5682,1,169.05,36.82,0
23.536,3.1585,1,167.32,36.021,0
110.58,4.7058,1,167.2,36.113,0
87.175,4.4679,1,167.24,36.099,0
282.72,5.6445,1,167.22,36.117,0
16.725,2.8169,1,167.06,36.131,0
21.513,3.0687,1,165.15,35.631,0
23.229,3.1454,1,165.1,35.602,0
20.107,3.0011,1,168.92,36.653,0
11.162,2.4125,1,168.01,27.631,0
2.8964,1.0635,1,167.94,27.537,0
5.6707,1.7353,1,171.25,27.525,0
5.3929,1.6851,1,171.21,29.48,0
14.211,2.654,1,171.53,27.91,0
1.923,0.65389,1,172.72,13.39,0
400.6,5.993,1,189.01,26.785,0
24.174,3.1853,1,188.37,26.738,0
16.27,2.7894,1,188.43,26.617,0
19.51,2.9709,1,188.38,26.78,0
7.8803,2.0644,1,190.7,26.64,0
2.9888,1.0949,1,196.52,36.773,0
29.173,3.3733,1,172.12,27.569,0
8.6707,2.16,1,172.08,27.622,0
61.857,4.1248,1,190.22,26.728,0
21.618,3.0735,1,190.31,26.736,0
19.04,2.9465,1,172.36,28.082,0
5.3364,1.6745,1,172.43,28.023,0
6.4829,1.8692,1,173.03,28.056,0
21.267,3.0572,1,187.1,26.784,0
40.387,3.6985,1,194.12,26.543,0
85.513,4.4487,1,193.18,26.47,0
38.889,3.6607,1,193.23,26.595,0
39.698,3.6813,1,193.26,26.477,0
10.256,2.3278,1,186.45,26.74,0
204.24,5.3193,1,186.44,26.767,0
6.8993,1.9314,1,186.57,26.831,0
2.9345,1.0766,1,177.94,29.997,0
7.0433,1.9521,1,178.9,29.996,0
3.1766,1.1558,1,199.17,26.132,0
24.947,3.2168,1,203.78,25.495,0
26.873,3.2911,1,203.69,25.45,0
20.258,3.0085,1,202.89,25.627,0
6.9715,1.9418,1,203.96,25.425,0
13.207,2.5807,1,178.5,13.577,0
4.0576,1.4006,1,178.9,13.59,0
18.8,2.9338,1,192.98,26.558,0
64.848,4.172,1,188.95,26.755,0
42.988,3.7609,1,188.64,26.658,0
