#field_value,log_field_value,mass,RA,DEC,Z
3.7277,1.3158,1,181.68,27.6,0
62.404,4.1336,1,180.86,20.242,0
455.37,6.1211,1,180.91,20.253,0
275.36,5.6181,1,180.95,20.202,0
29.416,3.3815,1,180.73,20.362,0
95.964,4.564,1,180.73,20.202,0
4544.6,8.4217,1,181.04,20.185,0
571.44,6.3482,1,181.06,20.21,0
331.66,5.8041,1,181.03,20.324,0
338.71,5.8251,1,181.14,20.205,0
19.399,2.9652,1,181.5,27.639,0
1602.8,7.3795,1,185.01,20.408,0
21.889,3.086,1,181.36,28.575,0
11.205,2.4164,1,181.86,28.53,0
68.785,4.231,1,183.2,27.501,0
1.2849,0.25065,1,193.44,20.093,0
4.5581,1.5169,1,179.98,22.718,0
16.945,2.83,1,181,22.864,0
17.448,2.8592,1,180.7,23.894,0
53.54,3.9804,1,183.08,27.53,0
5.2983,1.6674,1,167.09,13.856,0
53.84,3.986,1,179.77,24.989,0
38.798,3.6584,1,170.8,14.111,0
3.5912,1.2785,1,201.01,15.619,0
265.86,5.583,1,201.05,15.594,0
979.64,6.8872,1,183.82,23.958,0
286.59,5.6581,1,183.96,24.007,0
286.29,5.657,1,183.89,24.003,0
970.06,6.8774,1,183.93,24.004,0
6.6633,1.8966,1,182.02,28.667,0
7.0558,1.9539,1,182.99,27.643,0
60.676,4.1056,1,183.55,24.07,0
26.185,3.2652,1,183.53,28.679,0
8.6007,2.1518,1,174.34,31.923,0
6.2359,1.8303,1,169.16,31.859,0
339.44,5.8273,1,169.55,31.977,0
37.359,3.6206,1,169.52,31.91,0
2.0817,0.73321,1,170.25,31.631,0
7.2885,1.9863,1,170.22,31.46,0
21.511,3.0685,1,165.13,35.276,0
8.1672,2.1001,1,165.13,35.222,0
1.9131,0.64873,1,165.01,35.28,0
1.01,0.0099447,1,165.41,30.901,0
3.0812,1.1253,1,166.16,31.078,0
23.542,3.1588,1,174.91,31.889,0
11.546,2.4463,1,183.44,28.649,0
5.6299,1.7281,1,175.05,32.017,0
3.232,1.1731,1,175.11,32.52,0
10.024,2.305,1,174.91,32.338,0
7.631,2.0322,1,176.02,32.453,0
14.814,2.6956,1,197.33,28.213,0
43.871,3.7813,1,196.81,28.258,0
110.6,4.7059,1,196.13,28.302,0
109.44,4.6953,1,187.78,36.619,0
10.365,2.3385,1,187.84,36.574,0
15.296,2.7276,1,188.08,36.513,0
1.7083,0.53549,1,188.59,36.512,0
6.7582,1.9108,1,189.32,36.458,0
47.96,3.8704,1,195.98,28.311,0
731.42,6.595,1,195.22,28.366,0
71.752,4.2732,1,194.36,28.44,0
64.612,4.1684,1,194.32,28.439,0
1.3489,0.29928,1,173.92,36.395,0
9.3657,2.2371,1,195.35,36.113,0
11.776,2.4661,1,194.99,36.068,0
11.138,2.4104,1,184.66,28.738,0
37.808,3.6325,1,184.01,28.742,0
4.5996,1.526,1,165.61,35.337,0
11.268,2.4219,1,166.96,35.685,0
6.4627,1.8661,1,170.93,36.15,0
1.8188,0.5982,1,174.73,32.499,0
10.65,2.3656,1,173.69,32.232,0
10.079,2.3105,1,183.72,27.693,0
13.741,2.6204,1,185.71,28.563,0
12.254,2.5059,1,188.31,27.584,0
27.761,3.3236,1,189.51,27.614,0
31.32,3.4443,1,189.31,27.533,0
284.94,5.6523,1,195.45,28.172,0
159.34,5.071,1,195.55,28.215,0
75.468,4.3237,1,195.43,28.298,0
543.29,6.2976,1,195.54,28.192,0
11.347,2.4289,1,175.73,27.277,0
5.8493,1.7663,1,175.57,27.316,0
14.241,2.6561,1,175.75,27.397,0
14.224,2.6549,1,176.06,27.236,0
45.032,3.8074,1,178.55,25.035,0
13.465,2.6001,1,178.57,24.973,0
11.111,2.408,1,178.88,24.944,0
397.25,5.9846,1,180.99,20.313,0
554.39,6.3179,1,181.02,20.247,0
294.2,5.6842,1,181.09,20.258,0
5.0435,1.6181,1,183.14,22.783,0
18.095,2.8956,1,183.83,28.632,0
112.69,4.7247,1,184.88,28.703,0
72.875,4.2887,1,184.96,28.729,0
440.78,6.0886,1,184.92,28.725,0
19.23,2.9564,1,185.31,28.554,0
16.575,2.8079,1,185.16,28.634,0
8.329,2.1197,1,186.68,28.591,0
21.43,3.0648,1,186.92,28.698,0
17.689,2.873,1,190.28,27.462,0
10.825,2.3819,1,166.89,23.908,0
2.823,1.0378,1,190.42,28.65,0
4.985,1.6064,1,190.41,28.569,0
11.741,2.4631,1,191.19,27.5,0
48.568,3.883,1,191.87,27.458,0
78.829,4.3673,1,192.96,27.361,0
93.471,4.5376,1,192.62,27.435,0
35.645,3.5736,1,192.65,27.483,0
172.71,5.1516,1,192.57,27.38,0
62.86,4.1409,1,193.15,27.459,0
373.75,5.9236,1,192.79,27.407,0
54.471,3.9977,1,192.44,27.369,0
49.301,3.8979,1,192.25,27.376,0
43.935,3.7827,1,193.3,27.323,0
18.036,2.8923,1,196.3,28.152,0
71.184,4.2653,1,196.47,28.112,0
1282.3,7.1564,1,196.18,28.252,0
574.64,6.3537,1,196.15,28.251,0
79.598,4.377,1,196.45,28.107,0
21.676,3.0762,1,196.21,28.269,0
49.197,3.8958,1,196.17,28.228,0
4.0343,1.3948,1,197.83,27.967,0
21.764,3.0802,1,198.47,28.071,0
24.599,3.2027,1,202.79,27.314,0
2.9055,1.0666,1,203.93,27.409,0
7.15,1.9671,1,204.27,27.239,0
42.48,3.749,1,204.85,26.995,0
16.632,2.8113,1,204.88,27.107,0
4.5286,1.5104,1,167.04,23.976,0
24.659,3.2052,1,166.44,19.785,0
1.7179,0.54113,1,166.9,19.868,0
4.5027,1.5047,1,167.83,19.991,0
1.9733,0.6797,1,168.4,24.207,0
6.7035,1.9026,1,169.97,24.388,0
1275.2,7.1508,1,170.58,24.308,0
121.73,4.8018,1,170.59,24.363,0
43.274,3.7676,1,170.43,24.291,0
186.54,5.2286,1,170.54,24.312,0
29.015,3.3678,1,170.25,24.303,0
5.634,1.7288,1,173.02,24.67,0
39.917,3.6868,1,173.27,24.686,0
7.7254,2.0445,1,174.38,24.68,0
40.554,3.7026,1,174.88,22.493,0
58.911,4.076,1,174.95,22.412,0
3.4578,1.2406,1,175.66,24.823,0
336.89,5.8198,1,175.99,20.19,0
357.84,5.8801,1,176,20.077,0
236.02,5.4639,1,176.08,20.042,0
217.57,5.3825,1,176.02,20.099,0
684.94,6.5293,1,176,20.029,0
233.04,5.4512,1,176.13,20.077,0
234.19,5.4561,1,176.11,19.998,0
1843.5,7.5194,1,176.11,20.103,0
247.64,5.512,1,176.13,20.107,0
241.15,5.4854,1,176.2,20.122,0
95.24,4.5564,1,176.28,20.156,0
127.34,4.8468,1,175.81,20.132,0
113.31,4.7301,1,175.67,20.173,0
738.75,6.605,1,175.99,20.031,0
173.98,5.1589,1,175.92,20.027,0
5.2564,1.6594,1,176.53,22.539,0
46.099,3.8308,1,178.13,22.757,0
4.5622,1.5178,1,178.23,22.625,0
9.6517,2.2671,1,178.99,22.639,0
5.9318,1.7803,1,178.99,22.739,0
1.0383,0.037548,1,177.34,24.938,0
18.724,2.9298,1,178.14,25.043,0
12.132,2.4958,1,177.2,20.167,0
18.889,2.9386,1,177.77,20.147,0
17.587,2.8672,1,177.65,20.213,0
18.751,2.9312,1,177.62,20.086,0
8.0803,2.0894,1,183.02,16.762,0
2.8995,1.0645,1,185.32,16.744,0
0.73401,-0.30923,1,187.68,16.421,0
5.1904,1.6468,1,187.36,16.695,0
3.5903,1.2782,1,192.98,16.283,0
2.0291,0.7076,1,194.89,16.195,0
2.2496,0.81075,1,198.39,15.992,0
57.722,4.0556,1,199.98,15.851,0
42.935,3.7597,1,199.81,15.881,0
73.821,4.3016,1,180.44,20.328,0
15.666,2.7515,1,180.33,20.197,0
100.32,4.6084,1,180.37,20.311,0
74.517,4.311,1,180.62,20.224,0
203.23,5.3144,1,180.56,20.169,0
99.476,4.5999,1,180.51,20.265,0
17.616,2.8688,1,180.47,20.188,0
116.24,4.7557,1,180.93,20.309,0
268.54,5.593,1,180.69,20.163,0
553.21,6.3157,1,181.04,20.348,0
2644.7,7.8803,1,181,20.322,0
248,5.5134,1,181.02,20.187,0
1998.5,7.6002,1,181.04,20.206,0
905.13,6.8081,1,181.01,20.232,0
214.36,5.3676,1,181.05,20.174,0
1267,7.1444,1,181.03,20.235,0
549.78,6.3095,1,180.95,20.351,0
372.5,5.9202,1,180.98,20.218,0
1587.1,7.3697,1,180.97,20.208,0
568.86,6.3436,1,181,20.337,0
33.485,3.5111,1,181.4,20.203,0
121.3,4.7983,1,181.37,20.247,0
240.23,5.4816,1,181.31,20.298,0
149.99,5.0106,1,181.12,20.316,0
129.66,4.8649,1,181.17,20.233,0
751.33,6.6218,1,181.11,20.264,0
221.19,5.399,1,181.45,20.326,0
59.489,4.0858,1,181.5,20.263,0
193.46,5.2651,1,181.31,20.291,0
444.6,6.0972,1,181.44,20.358,0
95.737,4.5616,1,181.53,20.37,0
119.37,4.7822,1,181.31,20.311,0
1123.3,7.024,1,181.17,20.228,0
378.84,5.9371,1,181.37,20.309,0
4.2149,1.4386,1,182.86,20.333,0
2.1079,0.74568,1,183.9,20.344,0
104.61,4.6502,1,184.84,20.392,0
112.12,4.7195,1,184.96,20.402,0
199.61,5.2964,1,185.02,20.402,0
31.747,3.4578,1,185.04,20.401,0
2.6324,0.96789,1,186.18,20.258,0
13.458,2.5996,1,188.41,20.24,0
4.4227,1.4867,1,188.54,20.211,0
1.2406,0.2156,1,191.61,20.289,0
2.8714,1.0548,1,181.99,22.796,0
247.08,5.5097,1,169.58,23.421,0
64.312,4.1638,1,169.53,23.397,0
14.997,2.7078,1,169.36,23.347,0
8.8562,2.1811,1,168.69,23.405,0
7.1014,1.9603,1,168.86,23.335,0
9.8705,2.2895,1,168.91,23.423,0
30.584,3.4205,1,171.41,23.695,0
12.536,2.5286,1,172.16,23.671,0
28.851,3.3622,1,172.4,23.732,0
18.401,2.9124,1,175.7,20.91,0
21.146,3.0514,1,175.04,20.794,0
11.506,2.4429,1,174.99,20.837,0
17.084,2.8381,1,176.26,20.852,0
67.086,4.206,1,176.48,21.026,0
68.572,4.2279,1,176.56,21.024,0
38.121,3.6408,1,176.4,20.99,0
40.008,3.6891,1,176.7,21.032,0
31.634,3.4542,1,177.18,21.015,0
32.148,3.4704,1,177.3,20.938,0
70.495,4.2555,1,177.25,21.086,0
79.74,4.3788,1,177.96,21.051,0
100.24,4.6075,1,177.66,20.907,0
78.762,4.3664,1,177.85,21.068,0
77.787,4.354,1,177.55,21.007,0
3.7863,1.3314,1,178.22,16.809,0
4.0006,1.3864,1,178.35,17.373,0
19.831,2.9872,1,179.44,21.067,0
55.431,4.0151,1,179.46,22.258,0
92.364,4.5257,1,179.49,22.249,0
14.511,2.6749,1,179.25,21.167,0
466.86,6.146,1,178,21.108,0
9.2059,2.2198,1,178.14,22.31,0
39.872,3.6857,1,179.24,22.347,0
99.04,4.5955,1,179.27,22.313,0
43.074,3.7629,1,177.92,20.959,0
23.795,3.1695,1,178.2,20.965,0
55.955,4.0246,1,181.72,16.992,0
36.838,3.6065,1,181.92,17.303,0
6.2624,1.8346,1,180.45,17.418,0
80.921,4.3935,1,181.79,16.996,0
7.7042,2.0418,1,182.1,17.33,0
4.118,1.4154,1,187.84,16.885,0
3.5574,1.269,1,188.47,16.894,0
11.303,2.4251,1,188.7,16.878,0
2.203,0.78982,1,197.27,16.63,0
78.463,4.3626,1,199.88,15.975,0
10.972,2.3953,1,204.12,16.091,0
1.8848,0.63383,1,190.31,20.666,0
6.5615,1.8812,1,180.69,22.335,0
62.842,4.1406,1,204.22,15.966,0
825.86,6.7164,1,204.4,16.053,0
4.002,1.3868,1,185.72,22.447,0
2.6153,0.96137,1,176.58,17.238,0
104.14,4.6457,1,175.75,26.257,0
127.27,4.8463,1,168.38,23.305,0
1.2627,0.23329,1,189.53,22.314,0
7.9786,2.0768,1,199.29,30.543,0
76.549,4.3379,1,180.8,33.303,0
32.116,3.4693,1,180.77,33.316,0
38.396,3.6479,1,176.89,33.167,0
23.598,3.1612,1,176.99,33.091,0
53.239,3.9748,1,176.45,33.148,0
2.0434,0.71462,1,179.55,33.265,0
49.886,3.9097,1,169.6,23.541,0
3.7778,1.3291,1,171.02,20.542,0
5.1439,1.6378,1,169.92,23.515,0
19.339,2.9621,1,171.81,23.77,0
30.819,3.4281,1,178.34,21.022,0
14.446,2.6704,1,179.23,20.964,0
2.1417,0.7616,1,180.1,16.847,0
11.09,2.4061,1,184.47,17.442,0
4.6751,1.5423,1,184.65,16.974,0
4.9485,1.5991,1,184,16.959,0
71.048,4.2634,1,183.35,16.958,0
14.223,2.6549,1,183.26,16.92,0
15.811,2.7607,1,183.45,16.933,0
14.142,2.6491,1,183.09,16.977,0
5.6084,1.7243,1,183.06,17.283,0
14.363,2.6647,1,185.75,16.983,0
16.549,2.8063,1,185.77,16.942,0
201.41,5.3054,1,185.2,17.016,0
22.977,3.1345,1,185.25,17.023,0
13.823,2.6263,1,185.16,17.045,0
7.6486,2.0345,1,184.45,17.475,0
2.3309,0.84627,1,199.02,16.506,0
4.1876,1.4321,1,201.29,15.854,0
13.333,2.5902,1,201.28,15.84,0
9.6211,2.264,1,199.75,15.911,0
178.44,5.1843,1,204.39,16.067,0
94.425,4.5478,1,204.22,15.968,0
20.449,3.018,1,180.69,21.16,0
123.09,4.8129,1,185.16,20.661,0
2.9157,1.0701,1,185.16,20.673,0
67.925,4.2184,1,181.31,21.214,0
32.657,3.486,1,182.04,22.342,0
11.283,2.4233,1,179.68,22.217,0
33.621,3.5151,1,182.11,22.417,0
5.512,1.7069,1,181.75,22.388,0
31.643,3.4545,1,182.09,22.408,0
32.927,3.4943,1,184.84,22.325,0
37.501,3.6244,1,179.87,21.011,0
28.141,3.3372,1,190.77,31.151,0
21.099,3.0492,1,190.68,31.141,0
2.8023,1.0305,1,190.05,31.177,0
4.7756,1.5635,1,169.64,32.437,0
201.24,5.3045,1,175.76,26.259,0
14.261,2.6575,1,187.08,22.417,0
16.051,2.7758,1,185.42,22.352,0
6.0481,1.7997,1,184.77,22.334,0
5.2176,1.652,1,179,33.247,0
19.003,2.9446,1,172.41,23.656,0
13.997,2.6389,1,193.47,31.107,0
42.309,3.745,1,192.71,31.04,0
6.1872,1.8225,1,192.4,31.118,0
17.475,2.8608,1,192.77,31.153,0
3.4403,1.2356,1,184.81,22.431,0
1.7246,0.54499,1,187.46,22.372,0
9.9214,2.2947,1,187.35,22.364,0
3.5169,1.2576,1,196.4,30.791,0
4.0682,1.4032,1,195.16,14.603,0
5.745,1.7483,1,199.51,14.44,0
3.591,1.2784,1,199.5,14.378,0
120.5,4.7917,1,200.97,14.333,0
84.034,4.4312,1,200.97,14.372,0
35.518,3.57,1,200.93,14.425,0
18.392,2.9119,1,201.11,14.261,0
14.513,2.6751,1,201.4,14.215,0
9.7175,2.2739,1,194.15,30.769,0
3.7518,1.3222,1,183.36,37.699,0
4.6082,1.5278,1,167.63,35.944,0
4.6758,1.5424,1,166.55,35.702,0
9.4941,2.2507,1,167.15,35.75,0
2.0086,0.69741,1,170.95,36.277,0
13.23,2.5825,1,183.67,14.912,0
8.1816,2.1019,1,183.96,14.848,0
2.4855,0.91047,1,186.12,14.987,0
3.5468,1.266,1,166.15,20.081,0
0.97564,-0.024659,1,187.17,14.788,0
1.8565,0.61871,1,192.29,14.808,0
14.343,2.6633,1,167.09,35.865,0
10.221,2.3244,1,181.3,37.624,0
14.303,2.6605,1,190.8,31.056,0
187.28,5.2326,1,190.81,31.085,0
3.9813,1.3816,1,191.14,31.085,0
35.824,3.5786,1,176.35,19.158,0
8.9644,2.1933,1,178,18.343,0
2.8877,1.0605,1,174.38,19.043,0
4.3357,1.4669,1,179.5,18.569,0
14.97,2.706,1,178.11,18.351,0
344.4,5.8418,1,197.96,14.62,0
8.3681,2.1244,1,181.87,18.475,0
1.7939,0.58436,1,172.32,18.75,0
24.394,3.1943,1,203.37,17.471,0
5.8692,1.7697,1,172.41,18.769,0
67.273,4.2088,1,165.52,33.575,0
9.6542,2.2674,1,182.97,37.171,0
4.4927,1.5025,1,198.95,19.636,0
3.3343,1.2043,1,179.13,18.359,0
49.045,3.8927,1,177.97,18.546,0
21.064,3.0475,1,177.87,18.582,0
3.932,1.3692,1,165.7,17.722,0
19.767,2.984,1,165.22,18.142,0
13.369,2.593,1,165.17,18.102,0
4.0874,1.4079,1,178.41,18.316,0
1.4307,0.35819,1,165.02,17.424,0
19.741,2.9827,1,183.01,14.905,0
14.763,2.6921,1,183.26,14.933,0
6.2156,1.8271,1,182.88,14.811,0
29.276,3.3768,1,165.06,17.489,0
11.523,2.4443,1,165.5,17.516,0
2.9057,1.0667,1,167.45,17.596,0
1.87,0.62592,1,167.41,18.059,0
2.1543,0.76748,1,189.93,14.87,0
1.0256,0.025255,1,193.36,14.642,0
15.162,2.7188,1,166.84,18.431,0
3.7056,1.3099,1,197.79,14.573,0
6.3205,1.8438,1,200.48,14.333,0
40.974,3.7129,1,197.94,14.57,0
10.412,2.343,1,197.99,14.566,0
2.5611,0.94043,1,166.75,18.366,0
15.746,2.7566,1,166.84,18.41,0
17.408,2.8569,1,166.4,19.691,0
2.8183,1.0361,1,181.48,18.634,0
5.4227,1.6906,1,196.9,17.783,0
11.663,2.4565,1,196.94,17.801,0
18.061,2.8938,1,196.91,17.793,0
3.9041,1.362,1,202.63,17.563,0
4.2116,1.4378,1,171.73,18.833,0
4.7351,1.555,1,173.25,18.849,0
2.2445,0.80847,1,174.28,18.194,0
4.6483,1.5365,1,191.58,31.085,0
0.55041,-0.59709,1,193.24,19.916,0
26.863,3.2907,1,165.24,35.619,0
8.7918,2.1738,1,193.97,30.935,0
11.292,2.4241,1,183.22,37.555,0
11.037,2.4013,1,200.04,29.945,0
2.5781,0.94704,1,201.6,29.684,0
1.7521,0.56083,1,173.53,36.683,0
1.6555,0.50411,1,178.53,37.361,0
5.3357,1.6744,1,168.03,35.879,0
3.5368,1.2632,1,182.28,37.111,0
5.5797,1.7191,1,201.09,19.369,0
6.5016,1.872,1,165.58,33.449,0
2.6751,0.984,1,165.45,33.628,0
3.3087,1.1966,1,181.65,37.563,0
28.49,3.3496,1,169.26,36.141,0
12.301,2.5097,1,169.46,36.217,0
8.2947,2.1156,1,169.39,36.064,0
9.9651,2.2991,1,203.27,17.597,0
9.2091,2.2202,1,178.53,18.528,0
2.9387,1.078,1,175.01,18.566,0
210.28,5.3484,1,192.27,30.926,0
40.663,3.7053,1,192.4,30.846,0
6.5682,1.8822,1,192.2,30.982,0
30.835,3.4287,1,192.19,30.889,0
16.697,2.8152,1,192.63,30.847,0
1.7041,0.53305,1,200.4,26.305,0
13.825,2.6265,1,176.17,19.053,0
4.6025,1.5266,1,176.37,18.563,0
13.966,2.6366,1,176.34,18.656,0
579.09,6.3615,1,190.8,31.087,0
39.958,3.6878,1,192.63,30.847,0
7.981,2.0771,1,183.34,14.805,0
2.2129,0.79431,1,186.02,14.96,0
0.85888,-0.15213,1,196.63,14.531,0
2.6415,0.97134,1,190.67,18.231,0
1.594,0.46627,1,191.97,18.053,0
1.2356,0.21158,1,192.88,18.065,0
2.8197,1.0366,1,170.55,18.346,0
0.54461,-0.60768,1,193.38,18.04,0
18.348,2.9095,1,196.59,17.828,0
15.366,2.7322,1,204.21,17.253,0
8.5728,2.1486,1,204.23,17.4,0
63.274,4.1475,1,171.58,18.836,0
10.309,2.333,1,204.34,17.397,0
23.393,3.1524,1,190.11,31.155,0
10.683,2.3686,1,193.4,30.985,0
10.658,2.3663,1,169.29,36.063,0
23.997,3.1779,1,182.57,36.725,0
3.4312,1.2329,1,172.63,36.118,0
20.539,3.0223,1,172.62,36.025,0
2.1095,0.74645,1,173.19,36.137,0
2.7552,1.0135,1,198.77,24.939,0
24.321,3.1913,1,166.14,29.833,0
57.83,4.0575,1,166.29,29.838,0
32.886,3.4931,1,166.41,29.78,0
94.077,4.5441,1,166.31,29.866,0
49.142,3.8947,1,168.51,28.626,0
132.36,4.8855,1,167.96,28.586,0
37.329,3.6198,1,167.99,28.488,0
240.77,5.4838,1,167.04,28.531,0
52.431,3.9595,1,166.97,28.501,0
5.2066,1.6499,1,167.06,28.414,0
748.96,6.6187,1,167.06,28.543,0
12.008,2.4855,1,169.12,28.699,0
96.894,4.5736,1,169.13,28.776,0
16.905,2.8276,1,169.01,28.789,0
44.51,3.7957,1,168.51,28.629,0
198.1,5.2888,1,167.83,28.525,0
165.26,5.1075,1,167.87,28.591,0
104.44,4.6486,1,167.96,28.598,0
604.71,6.4048,1,167.87,28.617,0
7.9589,2.0743,1,169.47,30.157,0
13.208,2.5808,1,172.29,29.105,0
3.2646,1.1831,1,171.47,28.987,0
4.0756,1.405,1,174.35,30.711,0
3.8836,1.3568,1,179.95,29.641,0
2.9535,1.083,1,179.37,31.084,0
7.5911,2.027,1,179.77,30.963,0
9.2105,2.2203,1,188.4,20.06,0
247.2,5.5102,1,188.48,20.167,0
4.1394,1.4205,1,191.09,20.024,0
3.0581,1.1178,1,191.06,20.031,0
14.384,2.6661,1,199.48,23.261,0
3.586,1.277,1,180.57,24.375,0
9.1199,2.2105,1,179.57,24.316,0
17.763,2.8771,1,182.38,31.148,0
1.5363,0.42937,1,202.77,22.902,0
2.1669,0.77332,1,185.12,31.172,0
6.796,1.9163,1,188.29,31.143,0
24.522,3.1996,1,202.33,12.66,0
12.094,2.4927,1,184.16,24.37,0
8.3957,2.1277,1,184.37,24.486,0
6.0994,1.8082,1,182.8,24.546,0
1.1091,0.10354,1,193.69,24.206,0
1.7656,0.5685,1,192.72,25.259,0
7.9185,2.0692,1,166.14,16.062,0
3.5274,1.2606,1,166.24,16.178,0
4.4916,1.5022,1,166.1,16.107,0
7.0742,1.9565,1,178.45,16.443,0
9.251,2.2247,1,178.05,16.348,0
2.0836,0.73411,1,177.32,16.372,0
96.976,4.5745,1,184.88,20.186,0
131.57,4.8796,1,167.06,28.541,0
13.091,2.5719,1,166.79,28.426,0
13.803,2.6249,1,166.16,28.228,0
4.9441,1.5982,1,166.15,28.307,0
455.06,6.1204,1,167.88,28.643,0
108.15,4.6835,1,167.78,28.482,0
239.04,5.4766,1,167.68,28.458,0
112.68,4.7246,1,167.63,28.477,0
86.915,4.4649,1,167.57,28.571,0
29.731,3.3922,1,184.84,20.152,0
9.9483,2.2974,1,184.6,20.142,0
50.727,3.9264,1,184.56,20.011,0
22.332,3.106,1,184.92,20.147,0
1.5621,0.44602,1,193.97,25.183,0
7.6032,2.0286,1,203.8,28.536,0
2.6866,0.98827,1,204.74,22.731,0
83.19,4.4211,1,204.72,22.749,0
9.2365,2.2232,1,203.91,35.618,0
0.88135,-0.1263,1,188.07,37.528,0
18.746,2.931,1,195.04,29.466,0
8.1464,2.0976,1,195.03,29.463,0
1.3996,0.33617,1,174.65,36.408,0
1.2406,0.21562,1,176.14,36.448,0
54.016,3.9893,1,181.17,20.155,0
10.485,2.3499,1,181.61,20.116,0
4.5974,1.5255,1,196.36,25.191,0
27.377,3.3097,1,181.23,19.982,0
10.354,2.3373,1,181.62,20.02,0
12.788,2.5485,1,194.78,36.411,0
37.117,3.6141,1,195.48,36.229,0
12.87,2.5549,1,195.18,36.346,0
6.8209,1.92,1,195.42,36.29,0
28.649,3.3551,1,195.22,37.065,0
46.529,3.8401,1,195.14,37.072,0
0.62304,-0.47314,1,198.5,37.696,0
12.706,2.5421,1,182.58,20.089,0
26.821,3.2892,1,182.67,20.035,0
3.8407,1.3457,1,201.72,36.05,0
4.0077,1.3882,1,202.42,37.267,0
2.0237,0.70491,1,180.53,36.747,0
1.9842,0.68522,1,181.03,36.786,0
2.5277,0.92733,1,181.83,36.657,0
8.9144,2.1877,1,199.99,23.229,0
2.7665,1.0176,1,199.78,23.358,0
4.0884,1.4082,1,180.98,31.107,0
21721,9.986,1,181.19,31.16,0
1.3458,0.297,1,200.53,24.72,0
5.3037,1.6684,1,200.49,24.729,0
6.8678,1.9268,1,204.09,22.775,0
263.17,5.5728,1,167.73,28.544,0
319.86,5.7679,1,167.73,28.47,0
165.34,5.108,1,167.73,28.562,0
153,5.0304,1,167.72,28.596,0
101.81,4.6231,1,167.54,28.612,0
30.81,3.4278,1,167.29,28.42,0
195.24,5.2742,1,167.08,28.433,0
2.8078,1.0324,1,177.7,29.415,0
3.3786,1.2175,1,190.79,19.928,0
16.365,2.7951,1,181.78,31.06,0
4.7154,1.5508,1,183,24.526,0
6.0586,1.8015,1,184.09,31.212,0
3.0731,1.1227,1,185.78,31.051,0
3.0425,1.1127,1,189.16,24.429,0
2.5241,0.9259,1,167.28,16.262,0
722.85,6.5832,1,195.01,27.731,0
368.84,5.9104,1,194.95,27.71,0
711.18,6.5669,1,194.98,27.746,0
963.12,6.8702,1,195.47,27.624,0
685.97,6.5308,1,195.45,27.604,0
8.6902,2.1622,1,204.23,25.057,0
16.222,2.7864,1,204.52,26.745,0
644.02,6.4677,1,204.59,26.76,0
7.6446,2.034,1,204.18,26.65,0
45.456,3.8167,1,204.67,26.731,0
2.7716,1.0194,1,166.02,22.637,0
5.689,1.7385,1,192.47,15.09,0
3.3483,1.2085,1,192.78,17.176,0
1.2452,0.21926,1,199.21,18.861,0
8.314,2.1179,1,201.26,18.713,0
12.207,2.502,1,200.8,18.859,0
8.3402,2.1211,1,181.67,21.293,0
1.0814,0.078212,1,192.83,21.23,0
1.5259,0.42255,1,195.59,21.071,0
3.4702,1.2442,1,166.82,26.13,0
32.3,3.4751,1,169.04,26.461,0
3.5316,1.2617,1,168.87,26.426,0
147.31,4.9926,1,169.41,26.532,0
50.996,3.9317,1,169.56,26.621,0
3.7046,1.3096,1,170.72,26.605,0
13.614,2.6111,1,172.92,26.876,0
9.4149,2.2423,1,184.39,26.398,0
11.899,2.4764,1,186.66,26.436,0
8.7288,2.1666,1,188.29,26.349,0
11.765,2.4651,1,189.76,26.304,0
18.545,2.9202,1,189.44,26.299,0
30.148,3.4061,1,189.15,26.235,0
6.9859,1.9439,1,188.79,28.056,0
2.6221,0.96398,1,192.14,26.116,0
18.461,2.9157,1,191.88,27.957,0
43.107,3.7637,1,192.49,27.822,0
73.764,4.3009,1,193.3,27.838,0
27.991,3.3319,1,193.21,27.746,0
217.56,5.3825,1,193.87,27.656,0
242.47,5.4909,1,194.77,27.644,0
294.75,5.6861,1,194.36,27.659,0
851.72,6.7473,1,194.33,27.614,0
381.97,5.9453,1,194.27,27.73,0
219.38,5.3908,1,194.08,27.751,0
360.88,5.8886,1,194.11,27.727,0
457.12,6.1249,1,194.01,27.665,0
220.22,5.3946,1,193.93,27.717,0
250.85,5.5248,1,194.03,27.678,0
136.4,4.9156,1,194.15,27.719,0
219.18,5.3899,1,194.03,27.648,0
206.41,5.3299,1,193.84,27.669,0
351.6,5.8625,1,193.85,27.798,0
26.679,3.2839,1,193.59,27.744,0
38.471,3.6499,1,193.38,27.675,0
433.81,6.0726,1,194.44,27.757,0
638.24,6.4587,1,194.33,27.747,0
352.61,5.8654,1,194.47,27.707,0
143.68,4.9676,1,194.58,27.762,0
312.43,5.7444,1,194.61,27.707,0
10.651,2.3656,1,196.32,25.958,0
201.06,5.3036,1,195.3,27.743,0
147.54,4.9941,1,195.24,27.652,0
56.724,4.0382,1,195.3,27.604,0
150.86,5.0164,1,195.52,27.7,0
45.628,3.8205,1,195.54,27.589,0
186.31,5.2274,1,195.53,27.648,0
18.142,2.8982,1,196.06,27.56,0
90.023,4.5001,1,196.07,27.506,0
46.379,3.8369,1,196.29,27.513,0
40.471,3.7006,1,196.3,27.57,0
8.1788,2.1015,1,198.03,27.323,0
2.543,0.93333,1,198.86,27.303,0
19.823,2.9868,1,200.68,27.198,0
8.1652,2.0999,1,201.91,26.966,0
1.6827,0.52039,1,201.66,27.04,0
