#plate,mjd,fiberID,RA,Dec,z,zErr
2213,53792,170,167.78261,28.481649,0.0325316,2.36835E-05
2213,53792,185,167.67745,28.458313,0.03265223,1.042794E-05
2213,53792,187,167.62551,28.477494,0.03224123,3.884026E-05
2213,53792,232,167.57449,28.571103,0.03124847,1.148539E-05
2611,54477,389,184.83709,20.152023,0.02891662,1.138373E-05
2611,54477,395,184.59939,20.141735,0.02834811,8.295687E-06
2611,54477,400,184.5634,20.01111,0.02906365,1.264667E-05
2611,54477,432,184.91588,20.146627,0.03052947,1.011401E-05
2661,54505,564,193.96815,25.182906,0.02294531,6.500833E-06
1978,53473,511,203.79631,28.536223,0.02618189,6.120126E-06
2666,54230,284,204.73549,22.730766,0.01630471,4.220294E-06
2666,54230,290,204.72486,22.7485,0.01634432,5.059041E-06
1993,53762,606,203.9057,35.618033,0.02304897,1.268516E-05
2010,53495,431,188.06504,37.528248,0.02101149,7.542763E-06
2011,53499,449,195.04468,29.466494,0.02292031,3.882653E-05
2011,53499,460,195.02735,29.462663,0.02177491,8.549435E-06
2012,53493,444,174.64518,36.408231,0.02168694,6.363031E-06
2012,53493,618,176.14167,36.448284,0.03273511,6.564068E-06
2608,54474,560,181.1704,20.155301,0.02552718,1.105762E-05
2608,54474,597,181.60515,20.116415,0.02456882,2.152031E-05
2662,54505,535,196.36198,25.191167,0.02370975,1.221068E-05
2609,54476,433,181.22945,19.981979,0.01953299,9.901107E-06
2609,54476,474,181.61839,20.019991,0.02474234,7.82538E-06
2031,53848,559,194.78447,36.411173,0.02801404,1.11843E-05
2031,53848,592,195.47563,36.228734,0.02533155,7.340642E-06
2031,53848,594,195.17775,36.345542,0.02796808,7.803103E-06
2031,53848,596,195.41591,36.290188,0.02513844,2.21998E-05
2031,53848,612,195.21889,37.065192,0.01535751,1.62042E-05
2031,53848,618,195.1445,37.071931,0.01549949,7.508496E-06
2032,53815,424,198.50339,37.696407,0.01815478,1.270238E-05
2609,54476,542,182.57861,20.089006,0.02482724,4.068648E-06
2610,54476,354,182.6707,20.034708,0.02752172,2.439933E-05
2102,54115,201,201.72073,36.049629,0.01857973,6.946082E-06
2102,54115,518,202.422,37.266851,0.01537281,5.343282E-06
2103,53467,473,180.53455,36.746571,0.02285657,6.206942E-06
2103,53467,508,181.03133,36.785977,0.0210945,4.824023E-05
2103,53467,588,181.82759,36.65709,0.02073272,1.13418E-05
2664,54524,281,199.9908,23.229162,0.02329369,1.383675E-05
2664,54524,291,199.77926,23.358036,0.02301122,2.774457E-05
6473,56363,848,180.98417,31.106858,0.02367941,1.673657E-05
6473,56363,934,181.18806,31.15955,0.02624313,6.901458E-06
2664,54524,421,200.52702,24.720333,0.02333513,6.188856E-06
2664,54524,423,200.48567,24.729017,0.02354795,8.199107E-06
2665,54232,44,204.09415,22.775171,0.03148649,6.761216E-06
2211,53786,24,167.73279,28.543805,0.03204319,1.272195E-05
2211,53786,28,167.73051,28.469577,0.0317042,7.187618E-06
2211,53786,31,167.7271,28.562253,0.03130712,1.49063E-05
2211,53786,36,167.72075,28.596214,0.03169828,1.873416E-05
2211,53786,38,167.53782,28.612031,0.03105597,7.814303E-06
2211,53786,68,167.2863,28.419703,0.03143023,2.527262E-05
2211,53786,72,167.07912,28.433314,0.03230955,2.211197E-05
2222,53799,71,177.70183,29.414677,0.02231564,1.323413E-05
2614,54481,383,190.79018,19.928041,0.02190707,7.1287E-06
2228,53818,413,181.78087,31.060388,0.0225625,9.212015E-06
2656,54484,72,183.00073,24.526332,0.0213128,2.315688E-05
2230,53799,570,184.09145,31.212194,0.02630873,1.179111E-05
2232,53827,443,185.78293,31.051202,0.02824567,7.61851E-06
2659,54498,62,189.15859,24.428774,0.02308873,8.737597E-06
2491,53855,206,167.28166,16.261825,0.03273805,9.809088E-06
2241,54169,514,195.00622,27.731279,0.02691501,2.691159E-05
2241,54169,516,194.94644,27.710309,0.02798339,6.529282E-06
2241,54169,517,194.9838,27.746328,0.02975941,1.629274E-05
2241,54169,585,195.47388,27.624451,0.02621074,7.633077E-06
2241,54169,589,195.45158,27.603974,0.02745315,9.896947E-06
2246,53767,288,204.22693,25.057329,0.03240632,5.482258E-06
2246,53767,323,204.51636,26.745351,0.0233615,1.142851E-05
2246,53767,324,204.58629,26.759764,0.030404,7.587083E-06
2246,53767,329,204.17512,26.650155,0.02599689,1.210042E-05
2246,53767,330,204.66852,26.73066,0.02939174,1.024343E-05
2486,53876,80,166.01563,22.63685,0.02674042,4.726687E-06
1770,53171,514,192.46613,15.090097,0.02212734,8.813016E-06
2602,54149,317,192.78349,17.176422,0.02218002,6.376346E-06
2618,54506,127,199.20551,18.861162,0.02290571,1.161714E-05
2619,54506,151,201.25504,18.712517,0.02240094,2.148928E-05
2619,54506,187,200.80046,18.859322,0.02879295,6.850896E-06
2644,54210,297,181.67017,21.293227,0.02492581,2.487714E-05
2649,54212,260,192.8327,21.23011,0.02321802,6.744498E-06
2650,54505,294,195.58808,21.071236,0.02143161,1.308219E-05
2212,53789,174,166.82231,26.129672,0.02198776,1.210799E-05
2214,53794,112,169.04429,26.461227,0.02908831,1.323706E-05
2214,53794,157,168.87232,26.425877,0.02885264,7.195238E-06
2214,53794,553,169.41246,26.531802,0.02778885,1.962915E-05
2214,53794,592,169.5613,26.620557,0.02783204,1.359369E-05
2216,53795,166,170.72385,26.604895,0.02001397,9.007917E-06
2219,53816,237,172.92499,26.875928,0.03242448,1.236371E-05
2231,53816,209,184.38808,26.397967,0.02495372,7.03757E-06
2233,53845,45,186.65665,26.436314,0.02391087,1.903545E-05
2235,53847,86,188.28519,26.349372,0.02418039,1.004251E-05
2236,53729,123,189.75529,26.303581,0.02602459,5.528265E-06
2236,53729,206,189.44338,26.299089,0.02209725,1.403489E-05
2236,53729,249,189.15379,26.234673,0.02279359,1.170169E-05
2236,53729,332,188.78687,28.056373,0.02487669,1.383602E-05
2238,54205,51,192.13731,26.115523,0.02135335,7.304073E-06
2238,54205,499,191.87781,27.956532,0.03182718,7.739543E-06
2240,53823,344,192.49115,27.822424,0.02307437,7.861412E-06
2240,53823,348,193.29789,27.837771,0.02312216,3.505398E-05
2240,53823,349,193.21087,27.7459,0.02003723,2.821384E-05
2240,53823,422,193.8658,27.656126,0.02340926,7.747202E-06
2241,54169,116,194.77207,27.644432,0.01812557,9.151692E-06
2241,54169,196,194.35884,27.65941,0.01686044,1.191803E-05
2241,54169,197,194.33165,27.613796,0.02589621,3.032053E-05
2241,54169,199,194.26768,27.730046,0.02963925,1.798866E-05
2241,54169,231,194.08246,27.751033,0.02297527,8.834738E-06
2241,54169,233,194.10959,27.727261,0.02276338,1.001476E-05
2241,54169,234,194.00802,27.664677,0.02067146,0.0001025008
2241,54169,235,193.93447,27.716593,0.02387952,1.803746E-05
2241,54169,236,194.02542,27.678109,0.01648326,7.492529E-06
2241,54169,237,194.14971,27.718836,0.02242385,2.834805E-05
2241,54169,239,194.02686,27.648046,0.02536332,1.26642E-05
2241,54169,270,193.83719,27.669153,0.02370185,2.968175E-05
2241,54169,274,193.85438,27.798033,0.02457256,9.94133E-06
2241,54169,277,193.59477,27.744499,0.02375252,5.984857E-05
2241,54169,310,193.37619,27.675221,0.01977209,1.11054E-05
2241,54169,392,194.44233,27.75704,0.02044867,1.132698E-05
2241,54169,395,194.32606,27.747364,0.02287642,6.29171E-05
2241,54169,399,194.47138,27.70732,0.02151302,2.672807E-05
2241,54169,422,194.57993,27.762081,0.01818292,1.335355E-05
2241,54169,433,194.61283,27.706631,0.02335642,5.339513E-05
2242,54153,260,196.31675,25.957644,0.02173771,1.069418E-05
2242,54153,348,195.29676,27.742524,0.0245768,5.193289E-05
2242,54153,349,195.24325,27.652104,0.01737385,1.64167E-05
2242,54153,350,195.30122,27.604493,0.02519144,1.153706E-05
2242,54153,426,195.51809,27.699559,0.02337415,2.400987E-05
2242,54153,435,195.53905,27.589367,0.02153221,2.196658E-05
2242,54153,437,195.53284,27.648307,0.02301196,9.108819E-06
2242,54153,471,196.0578,27.560094,0.02313605,5.262794E-05
2242,54153,472,196.06861,27.506387,0.02353255,3.583148E-05
2242,54153,493,196.28525,27.512825,0.02387798,1.520592E-05
2242,54153,497,196.30163,27.569755,0.02296283,8.726003E-06
2243,53794,432,198.03101,27.322767,0.02094161,1.54707E-05
2243,53794,493,198.85663,27.303237,0.02161624,1.72505E-05
2244,53795,414,200.6803,27.198225,0.02443812,7.001851E-06
2244,53795,584,201.907,26.965721,0.02356074,9.171386E-06
2244,53795,586,201.66188,27.039856,0.02327405,8.812444E-06
2245,54208,584,204.54444,26.743211,0.0279129,2.19053E-05
2245,54208,618,204.60444,26.742487,0.02849037,1.024106E-05
2246,53767,378,204.9471,26.686469,0.02848396,8.030256E-06
2224,53815,59,179.465,29.046609,0.02145667,1.164472E-05
2230,53799,104,184.55055,29.251687,0.02546395,1.024257E-05
2230,53799,246,183.11203,29.149209,0.0134294,6.077338E-06
2034,53466,135,167.26707,33.946701,0.02115604,1.359062E-05
2487,53852,7,166.58023,15.541091,0.02709735,7.075382E-06
2494,54174,252,169.51626,16.073772,0.03138758,6.166793E-06
2503,53856,58,174.22485,16.388148,0.01978363,7.978387E-06
2508,53875,208,175.84475,16.485396,0.02179436,1.264175E-05
2512,53877,193,177.90019,16.664287,0.01342812,5.925072E-06
2513,54141,18,179.3803,21.22568,0.0135548,4.882442E-06
2513,54141,136,178.80657,21.22036,0.0188297,5.726555E-06
2513,54141,214,178.47562,21.250091,0.02304013,7.096357E-06
2595,54207,65,181.82745,16.84144,0.02302562,1.03266E-05
2598,54232,112,188.27218,17.403127,0.02669659,1.486101E-05
2598,54232,163,187.43706,17.287507,0.01628901,0.0001323493
2599,54234,465,188.88849,17.439567,0.02268549,4.524671E-06
2606,54154,15,203.73112,15.827414,0.0218388,9.2896E-06
2613,54481,408,189.22563,21.328965,0.03157761,1.553957E-05
2614,54481,402,191.27733,21.169575,0.0233335,7.368289E-06
5985,56089,350,189.22784,21.330536,0.03117216,1.312065E-05
2641,54230,22,204.55218,18.39665,0.02615141,6.378841E-06
2641,54230,141,203.26343,18.609632,0.02584776,7.144945E-06
2641,54230,608,204.16974,20.200146,0.01636662,7.9909E-06
2642,54232,265,204.55084,18.391343,0.02669309,1.286155E-05
2642,54232,266,204.56174,18.411157,0.02308279,8.230631E-06
2643,54208,13,181.32272,21.272794,0.02288616,2.132075E-05
2643,54208,49,181.23442,21.240485,0.02245451,1.518271E-05
2643,54208,56,181.1635,21.242019,0.02172378,5.480787E-06
2643,54208,208,180.27514,21.374883,0.02582634,9.138473E-06
2643,54208,218,180.1718,21.360054,0.02463886,1.854371E-05
2643,54208,219,180.08881,21.267311,0.02550303,8.843921E-06
2643,54208,285,179.67642,21.234448,0.02310766,5.899389E-06
2643,54208,289,179.89553,21.264628,0.02469864,1.499905E-05
2647,54495,122,188.50836,21.355853,0.02790841,4.740512E-06
2648,54485,46,191.50426,21.147449,0.02250931,1.097112E-05
2649,54212,361,193.06953,23.530275,0.03243299,1.498033E-05
2651,54507,285,197.99688,20.79358,0.02247835,1.255527E-05
2651,54507,609,199.96471,22.999886,0.02297012,8.14162E-06
2653,54230,367,202.47308,22.813878,0.02892376,7.413999E-06
2653,54230,567,203.73864,22.583079,0.03172551,8.33509E-06
2653,54230,602,203.99692,22.626038,0.03208191,1.91881E-05
1616,53169,271,188.30707,12.247004,0.02613474,1.138247E-05
1762,53415,122,177.72547,13.739907,0.02369925,7.479618E-06
1762,53415,130,177.83425,13.740717,0.02389811,6.78771E-06
1762,53415,630,179.02487,15.131964,0.02122417,1.545459E-05
1774,53759,42,202.09463,13.255661,0.0247341,6.345035E-06
1774,53759,136,201.47335,13.298136,0.02211471,7.743567E-06
1605,53062,575,170.66663,13.330537,0.01378116,5.600733E-06
1613,53115,115,185.13617,12.39184,0.02640248,1.627472E-05
2011,53499,330,193.8601,29.532559,0.02153811,7.236654E-05
2011,53499,339,193.79527,29.578265,0.02487822,8.039804E-06
2011,53499,516,194.94111,29.896309,0.02176344,3.492896E-05
1751,53377,47,167.18046,13.155535,0.03163879,1.191815E-05
1752,53379,128,168.29186,13.195937,0.02094376,7.445278E-06
1753,53383,338,170.00549,15.325702,0.03149257,4.751987E-06
1762,53415,48,178.44741,13.728622,0.02247623,4.120819E-06
1766,53468,522,184.5198,15.965539,0.02288778,1.287909E-05
2215,53793,451,169.54618,29.795242,0.02694733,2.159968E-05
2230,53799,518,183.91864,29.971798,0.02836772,5.367553E-06
2230,53799,587,184.82636,30.34197,0.02596383,1.121894E-05
2230,53799,624,184.94696,30.353987,0.02793874,4.39094E-05
2230,53799,625,184.99663,30.359996,0.02777676,1.398516E-05
2232,53827,475,184.94852,30.33909,0.02817463,9.529719E-06
2234,53823,312,186.17302,29.866076,0.03032327,1.044958E-05
2237,53828,360,188.77919,29.942341,0.02253159,8.186824E-06
2239,53726,149,192.54133,29.676221,0.02377276,6.227123E-06
2239,53726,231,191.85901,29.787786,0.02247814,1.555171E-05
2239,53726,235,191.68564,29.735289,0.01556576,8.054611E-06
1751,53377,331,165.11247,14.866937,0.02681139,1.123893E-05
1751,53377,403,166.25246,14.895006,0.02065349,1.016504E-05
1751,53377,509,166.85569,14.494985,0.02558238,5.647471E-06
1752,53379,452,168.70498,15.179375,0.02794902,6.177753E-06
1752,53379,535,168.90621,15.20315,0.03243821,5.434462E-06
1753,53383,140,170.68538,13.345386,0.01388148,4.708936E-06
1753,53383,381,169.68837,15.170649,0.0209269,1.410258E-05
1753,53383,511,171.28538,14.926901,0.02804708,8.589232E-06
1753,53383,513,171.16803,14.946506,0.0138639,1.273835E-05
1753,53383,517,171.2132,14.795788,0.0141264,6.704523E-06
1762,53415,140,177.74512,13.773118,0.023964,1.174065E-05
1762,53415,244,177.26278,13.681079,0.0239474,1.035219E-05
1770,53171,442,192.35483,15.915524,0.02541487,5.82786E-06
1770,53171,444,192.32698,15.858247,0.02530139,6.321194E-06
1771,53498,471,194.84804,15.360487,0.02549892,5.56044E-06
1772,53089,337,195.85772,15.330883,0.02222235,9.718206E-06
1773,53112,346,198.14568,15.057006,0.02693812,2.218239E-05
1773,53112,377,198.79357,15.545939,0.02236765,5.666432E-06
1773,53112,386,198.73988,15.108525,0.02655756,6.347375E-06
1773,53112,387,198.71458,15.036716,0.0263746,6.540789E-06
1774,53759,130,201.31439,13.275925,0.02168242,7.252513E-06
2490,54179,554,167.76708,19.386263,0.0257792,9.316635E-06
2502,54180,360,172.30472,19.772514,0.0196415,6.803303E-06
2502,54180,544,174.22507,19.969453,0.02044436,6.774605E-06
2502,54180,548,174.29105,20.025303,0.02022078,6.833504E-06
2502,54180,550,174.22598,19.997234,0.02215305,1.425967E-05
2502,54180,554,174.28981,19.897968,0.02092682,8.807953E-06
2506,54179,342,174.29297,19.972035,0.02119213,9.44222E-06
2506,54179,347,173.8312,20.034171,0.0317251,9.048778E-06
2506,54179,462,175.42754,20.015637,0.02842107,5.972819E-06
2506,54179,468,175.56158,19.976529,0.02606022,6.981428E-06
2509,54180,341,175.5609,20.09784,0.01977878,1.108051E-05
2509,54180,347,175.45016,20.10373,0.01912276,7.691427E-06
2509,54180,356,175.56511,20.04868,0.02038023,7.312175E-06
2509,54180,358,175.343,19.962679,0.02184867,8.408976E-06
2509,54180,360,175.42177,20.042231,0.02842113,6.83632E-06
2618,54506,590,199.43711,20.553097,0.02272956,2.004407E-05
2618,54506,592,199.37577,20.598869,0.02194451,1.164063E-05
2618,54506,594,199.37579,20.620353,0.02350107,9.520962E-06
2618,54506,598,199.37482,20.684193,0.02332989,1.081288E-05
1698,53146,610,201.5926,12.609046,0.02115046,9.905516E-06
1608,53138,446,175.74372,13.57698,0.01952038,7.16587E-06
2214,53794,2,169.42442,25.410678,0.02249356,9.538477E-06
2224,53815,385,177.97742,30.501564,0.03022068,1.426692E-05
2234,53823,239,187.2228,29.840761,0.02700325,7.099972E-06
2237,53828,461,190.33394,30.121735,0.02712852,5.986342E-06
2237,53828,466,190.30412,30.275579,0.02321164,5.535844E-06
2239,53726,35,193.51034,29.603614,0.02106095,8.413247E-06
2490,54179,623,168.30428,19.566409,0.02526716,1.256968E-05
2490,54179,628,168.2704,19.459629,0.01648835,1.029544E-05
2495,54175,491,170.07315,19.720983,0.02129415,2.328271E-05
2502,54180,502,173.86601,20.000847,0.03188281,1.802785E-05
2506,54179,349,174.27055,19.923791,0.02078781,8.318753E-06
2506,54179,357,174.22503,19.926335,0.02082367,4.672595E-06
2212,53789,286,165.67252,25.007727,0.02121617,9.649758E-06
2212,53789,289,165.74739,25.022117,0.02128253,1.69717E-05
2217,53794,372,170.97157,30.053422,0.02295548,1.095781E-05
2217,53794,376,170.89909,30.037737,0.02369652,8.927896E-06
2217,53794,381,170.67809,29.880408,0.02297997,1.051725E-05
2217,53794,384,170.84059,29.999878,0.02297161,7.590551E-06
2230,53799,235,183.14593,29.82758,0.0283609,1.302977E-05
2230,53799,568,184.25821,30.705293,0.02622489,1.002153E-05
2232,53827,627,186.82063,30.622815,0.03034783,1.155695E-05
2237,53828,302,188.78871,29.744197,0.02684434,1.059298E-05
1763,53463,259,179.22957,13.770714,0.02432803,7.729953E-06
1766,53468,571,184.89117,15.882555,0.01410204,6.765163E-06
1771,53498,489,194.9848,15.354783,0.02559428,1.063272E-05
1771,53498,510,195.2398,15.350621,0.02996859,6.791102E-06
1771,53498,525,195.19836,15.704612,0.02177103,9.650429E-06
1771,53498,528,195.2718,15.75236,0.02167872,1.523275E-05
2493,54115,526,169.33954,25.437882,0.0225306,7.56332E-06
2493,54115,576,169.46259,25.255297,0.02653015,9.928645E-06
2493,54115,580,169.6178,25.323668,0.0251268,1.503817E-05
2495,54175,498,170.23302,19.631958,0.01432486,1.102827E-05
2498,54169,635,173.27736,19.89218,0.03297899,6.519121E-06
2501,54084,445,173.00836,25.623249,0.0323945,1.207066E-05
2506,54179,387,174.61733,19.98058,0.02328265,1.488097E-05
2506,54179,398,175.10373,19.963393,0.02246405,1.084882E-05
2618,54506,553,199.33245,20.63807,0.02286911,1.091313E-05
6431,56311,242,174.22645,19.971696,0.02080156,6.721635E-06
2011,53499,440,194.84505,29.887854,0.02469506,1.148351E-05
2011,53499,455,194.61221,29.612479,0.01946944,1.063709E-05
2222,53799,466,176.2409,30.439956,0.03127658,7.566976E-06
2225,53729,274,179.38289,29.765071,0.02824896,2.893124E-05
2225,53729,374,179.60111,30.649598,0.02944346,1.008614E-05
2234,53823,536,188.03696,30.715329,0.02316101,1.377806E-05
2239,53726,264,191.52711,29.823158,0.02610152,6.143661E-06
2501,54084,331,171.86681,25.495387,0.02356433,5.760663E-06
2501,54084,372,172.4756,25.643133,0.03182985,7.469278E-06
2232,53827,391,184.42962,30.377644,0.0280001,1.578262E-05
2211,53786,411,165.67202,29.414637,0.03252417,1.058157E-05
2486,53876,584,165.86417,24.911403,0.02082968,4.388592E-06
2238,54205,32,193.01401,27.165974,0.02515235,1.012645E-05
2238,54205,34,192.96492,27.255597,0.02275892,4.377495E-05
2238,54205,39,193.07261,27.158196,0.021306,1.724249E-05
2238,54205,73,192.59421,27.175361,0.02335727,2.940087E-05
2238,54205,76,192.96268,27.118373,0.02747801,2.301965E-05
2238,54205,433,190.85734,27.373114,0.02445328,7.906597E-06
2238,54205,461,191.6361,27.696925,0.01997991,9.035467E-06
2238,54205,474,191.28399,27.577406,0.02703451,1.543672E-05
2238,54205,507,191.94614,27.5748,0.03241792,5.834887E-06
2239,53726,409,192.10373,30.710368,0.02701518,7.529782E-06
2239,53726,419,192.42287,30.752402,0.01627747,1.097518E-05
5849,56033,828,184.67394,18.194219,0.03157891,1.163184E-05
2241,54169,109,194.95524,26.974333,0.0235064,7.267771E-06
1762,53415,403,177.73737,15.527366,0.02133329,1.522732E-05
5880,56042,902,176.27899,19.966857,0.01987168,1.427345E-05
5968,56356,766,190.76983,27.716141,0.02509027,3.541189E-05
2241,54169,182,194.33954,27.022995,0.0267178,2.311742E-05
2241,54169,188,194.2069,27.093919,0.02308111,1.296941E-05
2241,54169,190,194.19586,27.056927,0.02167405,9.699366E-05
2241,54169,213,194.18133,27.034762,0.01871678,1.015576E-05
2241,54169,307,193.53033,27.216459,0.02723851,4.381295E-05
2242,54153,174,196.21816,26.919096,0.02311298,1.674581E-05
2242,54153,347,195.23006,27.121586,0.02148224,9.606255E-05
6431,56311,442,173.19387,20.038096,0.020185,2.71091E-05
2486,53876,590,165.62713,24.610455,0.02098879,5.778517E-06
2490,54179,557,167.76435,19.191601,0.02080815,5.681422E-06
2490,54179,572,168.12213,19.819032,0.02658254,1.028603E-05
2494,54174,66,171.05395,16.657026,0.03043731,7.404344E-06
2494,54174,250,169.37712,15.820361,0.03203847,9.685101E-06
2495,54175,271,169.17482,19.342049,0.02092248,6.553658E-06
2495,54175,383,169.55775,19.513271,0.02086432,1.140509E-05
2495,54175,384,169.31695,19.900957,0.03191583,1.408767E-05
2495,54175,392,169.58969,19.543008,0.0210885,1.184408E-05
2231,53816,381,183.78928,27.881289,0.02750058,8.085738E-06
2498,54169,557,172.17141,19.731214,0.01947962,1.564045E-05
2498,54169,620,173.12527,20.154681,0.03250921,7.266562E-06
2498,54169,632,173.19328,20.075391,0.02040563,9.669757E-06
2498,54169,637,173.29654,19.792487,0.03258279,1.341272E-05
2499,54176,225,171.86728,16.77583,0.02781288,5.96057E-06
2502,54180,423,173.14721,20.068809,0.02069601,7.395315E-06
2502,54180,426,173.11026,19.800282,0.01318773,5.263537E-05
2502,54180,431,172.88423,20.022542,0.01381948,8.759608E-06
2502,54180,463,173.1956,20.038195,0.02042038,9.952825E-06
2502,54180,577,174.16536,20.289962,0.03193822,8.770478E-06
2502,54180,579,174.50306,20.242304,0.02525324,7.061584E-06
2502,54180,588,174.39978,20.16399,0.02575695,1.126706E-05
2502,54180,589,174.51595,19.861647,0.02068465,1.054761E-05
2502,54180,595,174.67556,19.910047,0.02258644,1.620896E-05
2503,53856,63,174.31539,16.856934,0.02137798,7.686136E-06
2503,53856,132,173.72999,16.11601,0.01813528,2.233384E-05
2506,54179,389,175.16247,19.910705,0.02609602,6.791401E-06
2506,54179,503,175.98936,19.935674,0.02343565,1.321368E-05
2506,54179,506,176.07898,19.844658,0.021254,7.562159E-06
2506,54179,508,175.98686,19.95581,0.0210061,1.093965E-05
2506,54179,512,176.10471,19.828078,0.01479539,8.110883E-06
2506,54179,513,175.98511,19.894579,0.02102044,8.467891E-06
2506,54179,514,175.99823,19.778955,0.01870616,7.289934E-06
2506,54179,515,175.98743,19.833362,0.01944046,4.30137E-05
2506,54179,550,176.19772,19.876385,0.02607718,7.126281E-06
2506,54179,582,176.26618,19.973681,0.01688305,6.580496E-06
2508,53875,190,175.43026,17.007858,0.0224978,1.130513E-05
2512,53877,44,179.32978,16.267407,0.0226261,6.427757E-06
2512,53877,133,178.58363,16.241683,0.02275113,7.539928E-06
2512,53877,260,177.89065,16.185018,0.01973831,8.862964E-06
2512,53877,273,177.50038,17.00617,0.0202944,1.051869E-05
2515,54180,392,177.67303,20.015197,0.02036386,9.472352E-06
2595,54207,362,180.51132,18.11426,0.021926,7.162598E-06
2595,54207,365,180.52041,18.19212,0.02037875,7.01838E-06
2596,54207,571,183.6299,18.251282,0.02913744,1.063605E-05
2597,54231,333,184.50946,18.328295,0.03210574,1.08E-05
2597,54231,339,184.31562,18.30899,0.03272076,1.100122E-05
2597,54231,340,184.20848,18.162054,0.03011361,8.172943E-06
2599,54234,571,189.75675,18.200782,0.02645132,1.687821E-05
2606,54154,446,202.66061,18.134611,0.01372483,1.424953E-05
2606,54154,632,203.87192,16.887157,0.02270482,1.631588E-05
2607,54184,386,203.9521,17.024416,0.01482039,6.077245E-06
2607,54184,398,204.22399,16.962305,0.02645427,8.665786E-06
2641,54230,121,203.23381,18.147884,0.02371257,1.486481E-05
2641,54230,125,203.18071,18.176318,0.02269552,9.579969E-06
2641,54230,131,203.36334,18.170614,0.02387669,9.439374E-06
2641,54230,135,203.25573,18.107277,0.02245991,1.672654E-05
2641,54230,139,203.23984,18.204079,0.02283158,1.91318E-05
2641,54230,201,203.14954,18.194751,0.02227892,5.602837E-05
2641,54230,205,203.1296,18.164562,0.02331744,8.581475E-06
2641,54230,217,203.12248,18.195046,0.0226162,1.305358E-05
2641,54230,219,203.11164,18.143392,0.02269067,6.890472E-06
2642,54232,294,204.12417,18.071892,0.02359772,8.092758E-06
2241,54169,106,194.81948,27.106142,0.02795333,8.841769E-06
2238,54205,101,192.39724,27.197625,0.0208457,1.007538E-05
2238,54205,108,192.3655,27.267637,0.02659368,1.073489E-05
2238,54205,164,191.98049,27.22236,0.02657748,6.958781E-06
2238,54205,166,191.96836,27.266779,0.02647977,2.375362E-05
2238,54205,168,192.0113,27.27849,0.02610629,1.802888E-05
2238,54205,179,191.83501,27.246804,0.02583187,2.541907E-05
2238,54205,184,191.54004,27.247059,0.02635823,2.99939E-05
2238,54205,264,191.10844,27.192028,0.02177203,7.889658E-06
4622,55629,406,167.60699,35.541442,0.03058762,1.019842E-05
2238,54205,387,190.72534,27.774392,0.0247828,9.393385E-06
2238,54205,393,190.37629,27.63998,0.02565317,6.584653E-06
2240,53823,28,195.01911,27.032474,0.0232099,3.110764E-05
2240,53823,29,195.00496,26.956108,0.02391594,2.85107E-05
2241,54169,273,193.75192,27.193851,0.02483359,4.163498E-05
2487,53852,236,165.17833,15.802069,0.02107323,4.772322E-06
2490,54179,381,166.28593,19.53091,0.03104524,1.467737E-05
2498,54169,312,170.25502,19.584703,0.03293886,1.180402E-05
2498,54169,491,171.67618,19.668716,0.02632442,1.592078E-05
2509,54180,101,177.05561,19.447918,0.02259751,9.132307E-06
2509,54180,235,176.01339,19.80109,0.02663478,1.026162E-05
2509,54180,277,175.82355,19.782678,0.02195884,1.101978E-05
2509,54180,432,176.00901,19.971921,0.02109273,8.521738E-06
2509,54180,439,175.92152,19.88644,0.02115751,1.553722E-05
2619,54506,83,201.33572,18.401682,0.02227371,9.184819E-06
2641,54230,251,202.66187,18.137628,0.01409873,8.174484E-06
2641,54230,289,201.97549,18.255116,0.02185829,2.008673E-05
4612,55590,338,183.50344,32.316366,0.02279454,9.682092E-06
5383,56013,196,178.35703,15.608742,0.02289608,2.123367E-05
5879,56047,800,173.12642,20.155994,0.03292253,1.196727E-05
2243,53794,236,198.15952,26.798599,0.02218354,5.459601E-06
2243,53794,271,197.80309,26.814013,0.02120708,9.470925E-06
2241,54169,185,194.35521,27.404571,0.01617514,1.305319E-05
2241,54169,187,194.34822,27.549936,0.02013972,3.439674E-05
2241,54169,193,194.34045,27.474854,0.02316848,2.202651E-05
2241,54169,194,194.34551,27.492958,0.02748526,1.082521E-05
2241,54169,195,194.2681,27.52594,0.02770373,2.201203E-05
2241,54169,200,194.37748,27.543027,0.02552229,1.745908E-05
2241,54169,221,194.09736,27.544041,0.02446478,3.178001E-05
2241,54169,222,193.86073,27.604035,0.02261553,2.288787E-05
2242,54153,421,195.64658,27.439437,0.01806066,1.956339E-05
2242,54153,432,195.63575,27.393487,0.01820282,7.450166E-06
2022,53827,14,192.72123,35.401383,0.0327603,7.605999E-06
2022,53827,15,192.68586,35.400245,0.03215964,1.25748E-05
2022,53827,17,192.73508,35.439135,0.03209948,6.111824E-06
2022,53827,73,192.55072,35.806961,0.02807624,7.515205E-06
2242,54153,464,195.80697,27.369081,0.02127134,1.150413E-05
2242,54153,465,195.84769,27.306954,0.01855537,5.770792E-06
2242,54153,486,196.11063,27.304311,0.01837224,7.337783E-06
2242,54153,640,198.08033,27.127011,0.01494336,7.348937E-06
2245,54208,612,204.53375,26.86277,0.02869239,4.195742E-05
2245,54208,615,204.69154,26.7968,0.02955396,6.391738E-05
2245,54208,619,204.60071,26.77925,0.02907808,1.32577E-05
