Dec,RA
-15.836245530931679,-78.67137310419668
-45.83932531036374,-5.084930808241642
11.176600332904084,20.573066394126226
10.778466756562121,20.386117020120054
11.966649861433194,9.355682176044855
10.095308772689119,10.44671910609388
-23.728779280940394,-38.20153093393185
13.667904564523642,-80.91839684749142
-18.316438628481976,-78.35120252495305
-29.356717868842512,-89.46225405638894
-38.396271159618856,-4.9763800600095
-17.38670915591157,-78.39946087012461
-17.27532543640868,-69.28556328968344
-16.955171485556562,-78.80475257342212
4.666689751633948,-71.99700882881193
-41.153713223921365,-71.93529636255315
-16.057539654986936,-78.83083162354558
31.56702411188867,-68.0658412295786
-2.408770463742467,-16.138973945701387
14.756780592576995,10.245101540358199
-16.06243351743502,-10.56306389205666
21.577682948951274,-60.552894579869
10.418432878274169,22.818062192884977
-21.77605763833187,-56.21358701423279
13.343418566627292,11.374021215074588
-9.53816766522167,-12.542469516841887
-41.18336682302649,-3.9421016454130893
-13.924103981898215,-9.00180051399036
-17.06007844794444,-79.42294643201782
13.877410968129706,10.395551287348455
9.504601117640949,5.784761805099894
-34.91691006375518,0.20762468310681292
-17.528537507860314,-71.20192490477079
5.966930171700595,-23.41561756929922
-0.7929867673657048,-10.232669844641412
-3.5005705481245046,-18.489709256059673
-9.17282836320192,-26.747423895453846
-38.282727890799976,-74.94500667476349
-15.614590508448915,-79.0243095910553
-22.65695442962255,-78.21077040735192
-13.626927248709144,-78.95503752861708
-16.949396017533743,-70.03928836548046
-9.258207396756319,-14.337919381425285
-4.606347204569099,15.348912979287663
-16.46361865426016,-79.25031390960083
52.15439899146204,-68.35813710925247
-16.854425368299346,-78.08360639407506
15.634017228380937,2.800866655411918
12.350412597704826,-72.35762640409214
-18.164032843280186,-80.27431153184553
4.322877730846939,-25.57764501926565
-43.81824706770229,-4.882976080265564
-22.94429318083632,-57.929616708950896
13.582989801322015,1.4150561870769671
-33.04503497827934,-45.940699215773286
-21.7980337392406,-8.080928108221952
32.63345869620941,-57.98835252674957
14.986106688217578,9.372763364416194
9.36887157239751,5.179471020952108
